"Fecha","Medio","Posición","Artista","Canción","Nacionalidad","Genero"
"ene-24","Spotify","39","Nickoog Clk, Gittobeatz","Somos Diferentes","CL","Urbano"
"ene-24","Spotify","40","Feid, Young Miko","CLASSY 101","CO, PR","Urbano"
"ene-24","Spotify","41","Anuel AA","Luces Tenues","PR","Urbano"
"ene-24","Spotify","42","KAROL G","MI EX TENÍA RAZÓN","CO","Urbano"
"ene-24","Spotify","43","Kali Uchis, Peso Pluma","Igual Que Un Ángel (with Peso Pluma)","US, MX","Pop"
"ene-24","Spotify","44","ITHAN NY, Brray, Pailita, Nickoog Clk, Tunechikidd, El Jordan 23, DONNER","Tu Diablo Remix (feat. El Jordan 23, Nickoog Clk & Tunechikidd)","CL, PR, NO","Urbano"
"ene-24","Spotify","45","Anuel AA, Quevedo, Maluma, Mambo Kingz, DJ Luian","OA","PR, CO, PR, PR","Urbano"
"ene-24","Spotify","46","Grupo Frontera, Ke Personajes","OJITOS ROJOS","AR","Tropical/Latino"
"ene-24","Spotify","47","Pablo Chill-E, Pailita","Cora Roto","CL","Urbano"
"ene-24","Spotify","48","Gino Mella, Jairo Vera","DE LA PXTA","CL","Urbano"
"ene-24","Spotify","49","Plan B","Es un Secreto","GB","Urbano"
"ene-24","Spotify","50","Manuel Turizo","La Bachata","CO","Urbano"
"ene-24","Spotify","51","Pailita, Fran C","Venga Pa' Acá","CL","Urbano"
"ene-24","Spotify","52","KAROL G, Shakira","TQG","CO, CO","Urbano"
"ene-24","Spotify","53","Ariana Grande","yes, and?","US","Pop"
"ene-24","Spotify","54","Jere Klein, El BAI, Mateo on the Beatz","FINA","CL, CL","Urbano"
"ene-24","Spotify","55","Jere Klein, Lucky Brown","Mandame Tu Ubi","CL","Urbano"
"ene-24","Spotify","56","Julianno Sosa, Guelo Star","TRANQUILA","PR","Urbano"
"ene-24","Spotify","57","Jairo Vera, Gino Mella, King Savagge, Chiko Alfa, Bayriton, Malito Malozo, Paolo Pimp","JARABE (feat. Chiko Alfa, Bayriton, Malito Malozo & Paolo Pimp)","CL","Urbano"
"ene-24","Spotify","58","Grupo Frontera, Bad Bunny","un x100to","PR","Tropical/Latino"
"ene-24","Spotify","59","El Joan, Celso El Potente","Le Gustan Lo' Flaites","CL","Urbano"
"ene-24","Spotify","60","Uzielito Mix, Yeri Mua, El Jordan 23, Dj Kiire","Linea Del Perreo","CL","Urbano"
"ene-24","Spotify","61","Carin Leon","Primera Cita","MX","Tropical/Latino"
"ene-24","Spotify","62","KAROL G, Cris Mj, Ryan Castro","UNA NOCHE EN MEDELLÍN - REMIX","CO, CL, CO","Urbano"
"ene-24","Spotify","63","Feid","Feliz Cumpleaños Ferxxo","CO","Urbano"
"ene-24","Spotify","64","The Weeknd, JENNIE, Lily-Rose Depp","One Of The Girls (with JENNIE, Lily Rose Depp)","CA, KR, US","Pop"
"ene-24","Spotify","65","KAROL G","PROVENZA","CO","Urbano"
"ene-24","Spotify","66","Jere Klein, Mateo on the Beatz","UNA EN UN MILLÓN","CL","Urbano"
"ene-24","Spotify","67","Kidd Voodoo, Easykid","Mal Mal Mal","CL","Urbano"
"ene-24","Spotify","68","Milo j, Taiu","Rara Vez","AR, AR","Urbano"
"ene-24","Spotify","69","Xavi","La Víctima","MX","Tropical/Latino"
"ene-24","Spotify","70","Calle 24, Chino Pacas, Fuerza Regida","Que Onda","MX, MX","Tropical/Latino"
"ene-24","Spotify","71","Tony Dize, Plan B","Solos (feat. Plan B)","PR, GB","Pop"
"ene-24","Spotify","72","Santaferia, Grupo Zúmbale Primo","Que Te Vaya Bien","CL","Tropical/Latino"
"ene-24","Spotify","73","Emilia, TINI","La_Original.mp3","SE, AR","Urbano"
"ene-24","Spotify","74","Milo j","M.A.I","AR","Urbano"
"ene-24","Spotify","75","Bad Gyal, Tokischa, Young Miko","Chulo pt.2","DO, PR","Urbano"
"ene-24","Spotify","76","Bad Bunny, Chencho Corleone","Me Porto Bonito","PR, PR","Urbano"
"ene-24","Spotify","77","Lucky Brown, Fran C","Toda Guapa","CL","Urbano"
"ene-24","Spotify","78","KAROL G, Romeo Santos","X SI VOLVEMOS","CO, US","Urbano"
"ene-24","Spotify","79","Yng Lvcas, Peso Pluma","La Bebe - Remix","MX","Urbano"
"ene-24","Spotify","80","Ozuna, Anuel AA, Chris Jedi","Pa Ti Estoy","PR, PR, PR","Urbano"
"ene-24","Spotify","81","iñigo quintero","Si No Estás","ES","Pop"
"ene-24","Spotify","82","Emilia","Exclusive.mp3","SE","Urbano"
"ene-24","Spotify","83","Mora, Feid","LA INOCENTE","SE, CO","Urbano"
"ene-24","Spotify","84","Ozuna, Feid","Hey Mor","PR, CO","Urbano"
"ene-24","Spotify","85","Los Bunkers","Nada Nuevo Bajo El Sol","CL","Rock"
"ene-24","Spotify","86","Wolfine, Ñejo","Escápate Conmigo - Remix","CO, PR","Urbano"
"ene-24","Spotify","87","Ke Personajes, Onda Sabanera","Pobre Corazón - En Vivo","AR","Tropical/Latino"
"ene-24","Spotify","88","FloyyMenor","pa la europa","CL","Urbano"
"ene-24","Spotify","89","Bacilos","Caraluna","US","Pop"
"ene-24","Spotify","90","Kidd Voodoo, Young Cister","Fashion Girl - Remix","CL","Urbano"
"ene-24","Spotify","91","Eslabon Armado, Peso Pluma","Ella Baila Sola","US, MX","Tropical/Latino"
"ene-24","Spotify","92","Los Ángeles Azules, Maria Becerra","El Amor de Mi Vida","MX, AR","Tropical/Latino"
"ene-24","Spotify","93","Don Omar","Dile","PR","Urbano"
"ene-24","Spotify","94","Bizarrap, Milo j","Fruto","AR, AR","Urbano"
"ene-24","Spotify","95","Harry Styles","As It Was","GB","Pop"
"ene-24","Spotify","96","Jere Klein","Ram","CL","Urbano"
"ene-24","Spotify","97","KAROL G","MIENTRAS ME CURO DEL CORA","CO","Urbano"
"ene-24","Spotify","98","The Police","Every Breath You Take","GB","Rock"
"ene-24","Spotify","99","Ryan Castro, Peso Pluma, SOG","QUEMA","CO, MX","Urbano"
"ene-24","Spotify","100","Quevedo","PUNTO G","ES","Urbano"
"feb-24","Spotify","1","FloyyMenor, Cris Mj","Gata Only","CL, CL","Urbano"
"feb-24","Spotify","2","Cris Mj","Daytona","CL","Urbano"
"feb-24","Spotify","3","Jere Klein, Nickoog Clk, Lucky Brown, El BAI","PRINCESITA DE ...","CL, CL","Urbano"
"feb-24","Spotify","4","Feid, ATL Jacob","LUNA","CO","Urbano"
"feb-24","Spotify","5","Jere Klein, Cris Mj","LOCA FARANDULERA","CL, CL","Urbano"
"feb-24","Spotify","6","Myke Towers","LA FALDA","PR","Urbano"
"feb-24","Spotify","7","Kidd Voodoo, Pablo Chill-E, Swift 047","Ese Guille","CL","Urbano"
"feb-24","Spotify","8","Gino Mella, Jairo Vera, Yandel, Lenny Tavárez, Best","El Amor de tu Vida (feat. Lenny Tavárez & Best) - Remix","PR, PR","Urbano"
"feb-24","Spotify","9","Pailita","Bendito (Soundtrack Baby Bandito: La Serie)","CL","Urbano"
"feb-24","Spotify","10","Kidd Voodoo, Daiko 02","Minnie <3","CL","Urbano"
"feb-24","Spotify","11","Jere Klein, Gittobeatz","ANDO","CL","Urbano"
"feb-24","Spotify","12","Lucky Brown, Jere Klein, Mateo on the Beatz","¿Cuál Es Su Nombre?","CL","Urbano"
"feb-24","Spotify","13","Xavi","La Diabla","MX","Tropical/Latino"
"feb-24","Spotify","14","Standly","Vida Peligrosa","CL","Urbano"
"feb-24","Spotify","15","Trueno, Nicki Nicole, Bizarrap, Taiu, TATOOL","Mamichula - con Nicki Nicole","AR, AR, AR, AR","Urbano"
"feb-24","Spotify","16","Jere Klein, Nicki Nicole","X ESO BB","CL, AR","Urbano"
"feb-24","Spotify","17","Mesita, Nicki Nicole, Tiago PZK, Emilia","Una Foto Remix (feat. Emilia)","US, AR, AR, SE","Urbano"
"feb-24","Spotify","18","Jere Klein, Mateo on the Beatz, EL MURCIELAGO","KE MAL","CL","Urbano"
"feb-24","Spotify","19","Lucky Brown, Nickoog Clk, Mateo on the Beatz","Ay Parcera","CL","Urbano"
"feb-24","Spotify","20","Cris Mj","No Ando Weando","CL","Urbano"
"feb-24","Spotify","21","Katteyes, Kidd Voodoo","Tas Texteandome","CL","Urbano"
"feb-24","Spotify","22","Kidd Voodoo, LACUEVA","Recuérdame </3","CL","Urbano"
"feb-24","Spotify","23","Bad Bunny, Feid","PERRO NEGRO","PR, CO","Urbano"
"feb-24","Spotify","24","KAROL G, Peso Pluma","QLONA","CO, MX","Urbano"
"feb-24","Spotify","25","Cris Mj","Partyson","CL","Urbano"
"feb-24","Spotify","26","Jere Klein","NO HAY 14F","CL","Urbano"
"feb-24","Spotify","27","Milo j","M.A.I","AR","Urbano"
"feb-24","Spotify","28","YSY A, Jere Klein, ONIRIA","24/7 6.5","AR, CL, ES","Urbano"
"feb-24","Spotify","29","Gaby Music, Lunay, Luar La L","No Te Quieren Conmigo","PR, PR","Urbano"
"feb-24","Spotify","30","Cris Mj","La Noche Está","CL","Urbano"
"feb-24","Spotify","31","Anuel AA","Tacos Gucci","PR","Urbano"
"feb-24","Spotify","32","KAROL G, Tiësto","CONTIGO (with Tiësto)","CO, NL","Urbano"
"feb-24","Spotify","33","Bizarrap, Young Miko","Young Miko: Bzrp Music Sessions, Vol. 58","AR, PR","Urbano"
"feb-24","Spotify","34","Nickoog Clk, Jere Klein","XQ TAN SOLA?","CL","Urbano"
"feb-24","Spotify","35","Peso Pluma, Anitta","BELLAKEO","MX, BR","Tropical/Latino"
"feb-24","Spotify","36","Big One, FMK, Ke Personajes","Un Finde | CROSSOVER #2","AR, AR, AR","Urbano"
"feb-24","Spotify","37","Sayian Jimmy, Nysix Music, CamiMusic","Bad Boy","CL","Urbano"
"feb-24","Spotify","38","Cris Mj, Yan Block","333","CL","Urbano"
"feb-24","Spotify","39","Maluma, Carin Leon","Según Quién","CO, MX","Urbano"
"feb-24","Spotify","40","Tiago PZK, Ke Personajes","Piel","AR, AR","Urbano"
"feb-24","Spotify","41","El Jordan 23, los patos feos inc, Nes","Cabaña","CL","Urbano"
"feb-24","Spotify","42","Quevedo","Columbia","ES","Urbano"
"feb-24","Spotify","43","KAROL G","AMARGURA","CO","Urbano"
"feb-24","Spotify","44","Rauw Alejandro","DILUVIO","PR","Urbano"
"feb-24","Spotify","45","Jere Klein, Taiko, EL MURCIELAGO","NO SÉ AMAR","CL","Urbano"
"feb-24","Spotify","46","Manuel Turizo","La Bachata","CO","Urbano"
"feb-24","Spotify","47","Lucky Brown, Adan La Amenaza","Privado","CL","Urbano"
"feb-24","Spotify","48","Plan B","Es un Secreto","GB","Urbano"
"feb-24","Spotify","49","KAROL G","MI EX TENÍA RAZÓN","CO","Urbano"
"feb-24","Spotify","50","Myke Towers","LALA","PR","Urbano"
"feb-24","Spotify","51","Grupo Frontera, Ke Personajes","OJITOS ROJOS","AR","Tropical/Latino"
"feb-24","Spotify","52","FloyyMenor","pa la europa","CL","Urbano"
"feb-24","Spotify","53","Pablo Chill-E, Pailita","Cora Roto","CL","Urbano"
"feb-24","Spotify","54","Anuel AA, Quevedo, Maluma, Mambo Kingz, DJ Luian","OA","PR, CO, PR, PR","Urbano"
"feb-24","Spotify","55","Lenny Tavárez, Feid","EMPELOTICA","PR, CO","Urbano"
"feb-24","Spotify","56","Giuliano Yankees, Cris Mj, Valdi","Me Pide Más","CL","Urbano"
"feb-24","Spotify","57","Cris Mj, Dei V","Diabólica","CL","Urbano"
"feb-24","Spotify","58","Gino Mella, Jairo Vera, Best","EL AMOR DE TU VIDA","CL","Urbano"
"feb-24","Spotify","59","Nickoog Clk, Gittobeatz","Somos Diferentes","CL","Urbano"
"feb-24","Spotify","60","Kidd Voodoo, Easykid","Mal Mal Mal","CL","Urbano"
"feb-24","Spotify","61","Jere Klein, Mateo on the Beatz","UNA EN UN MILLÓN","CL","Urbano"
"feb-24","Spotify","62","Blessd, Feid","SI SABE FERXXO","CO, CO","Urbano"
"feb-24","Spotify","63","Gino Mella, Jairo Vera","DE LA PXTA","CL","Urbano"
"feb-24","Spotify","64","Feid, Young Miko","CLASSY 101","CO, PR","Urbano"
"feb-24","Spotify","65","Kidd Voodoo, Young Cister","Fashion Girl - Remix","CL","Urbano"
"feb-24","Spotify","66","KAROL G, Cris Mj, Ryan Castro","UNA NOCHE EN MEDELLÍN - REMIX","CO, CL, CO","Urbano"
"feb-24","Spotify","67","KAROL G, Shakira","TQG","CO, CO","Urbano"
"feb-24","Spotify","68","Mora, Feid","LA INOCENTE","SE, CO","Urbano"
"feb-24","Spotify","69","Tony Dize, Plan B","Solos (feat. Plan B)","PR, GB","Pop"
"feb-24","Spotify","70","Giuliano Yankees, Gio Valentinno, Valdi","Salgo En El Meche","CL","Urbano"
"feb-24","Spotify","71","Carin Leon","Primera Cita","MX","Tropical/Latino"
"feb-24","Spotify","72","Engel Montaz, Sacra Mr Melody","Vamono Lejos","CL","Urbano"
"feb-24","Spotify","73","Grupo Frontera, Bad Bunny","un x100to","PR","Tropical/Latino"
"feb-24","Spotify","74","Jere Klein","Ram","CL","Urbano"
"feb-24","Spotify","75","Darell","Lollipop","PR","Urbano"
"feb-24","Spotify","76","Jere Klein, Lucky Brown","Mandame Tu Ubi","CL","Urbano"
"feb-24","Spotify","77","TWENTY SIX, Tayson Kryss","Buscando Money","CU,IT","Electrónica"
"feb-24","Spotify","78","Darell, Ozuna, Maluma","Lollipop - Remix","PR, PR, CO","Urbano"
"feb-24","Spotify","79","Ak4:20, Kidd Voodoo","BEBÉ","CL","Urbano"
"feb-24","Spotify","80","Jere Klein, El BAI, Mateo on the Beatz","FINA","CL, CL","Urbano"
"feb-24","Spotify","81","Milo j, Taiu","Rara Vez","AR, AR","Urbano"
"feb-24","Spotify","82","NEMJ, Martinwhite","ESA NENA REMIX","CL","Urbano"
"feb-24","Spotify","83","El Joan, Celso El Potente","Le Gustan Lo' Flaites","CL","Urbano"
"feb-24","Spotify","84","Jairo Vera, Gino Mella, King Savagge, Chiko Alfa, Bayriton, Malito Malozo, Paolo Pimp","JARABE (feat. Chiko Alfa, Bayriton, Malito Malozo & Paolo Pimp)","CL","Urbano"
"feb-24","Spotify","85","Julianno Sosa, Guelo Star","TRANQUILA","PR","Urbano"
"feb-24","Spotify","86","The Weeknd, JENNIE, Lily-Rose Depp","One Of The Girls (with JENNIE, Lily Rose Depp)","CA, KR, US","Pop"
"feb-24","Spotify","87","YG Marley","Praise Jah In The Moonlight","US","Tropical/Latino"
"feb-24","Spotify","88","Santaferia, Grupo Zúmbale Primo","Que Te Vaya Bien","CL","Tropical/Latino"
"feb-24","Spotify","89","KAROL G, Romeo Santos","X SI VOLVEMOS","CO, US","Urbano"
"feb-24","Spotify","90","Xavi","La Víctima","MX","Tropical/Latino"
"feb-24","Spotify","91","Los Ángeles Azules, Maria Becerra","El Amor de Mi Vida","MX, AR","Tropical/Latino"
"feb-24","Spotify","92","Bad Bunny, Chencho Corleone","Me Porto Bonito","PR, PR","Urbano"
"feb-24","Spotify","93","Chris Jedi, Gaby Music, Dei V, Anuel AA, Ozuna","BAD BOY","PR, PR, PR, PR","Urbano"
"feb-24","Spotify","94","Kidd Voodoo, Resonancia Etérea","Confortas Pero Dañas","CL","Urbano"
"feb-24","Spotify","95","KAROL G","PROVENZA","CO","Urbano"
"feb-24","Spotify","96","Marshmello, Manuel Turizo","El Merengue","US, CO","Electrónica"
"feb-24","Spotify","97","Kali Uchis, Peso Pluma","Igual Que Un Ángel (with Peso Pluma)","US, MX","Pop"
"feb-24","Spotify","98","Los Bunkers","Llueve Sobre La Ciudad","CL","Rock"
"feb-24","Spotify","99","Soda Stereo","Trátame Suavemente - Remasterizado 2007","AR","Rock"
"feb-24","Spotify","100","Luck Ra, KHEA","HOLA PERDIDA","AR, AR","Tropical/Latino"
"mar-24","Spotify","1","FloyyMenor, Cris Mj","Gata Only","CL, CL","Urbano"
"mar-24","Spotify","2","Lucky Brown, Big Cvyu","Coa Xorete","CL","Urbano"
"mar-24","Spotify","3","Cris Mj","Daytona","CL","Urbano"
"mar-24","Spotify","4","Kidd Voodoo, DrefQuila, Swift 047","Enrolar","CL","Urbano"
"mar-24","Spotify","5","Kidd Voodoo, Pablo Chill-E, Swift 047","Ese Guille","CL","Urbano"
"mar-24","Spotify","6","Jere Klein, Nickoog Clk, Lucky Brown, El BAI","PRINCESITA DE ...","CL, CL","Urbano"
"mar-24","Spotify","7","Feid, ATL Jacob","LUNA","CO","Urbano"
"mar-24","Spotify","8","Kidd Voodoo, Daiko 02","Minnie <3","CL","Urbano"
"mar-24","Spotify","9","ITHAN NY, Ak4:20","MA DIAMANTE","CL","Urbano"
"mar-24","Spotify","10","Myke Towers","LA FALDA","PR","Urbano"
"mar-24","Spotify","11","Jere Klein, Cris Mj","LOCA FARANDULERA","CL, CL","Urbano"
"mar-24","Spotify","12","Standly","Vida Peligrosa","CL","Urbano"
"mar-24","Spotify","13","Cris Mj, Dei V","Diabólica","CL","Urbano"
"mar-24","Spotify","14","Lucky Brown, Jere Klein, Mateo on the Beatz","¿Cuál Es Su Nombre?","CL","Urbano"
"mar-24","Spotify","15","Kidd Voodoo, LACUEVA","Recuérdame </3","CL","Urbano"
"mar-24","Spotify","16","Jere Klein","NO HAY 14F","CL","Urbano"
"mar-24","Spotify","17","Jere Klein, Gittobeatz","ANDO","CL","Urbano"
"mar-24","Spotify","18","Gino Mella, Jairo Vera, Yandel, Lenny Tavárez, Best","El Amor de tu Vida (feat. Lenny Tavárez & Best) - Remix","PR, PR","Urbano"
"mar-24","Spotify","19","Kidd Voodoo, Young Cister","Fashion Girl - Remix","CL","Urbano"
"mar-24","Spotify","20","Katteyes, Kidd Voodoo","Tas Texteandome","CL","Urbano"
"mar-24","Spotify","21","Tiago PZK, Ke Personajes","Piel","AR, AR","Urbano"
"mar-24","Spotify","22","Pailita","Bendito (Soundtrack Baby Bandito: La Serie)","CL","Urbano"
"mar-24","Spotify","23","Lucky Brown, Nickoog Clk, Mateo on the Beatz","Ay Parcera","CL","Urbano"
"mar-24","Spotify","24","Cris Mj","Partyson","CL","Urbano"
"mar-24","Spotify","25","Milo j","M.A.I","AR","Urbano"
"mar-24","Spotify","26","Sayian Jimmy, Nysix Music, CamiMusic","Bad Boy","CL","Urbano"
"mar-24","Spotify","27","Mesita, Nicki Nicole, Tiago PZK, Emilia","Una Foto Remix (feat. Emilia)","US, AR, AR, SE","Urbano"
"mar-24","Spotify","28","Kidd Voodoo, Swift 047","Grabándote:)","CL","Urbano"
"mar-24","Spotify","29","Jere Klein, Nicki Nicole","X ESO BB","CL, AR","Urbano"
"mar-24","Spotify","30","Jere Klein, Mateo on the Beatz, EL MURCIELAGO","KE MAL","CL","Urbano"
"mar-24","Spotify","31","Bad Bunny, Feid","PERRO NEGRO","PR, CO","Urbano"
"mar-24","Spotify","32","Xavi","La Diabla","MX","Tropical/Latino"
"mar-24","Spotify","33","Cris Mj","No Ando Weando","CL","Urbano"
"mar-24","Spotify","34","KAROL G, Peso Pluma","QLONA","CO, MX","Urbano"
"mar-24","Spotify","35","YSY A, Jere Klein, ONIRIA","24/7 6.5","AR, CL, ES","Urbano"
"mar-24","Spotify","36","Cris Mj","La Noche Está","CL","Urbano"
"mar-24","Spotify","37","Maluma, Carin Leon","Según Quién","CO, MX","Urbano"
"mar-24","Spotify","38","Trueno, Nicki Nicole, Bizarrap, Taiu, TATOOL","Mamichula - con Nicki Nicole","AR, AR, AR, AR","Urbano"
"mar-24","Spotify","39","Jairo Vera, Gino Mella, Ak4:20, Bayriton, Abraham Wayne","Tarima (feat. Bayriton & Abraham Wayne) - Remix","CL","Urbano"
"mar-24","Spotify","40","Lucky Brown, Adan La Amenaza","Privado","CL","Urbano"
"mar-24","Spotify","41","Nickoog Clk, Jere Klein","XQ TAN SOLA?","CL","Urbano"
"mar-24","Spotify","42","Renn, Yexel","Maquillaje","CL","Urbano"
"mar-24","Spotify","43","Manuel Turizo","La Bachata","CO","Urbano"
"mar-24","Spotify","44","FloyyMenor","pa la europa","CL","Urbano"
"mar-24","Spotify","45","Gaby Music, Lunay, Luar La L","No Te Quieren Conmigo","PR, PR","Urbano"
"mar-24","Spotify","46","KAROL G","AMARGURA","CO","Urbano"
"mar-24","Spotify","47","Kidd Voodoo, Swift 047","Guaya Guaya...","CL","Urbano"
"mar-24","Spotify","48","El Jordan 23, los patos feos inc, Nes","Cabaña","CL","Urbano"
"mar-24","Spotify","49","KAROL G, Tiësto","CONTIGO (with Tiësto)","CO, NL","Urbano"
"mar-24","Spotify","50","eleven1.1, DrefQuila, Kidd Voodoo, Harry Nach, SOULFIA","Escarlata - Remix","CL, CL","Urbano"
"mar-24","Spotify","51","Baby J & Young Weapon","Confundido","GB","Urbano"
"mar-24","Spotify","52","Big One, FMK, Ke Personajes","Un Finde | CROSSOVER #2","AR, AR, AR","Urbano"
"mar-24","Spotify","53","Ariana Grande","we can't be friends (wait for your love)","US","Pop"
"mar-24","Spotify","54","Cris Mj, Yan Block","333","CL","Urbano"
"mar-24","Spotify","55","Plan B","Es un Secreto","GB","Urbano"
"mar-24","Spotify","56","FloyyMenor, Lucky Brown","ME GUSTA","CL","Urbano"
"mar-24","Spotify","57","Kidd Voodoo, Easykid","Mal Mal Mal","CL","Urbano"
"mar-24","Spotify","58","KAROL G","MI EX TENÍA RAZÓN","CO","Urbano"
"mar-24","Spotify","59","Benson Boone","Beautiful Things","US","Pop"
"mar-24","Spotify","60","Pablo Chill-E, Pailita","Cora Roto","CL","Urbano"
"mar-24","Spotify","61","Rauw Alejandro","DILUVIO","PR","Urbano"
"mar-24","Spotify","62","Peso Pluma, Anitta","BELLAKEO","MX, BR","Tropical/Latino"
"mar-24","Spotify","63","Gino Mella, Jairo Vera","DE LA PXTA","CL","Urbano"
"mar-24","Spotify","64","Los Bunkers","Llueve Sobre La Ciudad","CL","Rock"
"mar-24","Spotify","65","Anuel AA, Quevedo, Maluma, Mambo Kingz, DJ Luian","OA","PR, CO, PR, PR","Urbano"
"mar-24","Spotify","66","NEMJ, Martinwhite","ESA NENA REMIX","CL","Urbano"
"mar-24","Spotify","67","KAROL G, Shakira","TQG","CO, CO","Urbano"
"mar-24","Spotify","68","Los Bunkers","Bailando Solo","CL","Rock"
"mar-24","Spotify","69","Los Bunkers","Nada Nuevo Bajo El Sol","CL","Rock"
"mar-24","Spotify","70","Pressure 9X19, Anuel AA, YOVNGCHIMI, CDobleta, Luar La L","VVS Switch (feat. Luar La L & CDobleta) - Remix","PR, PR","Urbano"
"mar-24","Spotify","71","Kidd Voodoo, Nickzzy, Dysbit","Prendía","CL","Urbano"
"mar-24","Spotify","72","Grupo Frontera, Ke Personajes","OJITOS ROJOS","AR","Tropical/Latino"
"mar-24","Spotify","73","Djo","End of Beginning","US","Electrónica"
"mar-24","Spotify","74","Blessd, Feid","SI SABE FERXXO","CO, CO","Urbano"
"mar-24","Spotify","75","Feid, Young Miko","CLASSY 101","CO, PR","Urbano"
"mar-24","Spotify","76","Los Bunkers","Ven Aquí","CL","Rock"
"mar-24","Spotify","77","Quevedo","Columbia","ES","Urbano"
"mar-24","Spotify","78","Jere Klein, Mateo on the Beatz","UNA EN UN MILLÓN","CL","Urbano"
"mar-24","Spotify","79","Lenny Tavárez, Feid","EMPELOTICA","PR, CO","Urbano"
"mar-24","Spotify","80","Tony Dize, Plan B","Solos (feat. Plan B)","PR, GB","Pop"
"mar-24","Spotify","81","Milo j, Taiu","Rara Vez","AR, AR","Urbano"
"mar-24","Spotify","82","Myke Towers","LALA","PR","Urbano"
"mar-24","Spotify","83","Jairo Vera, Gino Mella, King Savagge, Chiko Alfa, Bayriton, Malito Malozo, Paolo Pimp","JARABE (feat. Chiko Alfa, Bayriton, Malito Malozo & Paolo Pimp)","CL","Urbano"
"mar-24","Spotify","84","KAROL G, Cris Mj, Ryan Castro","UNA NOCHE EN MEDELLÍN - REMIX","CO, CL, CO","Urbano"
"mar-24","Spotify","85","Kidd Voodoo, Alex Rose, Swift 047","Diablita","CL","Urbano"
