"Fecha","Medio","Posición","Artista","Canción","Nacionalidad","Genero"
"ago-21","Spotify","42","Ak4:20","Skyline","CL","Urbano"
"ago-21","Spotify","43","Maluma, Beéle, Rauw Alejandro, Mambo Kingz, DJ Luian, Darell","Aloha","CO, CO, PR, PR, PR, PR","Urbano"
"ago-21","Spotify","44","BANDIDO, Duki, Rei, Tiago PZK","No Me Conocen (Remix) [con DUKI, Rei & Tiago PZK]","JP, AR","Urbano"
"ago-21","Spotify","45","Lunay, Anitta","TODO O NADA","PR, BR","Urbano"
"ago-21","Spotify","46","Daddy Yankee, Myke Towers, JHAYCO","SÚBELE EL VOLUMEN","PR, PR, PR","Urbano"
"ago-21","Spotify","47","Bad Bunny, ROSALÍA","LA NOCHE DE ANOCHE","PR, ES","Urbano"
"ago-21","Spotify","48","Myke Towers, Juhn","Bandido","PR, PR","Urbano"
"ago-21","Spotify","49","JHAYCO, Skrillex","En Mi Cuarto","PR, US","Urbano"
"ago-21","Spotify","50","Jay Wheeler, DJ Nelson, Myke Towers","La Curiosidad","PR, PR, PR","Urbano"
"ago-21","Spotify","51","Bad Bunny","De Museo","PR","Urbano"
"ago-21","Spotify","52","Justin Quiles, Maluma","La Botella","PR, CO","Urbano"
"ago-21","Spotify","53","MYA, TINI, Duki","2:50 Remix","US, AR","Urbano"
"ago-21","Spotify","54","NATTI NATASHA, Becky G","Ram Pam Pam","DO, US","Urbano"
"ago-21","Spotify","55","El Futuro Fuera De Orbita, Harry Nach, La Nevula23 Productor","Juju Juju","CL, CL, CL","Urbano"
"ago-21","Spotify","56","Doja Cat","Need to Know","US","Pop"
"ago-21","Spotify","57","Maria Becerra","Mi Debilidad","AR","Urbano"
"ago-21","Spotify","58","Ak4:20","Siempre Fine","CL","Urbano"
"ago-21","Spotify","59","Feid","SI TÚ SUPIERAS - Bonus Track","CO","Urbano"
"ago-21","Spotify","60","Alex Rose, Rauw Alejandro","Me Fije","PR","Urbano"
"ago-21","Spotify","61","LIT killah, KHEA","Dejame Tranki","AR","Urbano"
"ago-21","Spotify","62","LIT killah, Duki","Mala Mía","AR, AR","Urbano"
"ago-21","Spotify","63","Becky G, El Alfa","FULANITO","US, DO","Urbano"
"ago-21","Spotify","64","Bad Bunny","A Tu Merced","PR","Urbano"
"ago-21","Spotify","65","Olivia Rodrigo","traitor","US","Pop"
"ago-21","Spotify","66","Harry Nach, Only Perk","Size","CL, CL","Urbano"
"ago-21","Spotify","67","Marcianeke, yammir, Young Brooklyn, Victor La Voz, NicoClear","Chambee - Remix","CL","Urbano"
"ago-21","Spotify","68","Bizarrap, Duki, Nicki Nicole","YaMeFui","AR, AR","Urbano"
"ago-21","Spotify","69","Olivia Rodrigo","good 4 u","US","Pop"
"ago-21","Spotify","70","Carlos Vives, Ricky Martin","Canción Bonita","CO, PR","Tropical/Latino"
"ago-21","Spotify","71","Nio Garcia, Flow La Movie","AM","PR, PR","Urbano"
"ago-21","Spotify","72","Sebastian Yatra, JHAYCO","Delincuente","CO, PR","Urbano"
"ago-21","Spotify","73","Juhn, Jay Wheeler","Fragancia","PR, PR","Urbano"
"ago-21","Spotify","74","Maluma","Hawái","CO","Urbano"
"ago-21","Spotify","75","Pablo Alborán","Saturno","ES","Pop"
"ago-21","Spotify","76","Drago200, Ak4:20","Pal '93","CL","Urbano"
"ago-21","Spotify","77","Cris Mj, Marcianeke","Te Fuiste Con Otro","CL, CL","Urbano"
"ago-21","Spotify","78","Ozuna, J Balvin, Chencho Corleone","Una Locura","PR, CO, PR","Urbano"
"ago-21","Spotify","79","KAROL G","200 COPAS","CO","Urbano"
"ago-21","Spotify","80","J Balvin, Dua Lipa, Bad Bunny, Tainy","UN DIA (ONE DAY) (Feat. Tainy)","CO, GB, PR, PR","Urbano"
"ago-21","Spotify","81","Bad Bunny","TE MUDASTE","PR","Urbano"
"ago-21","Spotify","82","Doja Cat, SZA","Kiss Me More (feat. SZA)","US, US","Pop"
"ago-21","Spotify","83","Rauw Alejandro","La Old Skul","PR","Urbano"
"ago-21","Spotify","84","JHAYCO, Bad Bunny","CÓMO SE SIENTE - Remix","PR, PR","Urbano"
"ago-21","Spotify","85","Gera MX, Christian Nodal","Botella Tras Botella","MX, MX","Urbano"
"ago-21","Spotify","86","Ak4:20","THE ROOKIE","CL","Urbano"
"ago-21","Spotify","87","Jay Wheeler","Dos Tragos","PR","Urbano"
"ago-21","Spotify","88","Marcianeke","Envidia","CL","Urbano"
"ago-21","Spotify","89","Boza","Ella","PA","Urbano"
"ago-21","Spotify","90","The Weeknd","Blinding Lights","CA","Pop"
"ago-21","Spotify","91","Dua Lipa, DaBaby","Levitating (feat. DaBaby)","GB, US","Pop"
"ago-21","Spotify","92","Dua Lipa","Don't Start Now","GB","Pop"
"ago-21","Spotify","93","Billie Eilish","Happier Than Ever","US","Pop"
"ago-21","Spotify","94","Bad Bunny, Daddy Yankee","La Santa","PR, PR","Urbano"
"ago-21","Spotify","95","The Weeknd, Ariana Grande","Save Your Tears (with Ariana Grande) (Remix)","CA, US","Pop"
"ago-21","Spotify","96","Anuel AA","23 Preguntas","PR","Urbano"
"ago-21","Spotify","97","Camilo, Shawn Mendes","KESI - Remix","ES, CA","Tropical/Latino"
"ago-21","Spotify","98","Myke Towers","Explícito","PR","Urbano"
"ago-21","Spotify","99","Nio Garcia, Casper Magico, Ozuna, Wisin & Yandel, Myke Towers, Flow La Movie","Travesuras - Remix","PR, PR, PR, PR, PR, PR","Urbano"
"ago-21","Spotify","100","Nio Garcia","Tus Poses","PR","Urbano"
"sept-21","Spotify","1","JHAYCO, Anuel AA","Ley Seca","PR, PR","Urbano"
"sept-21","Spotify","2","Aventura, Bad Bunny","Volví","US, PR","Tropical/Latino"
"sept-21","Spotify","3","Pailita, Marcianeke","Dimelo Ma","CL","Urbano"
"sept-21","Spotify","4","Polimá Westcoast, Pablo Chill-E, Arón Piper","Cu4tro","CL, CL","Urbano"
"sept-21","Spotify","5","Farruko","Pepas","PR","Urbano"
"sept-21","Spotify","6","Bad Bunny","Yonaguni","PR","Urbano"
"sept-21","Spotify","7","Mora, Bad Bunny, Sech","Volando - Remix","SE, PR, PA","Urbano"
"sept-21","Spotify","8","J Balvin, Sech","Una Nota","CO, PA","Urbano"
"sept-21","Spotify","9","Myke Towers","ALMAS GEMELAS","PR","Urbano"
"sept-21","Spotify","10","Nio Garcia, J Balvin, Bad Bunny","AM Remix","PR, CO, PR","Urbano"
"sept-21","Spotify","11","J Balvin, Maria Becerra","Qué Más Pues?","CO, AR","Urbano"
"sept-21","Spotify","12","Tiago PZK, LIT killah","Entre Nosotros","AR","Urbano"
"sept-21","Spotify","13","Rvssian, Rauw Alejandro, Chris Brown","Nostálgico","JM, PR, US","Urbano"
"sept-21","Spotify","14","Rauw Alejandro","Todo De Ti","PR","Urbano"
"sept-21","Spotify","15","Maluma","Sobrio","CO","Urbano"
"sept-21","Spotify","16","Ingratax","París","MX","Urbano"
"sept-21","Spotify","17","Sech, JHAYCO","911 (Remix)","PA, PR","Urbano"
"sept-21","Spotify","18","Marcianeke","No Se Piken","CL","Urbano"
"sept-21","Spotify","19","Galee Galee, Harry Nach, Pablo Chill-E","Big Cut","CL, CL","Urbano"
"sept-21","Spotify","20","Arte Elegante, Marcianeke","En las Malas y Buenas","CL","Urbano"
"sept-21","Spotify","21","KAROL G","SEJODIOTO","CO","Urbano"
"sept-21","Spotify","22","TINI, Maria Becerra","Miénteme","AR, AR","Pop"
"sept-21","Spotify","23","Marcianeke, Cris Mj","Tussi Code Mari","CL, CL","Urbano"
"sept-21","Spotify","24","Rauw Alejandro","Sexo Virtual","PR","Urbano"
"sept-21","Spotify","25","Rauw Alejandro","Cúrame","PR","Urbano"
"sept-21","Spotify","26","Wisin, JHAYCO, Anuel AA, Los Legendarios, Myke Towers","Fiel - Remix","PR, PR, PR, PR, PR","Urbano"
"sept-21","Spotify","27","Balbi El Chamako, Marcianeke, El BAI","Ponle","CL, CL, CL","Urbano"
"sept-21","Spotify","28","J Balvin, KAROL G, Nicky Jam, Crissin, Totoy El Frio, Natan & Shander","Poblado - Remix","CO, CO, PR, CO, CO, BE","Urbano"
"sept-21","Spotify","29","The Kid LAROI, Justin Bieber","STAY (with Justin Bieber)","AU, CA","Pop"
"sept-21","Spotify","30","J Balvin, Skrillex","In Da Getto","CO, US","Urbano"
"sept-21","Spotify","31","Sebastian Yatra, Myke Towers","Pareja Del Año","CO, PR","Urbano"
"sept-21","Spotify","32","Bad Bunny, JHAYCO","DÁKITI","PR, PR","Urbano"
"sept-21","Spotify","33","Mora, JHAYCO","512","SE, PR","Urbano"
"sept-21","Spotify","34","Rauw Alejandro, Mr. Naisgai","2/Catorce","PR","Urbano"
"sept-21","Spotify","35","Jossef, Jamby El Favo, Eix","Persia - Remix","PR","Urbano"
"sept-21","Spotify","36","Justin Quiles, Chimbala, Zion & Lennox","Loco","PR, DO, US","Urbano"
"sept-21","Spotify","37","ITHAN NY, Marcianeke","Las Naik","CL, CL","Urbano"
"sept-21","Spotify","38","Drago200, Ak4:20","TOTA","CL","Urbano"
"sept-21","Spotify","39","Lil Nas X, Jack Harlow","INDUSTRY BABY (feat. Jack Harlow)","US, US","Pop"
"sept-21","Spotify","40","Doja Cat","Woman","US","Pop"
"sept-21","Spotify","41","Arcángel, Jay Wheeler, Miky Woodz","Si Te Veo","PR, PR, PR","Urbano"
"sept-21","Spotify","42","Sech","Sal y Perrea","PA","Urbano"
"sept-21","Spotify","43","Marc Seguí, Rauw Alejandro, Pol Granch","Tiroteo - Remix","ES, PR, ES","Pop"
"sept-21","Spotify","44","Oliver Tree","Life Goes On","US","Pop"
"sept-21","Spotify","45","Coldplay, BTS","My Universe","GB, KR","Pop"
"sept-21","Spotify","46","Myke Towers, Juhn","Bandido","PR, PR","Urbano"
"sept-21","Spotify","47","Tiësto, KAROL G","Don't Be Shy","NL, CO","Electrónica"
"sept-21","Spotify","48","Los Legendarios, Wisin, JHAYCO","Fiel","PR, PR, PR","Urbano"
"sept-21","Spotify","49","Bizarrap, Nicky Jam","Nicky Jam: Bzrp Music Sessions, Vol. 41","AR, PR","Urbano"
"sept-21","Spotify","50","KAROL G, Mariah Angeliq","EL MAKINON","CO, US","Urbano"
"sept-21","Spotify","51","Lunay, Anitta","TODO O NADA","PR, BR","Urbano"
"sept-21","Spotify","52","CKay, Dj Yo!, AX'EL","love nwantiti (feat. Dj Yo! & AX'EL) - Remix","NG, MU","Tropical/Latino"
"sept-21","Spotify","53","Justin Quiles, Maluma","La Botella","PR, CO","Urbano"
"sept-21","Spotify","54","Jay Wheeler, DJ Nelson, Myke Towers","La Curiosidad","PR, PR, PR","Urbano"
"sept-21","Spotify","55","Marcianeke","Que Sera","CL","Pop"
"sept-21","Spotify","56","Bad Bunny, ROSALÍA","LA NOCHE DE ANOCHE","PR, ES","Urbano"
"sept-21","Spotify","57","Måneskin","Beggin'","IT","Pop"
"sept-21","Spotify","58","Don Omar, Residente","Flow HP","PR, PR","Urbano"
"sept-21","Spotify","59","Alex Rose, Rauw Alejandro","Me Fije","PR","Urbano"
"sept-21","Spotify","60","Boza","Ella","PA","Urbano"
"sept-21","Spotify","61","Bad Bunny","A Tu Merced","PR","Urbano"
"sept-21","Spotify","62","NATTI NATASHA, Becky G","Ram Pam Pam","DO, US","Urbano"
"sept-21","Spotify","63","Sech","PSL","PA","Urbano"
"sept-21","Spotify","64","JHAYCO, Skrillex","En Mi Cuarto","PR, US","Urbano"
"sept-21","Spotify","65","Wisin, JHAYCO, Ozuna, Los Legendarios","Emojis de Corazones (feat. Los Legendarios)","PR, PR, PR, PR","Urbano"
"sept-21","Spotify","66","Elton John, Dua Lipa, PNAU","Cold Heart - PNAU Remix","GB, GB, AU","Pop"
"sept-21","Spotify","67","Bad Bunny","120","PR","Urbano"
"sept-21","Spotify","68","Galee Galee, Polimá Westcoast","Lo Malo","CL, CL","Urbano"
"sept-21","Spotify","69","Carlos Vives, Ricky Martin","Canción Bonita","CO, PR","Tropical/Latino"
"sept-21","Spotify","70","Ak4:20","Siempre Fine","CL","Urbano"
"sept-21","Spotify","71","Maluma","Hawái","CO","Urbano"
"sept-21","Spotify","72","Daddy Yankee, Myke Towers, JHAYCO","SÚBELE EL VOLUMEN","PR, PR, PR","Urbano"
"sept-21","Spotify","73","BANDIDO, Duki, Rei, Tiago PZK","No Me Conocen (Remix) [con DUKI, Rei & Tiago PZK]","JP, AR","Urbano"
"sept-21","Spotify","74","Ak4:20","Skyline","CL","Urbano"
"sept-21","Spotify","75","Tokischa, ROSALÍA","Linda","DO, ES","Urbano"
"sept-21","Spotify","76","Nicky Jam, JHAYCO","Magnum","PR, PR","Urbano"
"sept-21","Spotify","77","Rauw Alejandro","La Old Skul","PR","Urbano"
"sept-21","Spotify","78","Maluma, Beéle, Rauw Alejandro, Mambo Kingz, DJ Luian, Darell","Aloha","CO, CO, PR, PR, PR, PR","Urbano"
"sept-21","Spotify","79","Maria Becerra, Becky G","Wow Wow (feat. Becky G)","AR, US","Urbano"
"sept-21","Spotify","80","Doja Cat","Need to Know","US","Pop"
"sept-21","Spotify","81","Bad Bunny","TE MUDASTE","PR","Urbano"
"sept-21","Spotify","82","Bad Bunny","De Museo","PR","Urbano"
"sept-21","Spotify","83","Becky G, El Alfa","FULANITO","US, DO","Urbano"
"sept-21","Spotify","84","Bad Bunny, Daddy Yankee","La Santa","PR, PR","Urbano"
"sept-21","Spotify","85","Pablo Alborán","Saturno","ES","Pop"
"sept-21","Spotify","86","JC Reyes, Camin","34 Amor y Mafia","ES, ES","Urbano"
"sept-21","Spotify","87","Feid","SI TÚ SUPIERAS - Bonus Track","CO","Urbano"
"sept-21","Spotify","88","Marcianeke, yammir, Young Brooklyn, Victor La Voz, NicoClear","Chambee - Remix","CL","Urbano"
"sept-21","Spotify","89","KAROL G","200 COPAS","CO","Urbano"
"sept-21","Spotify","90","JHAYCO, Bad Bunny","CÓMO SE SIENTE - Remix","PR, PR","Urbano"
"sept-21","Spotify","91","Billie Eilish","Happier Than Ever","US","Pop"
"sept-21","Spotify","92","Cris Mj, Marcianeke","Te Fuiste Con Otro","CL, CL","Urbano"
"sept-21","Spotify","93","Ozuna, J Balvin, Chencho Corleone","Una Locura","PR, CO, PR","Urbano"
"sept-21","Spotify","94","Olivia Rodrigo","traitor","US","Pop"
"sept-21","Spotify","95","Dua Lipa","Don't Start Now","GB","Pop"
"sept-21","Spotify","96","LISA","MONEY","JP","Pop"
"sept-21","Spotify","97","J Balvin, Dua Lipa, Bad Bunny, Tainy","UN DIA (ONE DAY)","CO, GB, PR, PR","Urbano"
"sept-21","Spotify","98","Dua Lipa, DaBaby","Levitating (feat. DaBaby)","GB, US","Pop"
"sept-21","Spotify","99","Jc La Nevula, Atomic Otro Way","Búscate Otro","RD,RD","Urbano"
"sept-21","Spotify","100","Tunechikidd, Pablo Chill-E, Marcianeke, Cris Mj, Vishoko, Galee Galee, Airlaps","Me Tienen Envidia - Remix","CL, CL, CL, CL","Urbano"
"oct-21","Spotify","1","Tainy, Bad Bunny, Julieta Venegas","Lo Siento BB:/ (with Bad Bunny & Julieta Venegas)","PR, PR, MX","Urbano"
"oct-21","Spotify","2","JHAYCO, Anuel AA","Ley Seca","PR, PR","Urbano"
"oct-21","Spotify","3","Aventura, Bad Bunny","Volví","US, PR","Tropical/Latino"
"oct-21","Spotify","4","Bad Bunny","Yonaguni","PR","Urbano"
"oct-21","Spotify","5","Rvssian, Rauw Alejandro, Chris Brown","Nostálgico","JM, PR, US","Urbano"
"oct-21","Spotify","6","Pailita, Marcianeke","Dimelo Ma","CL","Urbano"
"oct-21","Spotify","7","Polimá Westcoast, Pablo Chill-E, Arón Piper","Cu4tro","CL, CL","Urbano"
"oct-21","Spotify","8","Farruko","Pepas","PR","Urbano"
"oct-21","Spotify","9","Mora, Bad Bunny, Sech","Volando - Remix","SE, PR, PA","Urbano"
"oct-21","Spotify","10","Harry Nach, Marcianeke","¿Por Qué Te Enojái?","CL","Urbano"
"oct-21","Spotify","11","J Balvin, Sech","Una Nota","CO, PA","Urbano"
"oct-21","Spotify","12","Myke Towers","ALMAS GEMELAS","PR","Urbano"
"oct-21","Spotify","13","Nio Garcia, J Balvin, Bad Bunny","AM Remix","PR, CO, PR","Urbano"
"oct-21","Spotify","14","Tiago PZK, LIT killah","Entre Nosotros","AR","Urbano"
"oct-21","Spotify","15","CKay, Dj Yo!, AX'EL","love nwantiti (feat. Dj Yo! & AX'EL) - Remix","NG, MU","Tropical/Latino"
"oct-21","Spotify","16","J Balvin, Maria Becerra","Qué Más Pues?","CO, AR","Urbano"
"oct-21","Spotify","17","Maluma","Sobrio","CO","Urbano"
"oct-21","Spotify","18","Arte Elegante, Marcianeke","En las Malas y Buenas","CL","Urbano"
"oct-21","Spotify","19","KAROL G","SEJODIOTO","CO","Urbano"
"oct-21","Spotify","20","Camilo, Evaluna Montaner","Índigo","ES, VE","Tropical/Latino"
"oct-21","Spotify","21","Sech, JHAYCO","911 (Remix)","PA, PR","Urbano"
"oct-21","Spotify","22","ITHAN NY, Marcianeke","Las Naik","CL, CL","Urbano"
"oct-21","Spotify","23","Ingratax","París","MX","Urbano"
"oct-21","Spotify","24","Rauw Alejandro","Cúrame","PR","Urbano"
"oct-21","Spotify","25","Galee Galee, Harry Nach, Pablo Chill-E","Big Cut","CL, CL","Urbano"
"oct-21","Spotify","26","Marcianeke","No Se Piken","CL","Urbano"
"oct-21","Spotify","27","Rauw Alejandro","Todo De Ti","PR","Urbano"
"oct-21","Spotify","28","TINI, Maria Becerra","Miénteme","AR, AR","Pop"
"oct-21","Spotify","29","Rauw Alejandro","Sexo Virtual","PR","Urbano"
"oct-21","Spotify","30","Elton John, Dua Lipa, PNAU","Cold Heart - PNAU Remix","GB, GB, AU","Urbano"
"oct-21","Spotify","31","Balbi El Chamako, Marcianeke, El BAI","Ponle","CL, CL, CL","Urbano"
"oct-21","Spotify","32","Adele","Easy On Me","GB","Pop"
"oct-21","Spotify","33","Marcianeke, Cris Mj","Tussi Code Mari","CL, CL","Urbano"
"oct-21","Spotify","34","Bad Bunny, JHAYCO","DÁKITI","PR, PR","Urbano"
"oct-21","Spotify","35","Wisin, JHAYCO, Anuel AA, Los Legendarios, Myke Towers","Fiel - Remix","PR, PR, PR, PR, PR","Urbano"
"oct-21","Spotify","36","Drago200, Ak4:20","TOTA","CL","Urbano"
"oct-21","Spotify","37","Sebastian Yatra, Myke Towers","Pareja Del Año","CO, PR","Urbano"
"oct-21","Spotify","38","Farruko, Victor Cardenas, Dj Adoni","El Incomprendido","PR, CO","Urbano"
"oct-21","Spotify","39","Bad Bunny","120","PR","Urbano"
"oct-21","Spotify","40","LISA","MONEY","JP","Pop"
"oct-21","Spotify","41","Jossef, Jamby El Favo, Eix","Persia - Remix","PR","Urbano"
"oct-21","Spotify","42","Trueno","FEEL ME??","AR","Urbano"
"oct-21","Spotify","43","Mora, JHAYCO","512","SE, PR","Urbano"
"oct-21","Spotify","44","Randy, Ape Drums","23 (With Ape Drums)","US, US","Urbano"
"oct-21","Spotify","45","J Balvin, KAROL G, Nicky Jam, Crissin, Totoy El Frio, Natan & Shander","Poblado - Remix","CO, CO, PR, CO, CO, BE","Urbano"
"oct-21","Spotify","46","Marc Seguí, Rauw Alejandro, Pol Granch","Tiroteo - Remix","ES, PR, ES","Urbano"
"oct-21","Spotify","47","J Balvin, Skrillex","In Da Getto","CO, US","Urbano"
"oct-21","Spotify","48","Justin Quiles, Chimbala, Zion & Lennox","Loco","PR, DO, US","Urbano"
"oct-21","Spotify","49","Wisin, JHAYCO, Ozuna, Los Legendarios","Emojis de Corazones (feat. Los Legendarios)","PR, PR, PR, PR","Urbano"
"oct-21","Spotify","50","The Kid LAROI, Justin Bieber","STAY (with Justin Bieber)","AU, CA","Pop"
"oct-21","Spotify","51","Duki, Justin Quiles, Bizarrap","Unfollow","PR, AR","Urbano"
"oct-21","Spotify","52","Rauw Alejandro","La Old Skul","PR","Urbano"
"oct-21","Spotify","53","Rauw Alejandro, Mr. Naisgai","2/Catorce","PR","Urbano"
"oct-21","Spotify","54","Tiësto, KAROL G","Don't Be Shy","NL, CO","Electrónica"
"oct-21","Spotify","55","Tiago PZK, Trueno","Salimo de Noche","AR, AR","Urbano"
"oct-21","Spotify","56","Justin Quiles, Maluma","La Botella","PR, CO","Urbano"
"oct-21","Spotify","57","Arcángel, Jay Wheeler, Miky Woodz","Si Te Veo","PR, PR, PR","Urbano"
"oct-21","Spotify","58","Lil Nas X, Jack Harlow","INDUSTRY BABY (feat. Jack Harlow)","US, US","Pop"
"oct-21","Spotify","59","Cris Mj","Locura y Maldad","CL","Urbano"
"oct-21","Spotify","60","Justin Quiles","Colorín Colorado","PR","Urbano"
"oct-21","Spotify","61","JC Reyes, Camin","34 Amor y Mafia","ES, ES","Urbano"
"oct-21","Spotify","62","Paloma Mami","Cosas De La Vida","US","Urbano"
"oct-21","Spotify","63","Doja Cat","Woman","US","Pop"
"oct-21","Spotify","64","Jay Wheeler, DJ Nelson, Myke Towers","La Curiosidad","PR, PR, PR","Urbano"
"oct-21","Spotify","65","Bad Bunny","A Tu Merced","PR","Urbano"
"oct-21","Spotify","66","KAROL G, Mariah Angeliq","EL MAKINON","CO, US","Urbano"
"oct-21","Spotify","67","Balbi El Chamako, Jairo Vera, Malito Malozo, El Maniako The Boost, Drakomafia","Pasame la Botella - Remix","CL","Urbano"
"oct-21","Spotify","68","Myke Towers, Juhn","Bandido","PR, PR","Urbano"
"oct-21","Spotify","69","Tokischa, ROSALÍA","Linda","DO, ES","Urbano"
"oct-21","Spotify","70","Bad Bunny, ROSALÍA","LA NOCHE DE ANOCHE","PR, ES","Urbano"
"oct-21","Spotify","71","Måneskin","Beggin'","IT","Pop"
"oct-21","Spotify","72","Oliver Tree","Life Goes On","US","Pop"
"oct-21","Spotify","73","Coldplay, BTS","My Universe","GB, KR","Pop"
"oct-21","Spotify","74","JHAYCO","Dile (Homenaje)","PR","Urbano"
"oct-21","Spotify","75","Doja Cat","Need to Know","US","Pop"
"oct-21","Spotify","76","NATTI NATASHA, Becky G","Ram Pam Pam","DO, US","Urbano"
"oct-21","Spotify","77","Sech, Daddy Yankee, J Balvin","Sal y Perrea - Remix","PA, PR, CO","Urbano"
"oct-21","Spotify","78","Los Legendarios, Wisin, JHAYCO","Fiel","PR, PR, PR","Urbano"
"oct-21","Spotify","79","Alex Rose, Rauw Alejandro","Me Fije","PR","Urbano"
"oct-21","Spotify","80","Bad Bunny, Daddy Yankee","La Santa","PR, PR","Urbano"
"oct-21","Spotify","81","Dua Lipa","Don't Start Now","GB","Pop"
"oct-21","Spotify","82","Marcianeke","Que Sera","CL","Urbano"
"oct-21","Spotify","83","Sech","Sal y Perrea","PA","Urbano"
"oct-21","Spotify","84","Carlos Vives, Ricky Martin","Canción Bonita","CO, PR","Tropical/Latino"
"oct-21","Spotify","85","Fuego, Manuel Turizo, Duki","Una Vaina Loca","US, CO","Urbano"
"oct-21","Spotify","86","Ak4:20","Skyline","CL","Urbano"
"oct-21","Spotify","87","Maluma","Hawái","CO","Urbano"
"oct-21","Spotify","88","Ak4:20","Siempre Fine","CL","Urbano"
"oct-21","Spotify","89","JHAYCO, Bad Bunny","CÓMO SE SIENTE - Remix","PR, PR","Urbano"
"oct-21","Spotify","90","Olivia Rodrigo","traitor","US","Pop"
"oct-21","Spotify","91","Pablo Alborán","Saturno","ES","Pop"
"oct-21","Spotify","92","Cris Mj, Marcianeke","Te Fuiste Con Otro","CL, CL","Urbano"
"oct-21","Spotify","93","BANDIDO, Duki, Rei, Tiago PZK","No Me Conocen (Remix) [con DUKI, Rei & Tiago PZK]","JP, AR","Urbano"
"oct-21","Spotify","94","Dua Lipa, DaBaby","Levitating (feat. DaBaby)","GB, US","Pop"
"oct-21","Spotify","95","JHAYCO, Skrillex","En Mi Cuarto","PR, US","Urbano"
"oct-21","Spotify","96","Boza","Ella","PA","Urbano"
"oct-21","Spotify","97","Bad Bunny","TE MUDASTE","PR","Urbano"
"oct-21","Spotify","98","Ozuna, J Balvin, Chencho Corleone","Una Locura","PR, CO, PR","Urbano"
"oct-21","Spotify","99","The Weeknd","Blinding Lights","CA","Pop"
"oct-21","Spotify","100","Luar La L","Caile","PR","Urbano"
"nov-21","Spotify","1","Cris Mj, Marcianeke, Simon la Letra, Stars Music Chile","Los Malvekes","CL, CL","Urbano"
"nov-21","Spotify","2","Tainy, Bad Bunny, Julieta Venegas","Lo Siento BB:/ (with Bad Bunny & Julieta Venegas)","PR, PR, MX","Urbano"
"nov-21","Spotify","3","Marcianeke","Qué Pasa?","CL","Urbano"
"nov-21","Spotify","4","JHAYCO, Anuel AA","Ley Seca","PR, PR","Urbano"
"nov-21","Spotify","5","Blessd, Justin Quiles, Lenny Tavárez","Medallo","CO, PR, PR","Urbano"
"nov-21","Spotify","6","Aventura, Bad Bunny","Volví","US, PR","Tropical/Latino"
"nov-21","Spotify","7","Bad Bunny","Yonaguni","PR","Urbano"
"nov-21","Spotify","8","Rvssian, Rauw Alejandro, Chris Brown","Nostálgico","JM, PR, US","Urbano"
"nov-21","Spotify","9","Pailita, Marcianeke","Dimelo Ma","CL","Urbano"
"nov-21","Spotify","10","Harry Nach, Marcianeke","¿Por Qué Te Enojái?","CL","Urbano"
"nov-21","Spotify","11","Anuel AA, Myke Towers, JHAYCO","Súbelo","PR, PR, PR","Urbano"
"nov-21","Spotify","12","Randy, Ape Drums","23 (With Ape Drums)","US, US","Urbano"
"nov-21","Spotify","13","Farruko","Pepas","PR","Urbano"
"nov-21","Spotify","14","ITHAN NY, Marcianeke","Las Naik","CL, CL","Urbano"
"nov-21","Spotify","15","Elton John, Dua Lipa, PNAU","Cold Heart - PNAU Remix","GB, GB, AU","Pop"
"nov-21","Spotify","16","Mora, Bad Bunny, Sech","Volando - Remix","SE, PR, PA","Urbano"
"nov-21","Spotify","17","Tiago PZK, Trueno","Salimo de Noche","AR, AR","Urbano"
"nov-21","Spotify","18","Polimá Westcoast, Pablo Chill-E, Arón Piper","Cu4tro","CL, CL","Urbano"
"nov-21","Spotify","19","Arte Elegante, Marcianeke","En las Malas y Buenas","CL","Urbano"
"nov-21","Spotify","20","Cris Mj","Locura y Maldad","CL","Urbano"
"nov-21","Spotify","21","Myke Towers","ALMAS GEMELAS","PR","Urbano"
"nov-21","Spotify","22","J Balvin, Sech","Una Nota","CO, PA","Urbano"
"nov-21","Spotify","23","CKay, Dj Yo!, AX'EL","love nwantiti (feat. Dj Yo! & AX'EL) - Remix","NG, MU","Tropical/Latino"
"nov-21","Spotify","24","Maluma","Sobrio","CO","Urbano"
"nov-21","Spotify","25","Tiago PZK, LIT killah","Entre Nosotros","AR","Urbano"
"nov-21","Spotify","26","Imagine Dragons, JID, Arcane, League of Legends","Enemy (with JID) - from the series Arcane League of Legends","US, US, GB","Pop"
"nov-21","Spotify","27","Wisin, JHAYCO, Ozuna, Los Legendarios","Emojis de Corazones (feat. Los Legendarios)","PR, PR, PR, PR","Urbano"
"nov-21","Spotify","28","Rauw Alejandro","Cúrame","PR","Urbano"
"nov-21","Spotify","29","Anuel AA","Dictadura","PR","Urbano"
"nov-21","Spotify","30","Rauw Alejandro","Sexo Virtual","PR","Urbano"
"nov-21","Spotify","31","Bad Bunny, JHAYCO","DÁKITI","PR, PR","Urbano"
"nov-21","Spotify","32","J Balvin, Maria Becerra","Qué Más Pues?","CO, AR","Urbano"
"nov-21","Spotify","33","Farruko, Victor Cardenas, Dj Adoni","El Incomprendido","PR, CO","Urbano"
"nov-21","Spotify","34","Rauw Alejandro","Todo De Ti","PR","Urbano"
"nov-21","Spotify","35","Adele","Easy On Me","GB","Pop"
