rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:2tTmW7RDtMQtBk7m2rYeSw","Bizarrap, Quevedo","Quevedo: Bzrp Music Sessions, Vol. 52","DALE PLAY Records",1,1,6,"4288824"
2,"spotify:track:2pR6bipXfJySBhje19SW02","Stars Music Chile, Cris Mj, Standly","Marisola","Virgin Music Chile",2,2,3,"3718526"
3,"spotify:track:6Sq7ltF9Qa7SNFBsV5Cogx","Bad Bunny, Chencho Corleone","Me Porto Bonito","Rimas Entertainment LLC",1,3,14,"2541253"
4,"spotify:track:5Eax0qFko2dh7Rl2lYs3bx","Bad Bunny","Efecto","Rimas Entertainment LLC",2,4,14,"2490427"
5,"spotify:track:6wtZPYBIXUvCpXwVjMCJBf","Polimá Westcoast, Feid, Pailita, Paloma Mami, De La Ghetto","ULTRA SOLO REMIX","Sony Music Entertainment Chile S.A",1,5,8,"2252200"
6,"spotify:track:5i9bTK3gXeVCvua3PH4nwv","Young Cister","LA TERAPIA","Sony Music Entertainment Chile S.A",2,6,6,"1988366"
7,"spotify:track:3k3NWokhRRkEPhCzPmV8TW","Bad Bunny, Bomba Estéreo","Ojitos Lindos","Rimas Entertainment LLC",1,7,14,"1901246"
8,"spotify:track:6Xom58OOXk2SoU711L2IXO","Bad Bunny","Moscow Mule","Rimas Entertainment LLC",1,8,14,"1874575"
9,"spotify:track:1IHWl5LamUGEuP4ozKQSXZ","Bad Bunny","Tití Me Preguntó","Rimas Entertainment LLC",6,9,14,"1829452"
10,"spotify:track:5ildQOEKmJuWGl2vRkFdYc","ROSALÍA","DESPECHÁ","Columbia",10,13,2,"1686002"
11,"spotify:track:40w8JmvwYUP2HUiXPxjy99","Ak4:20, Pailita, Cris Mj","Me Arrepentí","Ak4:20",1,10,20,"1507076"
12,"spotify:track:5ww2BF9slyYgNOk37BlC4u","Manuel Turizo","La Bachata","Sony Music Latin/La Industria",12,20,7,"1419100"
13,"spotify:track:6DoL1yYIwEW7VZMRaJhoJI","Chris Jedi, Anuel AA, Chencho Corleone, Ñengo Flow","La Llevo Al Cielo (Ft. Ñengo Flow)","UMLE - Latino",10,11,12,"1385594"
14,"spotify:track:7dSZ6zGTQx66c2GF91xCrb","KAROL G","PROVENZA","BICHOTA RECORDS / INTERSCOPE RECORDS / UNIVERSAL MUSIC LATINO",8,12,16,"1358015"
15,"spotify:track:1O2pcBJGej0pmH2Y9XZMs6","Cris Mj","Una Noche en Medellín","Sonar LLC.",1,14,29,"1198027"
16,"spotify:track:41oY4WCTj5kccfesTVFnvN","Bad Bunny, JHAYCO","Tarot","Rimas Entertainment LLC",8,15,14,"1195978"
17,"spotify:track:1797zYiX4cKosMH836X9Gt","Bad Bunny, Tony Dize","La Corriente","Rimas Entertainment LLC",11,18,14,"1165733"
18,"spotify:track:4yG3Pgc8McT71M6jwRE9Hf","Standly","Panamera","Standly",18,21,17,"1162889"
19,"spotify:track:0OTNHGKcqQbk51bOYe462Y","Polimá Westcoast, Pailita","ULTRA SOLO","Sony Music Entertainment Chile S.A",1,17,26,"1142122"
20,"spotify:track:01EzG8Qg7oQqYMTNV5YkOW","Julianno Sosa, King Savagge","Cochinae","Sosa Mafia Records",3,16,16,"1136295"
21,"spotify:track:1FwZHWFat13A1XookoEtI3","Martinwhite, Erreflexx","V16","2022 Martinwhite",21,49,3,"1107767"
22,"spotify:track:0HsI8dYRVnVGpzppNThv1e","Sayian Jimmy, Standly, Yishark, Nysix Music, Tobal Mj, Benji La Maldita Escritura De Oro","Flotao","sayian jimmy",22,26,15,"1083847"
23,"spotify:track:6QxjQa0Kdf7a1oRrGCQqEX","Brytiago, Polimá Westcoast","S.O.S.","Business Music, bajo licencia exclusiva a ONErpm",23,27,2,"1067848"
24,"spotify:track:2rurDawMfoKP4uHyb2kJBt","Shakira, Rauw Alejandro","Te Felicito","Sony Music Latin",10,19,16,"1063993"
25,"spotify:track:0kRJ3rwE3rTDJGnGO4HmoD","El Jordan 23, Standly","Bailando","Rimas Entertainment México S.A. de C.V",3,23,26,"1034530"
26,"spotify:track:4nwwtB3VG12feSnOGv9Ogc","Standly, Yilberking","Tequila y Limón","Standly",25,30,5,"1027773"
27,"spotify:track:4tYFy8ALRjIZvnvSLw5lxN","Bad Bunny, Rauw Alejandro","Party","Rimas Entertainment LLC",7,22,14,"990057"
28,"spotify:track:5oIDyDmPYEzEOBIcZqfJ4C","Nickoog Clk, Standly","Que Se Hace","Nickoog CLK under exclusive license to UnitedMasters LLC",21,29,10,"971142"
29,"spotify:track:2kEuOngY5Td8iGxnzl8vPr","Polimá Westcoast, Young Cister, Cris Mj","SEXTIME","Sony Music Entertainment Chile S.A",6,25,19,"932146"
30,"spotify:track:4lLl2TEcaKFcP6m9Xzx3rI","Pailita, Cris Mj, Big Cvyu","Dime Tú","2024 Rimas Entertainment México S.A. de C.V",4,28,26,"923176"
31,"spotify:track:2bbwjxA68m9PHZFWgF1fze","Duki","GIVENCHY","DALE PLAY Records / SSJ Records",13,24,4,"873965"
32,"spotify:track:2z9YkcLojiOE7Eu2p9lPZR","Feid","Normal","UMLE - Latino",22,36,5,"871186"
33,"spotify:track:2qrEyFnx2XaKmMFtLZ00xg","Pailita, Big Cvyu","Na Na Na","2022 Rimas Entertainment México S.A. de C.V",26,31,4,"862843"
34,"spotify:track:5CzixCxDkRXX9mScCmah8O","Bad Bunny","Un Ratito","Rimas Entertainment LLC",9,32,14,"860798"
35,"spotify:track:02jLfqc9gMo8PkHEGHY3OT","Feid","Si Te La Encuentras Por Ahí","UMLE - Latino",35,-1,1,"849624"
36,"spotify:track:2wobyrg2plnNYY9Qy8ZPBK","Gino Mella, King Savagge, Best","TAY PAPO","WM Chile",36,41,7,"840800"
37,"spotify:track:6mmPpaltUZK7xjNlBPQQ0p","Rauw Alejandro, Chencho Corleone","Desesperados","Sony Music Latin/Duars Entertainment",2,33,35,"831197"
38,"spotify:track:1sDvWQbVj3anRUpONsubM9","King Savagge, L-Gante, El Jordan 23, Cris Mj, Marcianeke, Drakomafia","Pantano - Remix","King savagge",35,35,2,"821633"
39,"spotify:track:1otBTx2rWzwH0UsvyxLAfy","Cris Mj","Paz Mental","Sonar LLC.",6,34,9,"817243"
40,"spotify:track:5jt25aFjW2kNoBqaEVaz5W","Mora, Feid","LA INOCENTE","Rimas Entertainment LLC",28,37,19,"800416"
41,"spotify:track:5lRF8YZjaXMjy6R5fDSDZN","El Jordan 23, Big Cvyu","Si Sako La 40","Rimas Entertainment México S.A. de C.V",22,38,11,"741334"
42,"spotify:track:3fjN3y5x4hN53rykAN2LHQ","Rels B","cómo dormiste?","DALE PLAY Records / Flakk Team",42,-1,1,"732560"
43,"spotify:track:2k7S3I1y0pYfkxeFSgkuBa","Nickoog Clk","En El Jacuzzi","Nickoog CLK under exclusive license to UnitedMasters LLC",8,50,18,"722936"
44,"spotify:track:4Dvkj6JhhA12EX05fT7y2e","Harry Styles","As It Was","Columbia",11,44,19,"702660"
45,"spotify:track:7FlQk2gJ6TBrHHiidvdR2O","Becky G, KAROL G","MAMIII","Kemosabe Records/RCA Records/Sony Music Latin",2,40,26,"688158"
46,"spotify:track:1dm6z1fWB0cErMszU25dy2","Bad Bunny","Después de la Playa","Rimas Entertainment LLC",10,43,14,"687113"
47,"spotify:track:27toenwtHpZ7fn0QjehRl2","El Jordan 23, Big Cvyu","Noche Loca","Rimas Entertainment México S.A. de C.V",25,42,15,"676934"
48,"spotify:track:4gzsuuZypVbxs0Af1LSZyB","Tainy, Bad Bunny, Julieta Venegas","Lo Siento BB:/ (with Bad Bunny & Julieta Venegas)","Neon16",1,47,45,"667658"
49,"spotify:track:4o5DgFbeHH6kG84MrP85Ly","Gino Mella, Balbi El Chamako, El Futuro Fuera De Orbita, Lleflight, Best","Olvidona (feat. Lleflight, Best)","WM Chile",49,53,2,"664633"
50,"spotify:track:2vZS65RIoFXGF4FpWqpMIR","Pailita, El Casti","Par de Veces","2022 Rimas Entertainment México S.A. de C.V",9,46,19,"659292"
51,"spotify:track:3E8xyYdIPpiH2wNEozE68I","Standly","Pégate","Standly",1,39,32,"642696"
52,"spotify:track:4hceSKjrkDTO0nMKFcb3sj","Bizarrap, Villano Antillano","Villano Antillano: Bzrp Music Sessions, Vol. 51","DALE PLAY Records",40,45,9,"619091"
53,"spotify:track:48AJSd42lXpicsGqcgopof","Daddy Yankee, Bad Bunny","X ÚLTIMA VEZ","Republic Records",5,51,20,"591896"
54,"spotify:track:1Zjdt705TM2Hr26YDKgnyc","El Jordan 23","Anti Rana","jordan 23",7,48,29,"582901"
55,"spotify:track:31i56LZnwE6uSu3exoHjtB","Bad Bunny","Neverita","Rimas Entertainment LLC",18,52,14,"576131"
56,"spotify:track:6VrQTLzzuyGIYjUDe4kAZk","Bad Bunny","Un Coco","Rimas Entertainment LLC",23,58,14,"546275"
57,"spotify:track:5prjQ7QCWQXH84EUwIckgB","Pailita, Nio Garcia","Yo Quiero","2022 Rimas Entertainment México S.A. de C.V",23,57,14,"540779"
58,"spotify:track:44XjoNvtwevktFKjvVe1vH","Bad Bunny, Buscabulla","Andrea","Rimas Entertainment LLC",27,55,14,"527065"
59,"spotify:track:3AmapHSIVmvhxdOsp9IjMs","Tunechikidd, Pailita, Marcianeke, Nickoog Clk, Criss J.","Sin Miedo","Multiverso Music",37,56,7,"526861"
60,"spotify:track:0YRgRpM2bdmQEkiI8bWDBA","Standly","Bailemos Reggaeton","Standly",21,60,20,"526723"
61,"spotify:track:75FEaRjZTKLhTrFGsfMUXR","Kate Bush","Running Up That Hill (A Deal With God)","Fish People",26,54,11,"517755"
62,"spotify:track:7GXTxO3A5c5NfblodP5FuG","El Jordan 23, Pipo Beatz","Ando","Rimas Entertainment México S.A. de C.V",40,59,24,"503534"
63,"spotify:track:28GCbKgjlVD9eDmasGbe0T","Bad Bunny","Me Fui de Vacaciones","Rimas Entertainment LLC",16,61,14,"486671"
64,"spotify:track:2Gq636OOGgxCTqEuzCZhsa","Bizarrap, Tiago PZK","Tiago PZK: Bzrp Music Sessions, Vol. 48","DALE PLAY Records",11,62,33,"486103"
65,"spotify:track:4srcMdbm2qzVG98tJajHxp","Alejo, Feid, ROBI","Pantysito","UMLE - Latino",18,65,21,"484481"
66,"spotify:track:4d4ZXH4dr5bYfgErHiZCX2","Bad Bunny","Dos Mil 16","Rimas Entertainment LLC",21,64,14,"480884"
67,"spotify:track:2JPLbjOn0wPCngEot2STUS","Bad Bunny","Yonaguni","Rimas Entertainment LLC",1,63,62,"477060"
68,"spotify:track:2dx4GBIrGZdgOpJW1H5hzg","Nickoog Clk","Callate Perro","Nickoog CLK under exclusive license to UnitedMasters LLC",68,-1,1,"459340"
69,"spotify:track:2uflssWlCaJ6CbTMOsUpNI","Bad Bunny","Aguacero","Rimas Entertainment LLC",25,67,14,"454674"
70,"spotify:track:6J8lLpZoRCmB5pTrnB5jpV","Standly, El Barto","Mi Gata","Standly",1,68,37,"451862"
71,"spotify:track:7gwT3HGL84vF7bgtwL1N88","Lasso","Ojos Marrones","Universal Music Mexico",65,69,7,"449575"
72,"spotify:track:5kVZxyMY1gfdCLiChsfjn1","Bad Bunny","Yo No Soy Celoso","Rimas Entertainment LLC",15,66,14,"449183"
73,"spotify:track:5yNlgsdQ7LsysOVhxYn5yk","Jairo Vera","Tarima","Jairo Vera",73,94,3,"448192"
74,"spotify:track:0yc0Cewx8JTFPjiOVLfzkS","Nickoog Clk, Pailita, Simon la Letra, Standly","Phillie y Botella (Remix)","Nickoog CLK under exclusive license to UnitedMasters LLC",17,70,25,"447984"
75,"spotify:track:3y0h34yThCG2qGO4vR0oi5","Cris Mj","Como Te Va","Sonar LLC.",13,72,24,"429109"
76,"spotify:track:0vHfVsEe6Ps0d8cZ9PGzSw","De La Ghetto, Rauw Alejandro","Loco Por Perrearte - Remix","Latin Nation Entertainment, LLC",76,81,10,"423754"
77,"spotify:track:0pSDNO7MU9P0RqCiol2gvD","Kaleb Di Masi, El Jordan 23, Omar Varela","Tengo Una Gata","Wapeo",77,-1,1,"417691"
78,"spotify:track:6i1g5ZRmJZAkDwBaUZ3f2i","Luar La L","Caile","Rimas Entertainment LLC.",66,-1,16,"408176"
79,"spotify:track:0fea68AdmYNygeTGI4RC18","J Balvin, Bad Bunny","LA CANCIÓN","Universal Music Latino / Rimas",5,84,163,"402592"
80,"spotify:track:60eTDDWVvw2QKXEeoQ4BjO","Balbi El Chamako, El BAI, Marcianeke, Pailita, Young Cister, Jairo Vera, Harry Nach, Forest, Julianno Sosa, Franco ""El Gorilla"", Cris Mj","Ponle - Remix","Balbi El Chamako",7,76,25,"401850"
81,"spotify:track:0hzC5kZ6qKZJ9ybyW75VV8","Chris Lebron, Jay Wheeler, Sech","Desde Mis Ojos - Remix","2022 SONAR",50,77,13,"400699"
82,"spotify:track:2dG8CDU9UBem2ReYcLafDt","Cris Mj","Locura y Maldad","Sonar LLC.",20,80,43,"396723"
83,"spotify:track:3gHAXAgFq66HuSmveJk8J5","Pailita","Más de una Vez","2022 Rimas Entertainment México S.A. de C.V",40,74,10,"395805"
84,"spotify:track:7d7aPD2oxuzjhOZnu4Dj23","NATTI NATASHA, Daddy Yankee, Wisin & Yandel","Mayor Que Usted","Pina Records",66,75,8,"390674"
85,"spotify:track:79HZAZNnOE97rb2hnI0XQr","Rauw Alejandro, Lyanno, Brray","LOKERA","Sony Music Latin/Duars Entertainment",85,91,2,"389547"
86,"spotify:track:30W8VKHrAZmHzObnwAoc1u","Mora, Sech","TUS LÁGRIMAS","Rimas Entertainment LLC",22,79,19,"383751"
87,"spotify:track:6JIC3hbC28JZKZ8AlAqX8h","Elton John, Dua Lipa, PNAU","Cold Heart - PNAU Remix","EMI",11,86,50,"382307"
88,"spotify:track:7DsotsIcNLWL4O9kwPtMu0","Cris Mj, Marcianeke, Simon la Letra, Stars Music Chile","Los Malvekes","Virgin Music Chile",1,73,41,"378126"
89,"spotify:track:2V1gkU11cDoJJHmDUYGbTG","Nickoog Clk","Por Ella","Nickoog CLK under exclusive license to UnitedMasters LLC",89,99,6,"377222"
90,"spotify:track:0wihfILRNOwE2156Shezc8","Bad Bunny","Agosto","Rimas Entertainment LLC",29,90,14,"376812"
91,"spotify:track:5fhcuVxuBWfgNXGuyAtLmr","Piso 21, Manuel Turizo","Los Cachos","WM Mexico",91,109,4,"372389"
92,"spotify:track:18HOjcvTVV7W8YzBuOsAPS","Bad Bunny","Un Verano Sin Ti","Rimas Entertainment LLC",20,83,14,"371857"
93,"spotify:track:4r9jkMEnArtWGH2rL2FZl0","Bad Bunny","A Tu Merced","Rimas Entertainment LLC",10,78,128,"371564"
94,"spotify:track:5YhEoEA8OdwNYiFIBPh6nt","Pailita, Big Cvyu","Hooka","2021 Rimas Entertainment Mexico. S.A de C.V",41,98,34,"367865"
95,"spotify:track:5gflgO9EPbIBf16n5TKnQS","Zion & Lennox","Yo Voy (feat. Daddy Yankee)","Baby Records Inc",48,82,25,"365956"
96,"spotify:track:0E0DRHf5PfMeor0ZCwB3oT","Bad Bunny, The Marías","Otro Atardecer","Rimas Entertainment LLC",28,89,14,"365345"
97,"spotify:track:6isOeYaK0Pdfk1NWnpu2hF","El Jordan 23, Endo","Los Dueños Del Malianteo","Rimas Entertainment México S.A. de C.V",36,85,8,"363966"
98,"spotify:track:6ipzb1kHhWIxp1tS0vwqPl","Feid","Ferxxo 100","Universal Music Latino",65,110,10,"363621"
99,"spotify:track:3XjN0mvFkQp1FMVM9Ro5hm","Daddy Yankee","RUMBATÓN","Republic Records",9,93,20,"361911"
