Fecha;Medio;Posición;Artista;Canción;Género;Nacionalidad
ene-23;Spotify;#¿NOMBRE?;Young Cister, Polimá Westcoast;SAMURAI;;
ene-23;Spotify;#¿NOMBRE?;Santaferia, Grupo Zúmbale Primo;Que Te Vaya Bien;;
ene-23;Spotify;#¿NOMBRE?;Jairo Vera;Tarima;;
ene-23;Spotify;#¿NOMBRE?;Martinwhite, Erreflexx;V16;;
ene-23;Spotify;#¿NOMBRE?;Myke Towers, Daddy Yankee;ULALA (OOH LA LA);;
ene-23;Spotify;#¿NOMBRE?;Fayer Music, Jere Klein, King Savage;Hielo;;
ene-23;Spotify;#¿NOMBRE?;JHAYCO, Feid, Sech;En La De Ella;;
ene-23;Spotify;#¿NOMBRE?;Bad Bunny, Tony Dize;La Corriente;;
ene-23;Spotify;#¿NOMBRE?;Feid;Ferxxo 100;;
ene-23;Spotify;#¿NOMBRE?;Luar La L;Caile;;
ene-23;Spotify;#¿NOMBRE?;Rema, Selena Gomez;Calm Down (with Selena Gomez);;
ene-23;Spotify;#¿NOMBRE?;Don Omar;Dile;;
ene-23;Spotify;#¿NOMBRE?;Bad Bunny;Yonaguni;;
ene-23;Spotify;#¿NOMBRE?;Gino Mella, Jairo Vera;Mujeriego;;
ene-23;Spotify;#¿NOMBRE?;Young Cister, Nicki Nicole, Alvaro Diaz;LA TERAPIA REMIX;;
ene-23;Spotify;#¿NOMBRE?;Bellakath;Gatita;;
ene-23;Spotify;#¿NOMBRE?;SZA;Kill Bill;;
ene-23;Spotify;#¿NOMBRE?;El BAI, Cris Mj, SowlBeatz;Pensándote;;
ene-23;Spotify;#¿NOMBRE?;Standly;Pégate;;
ene-23;Spotify;#¿NOMBRE?;Polimá Westcoast, Pailita;ULTRA SOLO;;
ene-23;Spotify;#¿NOMBRE?;El Jordan 23, Standly;Bailando;;
ene-23;Spotify;#¿NOMBRE?;Piso 21, Manuel Turizo;Los Cachos;;
ene-23;Spotify;#¿NOMBRE?;Quevedo, Omar Montes;DAME;;
ene-23;Spotify;#¿NOMBRE?;Morat;No Se Va;;
ene-23;Spotify;#¿NOMBRE?;Pailita, Cris Mj, Big Cvyu;Dime Tú;;
ene-23;Spotify;#¿NOMBRE?;Quevedo, Ovy On The Drums;SIN SEÑAL;;
ene-23;Spotify;#¿NOMBRE?;Rels B;cómo dormiste?;;
feb-23;Spotify;#¿NOMBRE?;Yandel, Feid;Yandel 150;;
feb-23;Spotify;#¿NOMBRE?;King Savagge, Jere Klein;2 Hielos;;
feb-23;Spotify;#¿NOMBRE?;KAROL G, Romeo Santos;X SI VOLVEMOS;;
feb-23;Spotify;#¿NOMBRE?;Ozuna, Feid;Hey Mor;;
feb-23;Spotify;#¿NOMBRE?;Bizarrap, Shakira;Shakira: Bzrp Music Sessions, Vol. 53;;
feb-23;Spotify;#¿NOMBRE?;Pailita, Cris Mj, Young Cister;Llámame Bebé;;
feb-23;Spotify;#¿NOMBRE?;Manuel Turizo;La Bachata;;
feb-23;Spotify;#¿NOMBRE?;Feid;Feliz Cumpleaños Ferxxo;;
feb-23;Spotify;#¿NOMBRE?;Jere Klein, ITHAN NY;Los Diablotes;;
feb-23;Spotify;#¿NOMBRE?;Jere Klein, Lucky Brown;Mandame Tu Ubi;;
feb-23;Spotify;#¿NOMBRE?;Marcianeke, Jere Klein, Gold Music;Muñeca;;
feb-23;Spotify;#¿NOMBRE?;Jairo Vera, Best;Con Puras de 25;;
feb-23;Spotify;#¿NOMBRE?;KAROL G, Ovy On The Drums;CAIRO;;
feb-23;Spotify;#¿NOMBRE?;Cris Mj, Duki, Nicki Nicole, Standly, Stars Music Chile;Marisola - Remix;;
feb-23;Spotify;#¿NOMBRE?;Arcángel, Bad Bunny;La Jumpa;;
feb-23;Spotify;#¿NOMBRE?;Feid;CHORRITO PA LAS ANIMAS;;
feb-23;Spotify;#¿NOMBRE?;Harry Nach, Cris Mj, Pablo Chill-E, Polimá Westcoast, Aqua VS, Tom fomt, Kreamly, Nikxz;LOKOTRON REMIX;;
feb-23;Spotify;#¿NOMBRE?;Balbi El Chamako, Jere Klein;Ese Corte;;
feb-23;Spotify;#¿NOMBRE?;Quevedo;PUNTO G;;
feb-23;Spotify;#¿NOMBRE?;Jairo Vera, Nickoog Clk, Gino Mella, Balbi El Chamako, Bayron Fire, Bayriton, Tommy Boysen, Gringuitos Records, El Rey;Te Extraño a Lo Vio (feat. Balbi El Chamako, Bayron Fire, Bayriton, Tommy Boysen, Gringuitos Records, El Rey) - Remix;;
feb-23;Spotify;#¿NOMBRE?;Feid;Normal;;
feb-23;Spotify;#¿NOMBRE?;Ñengo Flow, Bad Bunny;Gato de Noche;;
feb-23;Spotify;#¿NOMBRE?;Jairo Vera, Balbi El Chamako, Nickoog Clk, El Rey, Gringuitos Records;Te Extraño a Lo Vio (feat. El Rey & Gringuitos Records);;
feb-23;Spotify;#¿NOMBRE?;Bizarrap, Quevedo;Quevedo: Bzrp Music Sessions, Vol. 52;;
feb-23;Spotify;#¿NOMBRE?;Pailita;Parcera;;
feb-23;Spotify;#¿NOMBRE?;Miley Cyrus;Flowers;;
feb-23;Spotify;#¿NOMBRE?;Jairo Vera;PA K TE ENAMORE;;
feb-23;Spotify;#¿NOMBRE?;Quevedo;VISTA AL MAR;;
feb-23;Spotify;#¿NOMBRE?;LiL CaKe, Migrantes, Nico Valdi;MERCHO;;
feb-23;Spotify;#¿NOMBRE?;KAROL G;PROVENZA;;
feb-23;Spotify;#¿NOMBRE?;Jairo Vera;Lealtad;;
feb-23;Spotify;#¿NOMBRE?;Bad Bunny, Chencho Corleone;Me Porto Bonito;;
feb-23;Spotify;#¿NOMBRE?;Cris Mj;Mi Facha;;
feb-23;Spotify;#¿NOMBRE?;King Savagge, Ak4:20, Paloma Mami;NOPALATELE;;
feb-23;Spotify;#¿NOMBRE?;Quevedo;WANDA;;
feb-23;Spotify;#¿NOMBRE?;Stars Music Chile, Cris Mj, Ak4:20;Salió De Noche;;
feb-23;Spotify;#¿NOMBRE?;Pailita, El Jordan 23, Noriel, Pablo Chill-E;Na Na Na - Remix;;
feb-23;Spotify;#¿NOMBRE?;Julianno Sosa, Young Cister;GANAS;;
feb-23;Spotify;#¿NOMBRE?;Young Cister, Taiko;DEBI LLEVARTE FLORES;;
feb-23;Spotify;#¿NOMBRE?;Bad Bunny, Bomba Estéreo;Ojitos Lindos;;
feb-23;Spotify;#¿NOMBRE?;Cris Mj, Pablo Chill-E;Como Tu Ninguna - Remix;;
feb-23;Spotify;#¿NOMBRE?;Bad Bunny;Efecto;;
feb-23;Spotify;#¿NOMBRE?;Mora, Feid;LA INOCENTE;;
feb-23;Spotify;#¿NOMBRE?;Feid, Ak4:20, Taiko;Malibu;;
feb-23;Spotify;#¿NOMBRE?;TINI;Cupido;;
feb-23;Spotify;#¿NOMBRE?;Yong Bryel, Jere Klein, El BAI;Los Rockstars;;
feb-23;Spotify;#¿NOMBRE?;Cris Mj;Una Noche en Medellín;;
feb-23;Spotify;#¿NOMBRE?;Becky G, KAROL G;MAMIII;;
feb-23;Spotify;#¿NOMBRE?;Jairo Vera, Darkiel, Gino Mella, Best, Bayriton;ADICTO (feat. Best, Bayriton);;
feb-23;Spotify;#¿NOMBRE?;Jere Klein;Ya No Pienso en Ti;;
feb-23;Spotify;#¿NOMBRE?;Polimá Westcoast, Feid, Pailita, Paloma Mami, De La Ghetto;ULTRA SOLO REMIX;;
feb-23;Spotify;#¿NOMBRE?;Rauw Alejandro, Lyanno, Brray;LOKERA;;
feb-23;Spotify;#¿NOMBRE?;Wisin & Yandel, ROSALÍA;Besos Moja2;;
feb-23;Spotify;#¿NOMBRE?;KAROL G, Maldy;GATÚBELA;;
feb-23;Spotify;#¿NOMBRE?;ITHAN NY, Tunechikidd, Nickoog Clk;TU DIABLO;;
feb-23;Spotify;#¿NOMBRE?;Stars Music Chile, Cris Mj, Standly;Marisola;;
feb-23;Spotify;#¿NOMBRE?;El Punto40, Marcianeke;Mini Mini;;
feb-23;Spotify;#¿NOMBRE?;Bad Bunny;Moscow Mule;;
feb-23;Spotify;#¿NOMBRE?;ROSALÍA;DESPECHÁ;;
feb-23;Spotify;#¿NOMBRE?;Rauw Alejandro, Daddy Yankee;PANTIES Y BRASIERES;;
feb-23;Spotify;#¿NOMBRE?;Bad Bunny;Tití Me Preguntó;;
feb-23;Spotify;#¿NOMBRE?;Gino Mella, Jairo Vera;Mujeriego;;
feb-23;Spotify;#¿NOMBRE?;Cris Mj, Ak4:20;Sin Seguro;;
feb-23;Spotify;#¿NOMBRE?;Bad Bunny;Neverita;;
feb-23;Spotify;#¿NOMBRE?;Harry Styles;As It Was;;
feb-23;Spotify;#¿NOMBRE?;Feid;Ferxxo 100;;
feb-23;Spotify;#¿NOMBRE?;Shakira, Ozuna;Monotonía;;
feb-23;Spotify;#¿NOMBRE?;Rauw Alejandro, Baby Rasta;PUNTO 40;;
feb-23;Spotify;#¿NOMBRE?;Cris Mj, Tiago PZK;Fiera;;
feb-23;Spotify;#¿NOMBRE?;TINI;La Triple T;;
feb-23;Spotify;#¿NOMBRE?;Quevedo, Myke Towers;PLAYA DEL INGLÉS;;
feb-23;Spotify;#¿NOMBRE?;TINI, La Joaqui, Steve Aoki;Muñecas;;
feb-23;Spotify;#¿NOMBRE?;Ak4:20, Pailita, Cris Mj;Me Arrepentí;;
feb-23;Spotify;#¿NOMBRE?;Polimá Westcoast, Quevedo, Mora;LACONE;;
feb-23;Spotify;#¿NOMBRE?;Rauw Alejandro, Chencho Corleone;Desesperados;;
feb-23;Spotify;#¿NOMBRE?;Cris Mj, Blessd;Gucci en Paris;;
feb-23;Spotify;#¿NOMBRE?;Young Cister;LA TERAPIA;;
feb-23;Spotify;#¿NOMBRE?;Santaferia, Grupo Zúmbale Primo;Que Te Vaya Bien;;
feb-23;Spotify;#¿NOMBRE?;Lucky Brown, Jairo Vera, Valdi;Kilo De Amigas;;
feb-23;Spotify;#¿NOMBRE?;Cris Mj, Fran C;Bellakera;;
feb-23;Spotify;#¿NOMBRE?;Paloma Mami, Pailita, El Jordan 23;SíNTOMAS DE SOLTERA;;
feb-23;Spotify;#¿NOMBRE?;Pablito Pesadilla, Polimá Westcoast, Nickoog Clk, Fran C;BABY OTAKU;;
feb-23;Spotify;#¿NOMBRE?;Jairo Vera;Tarima;;
feb-23;Spotify;#¿NOMBRE?;TINI, Maria Becerra;Miénteme;;
feb-23;Spotify;#¿NOMBRE?;Shakira, Rauw Alejandro;Te Felicito;;
feb-23;Spotify;#¿NOMBRE?;Duki;Si Me Sobrara el Tiempo;;
feb-23;Spotify;#¿NOMBRE?;Rels B;cómo dormiste?;;
feb-23;Spotify;#¿NOMBRE?;Myke Towers, Daddy Yankee;ULALA (OOH LA LA);;
feb-23;Spotify;#¿NOMBRE?;Daddy Yankee, Justin Quiles, Dalex;LA HORA Y EL DÍA;;
feb-23;Spotify;#¿NOMBRE?;KAROL G;200 COPAS;;
feb-23;Spotify;#¿NOMBRE?;Polimá Westcoast;TU ME QUIERES?;;
feb-23;Spotify;#¿NOMBRE?;KAROL G;BICHOTA;;
feb-23;Spotify;#¿NOMBRE?;Bad Bunny;Yonaguni;;
feb-23;Spotify;#¿NOMBRE?;Don Omar;Dile;;
feb-23;Spotify;#¿NOMBRE?;Martinwhite, Erreflexx;V16;;
feb-23;Spotify;#¿NOMBRE?;Standly;Panamera;;
feb-23;Spotify;#¿NOMBRE?;Pailita, Cris Mj, Big Cvyu;Dime Tú;;
feb-23;Spotify;#¿NOMBRE?;Gino Mella, Ak4:20, Best;REÑACA;;
feb-23;Spotify;#¿NOMBRE?;Nickoog Clk;Salimos Del Tarro;;
feb-23;Spotify;#¿NOMBRE?;Feid;Prohibidox;;
mar-23;Spotify;#¿NOMBRE?;KAROL G, Shakira;TQG;;
mar-23;Spotify;#¿NOMBRE?;Yandel, Feid;Yandel 150;;
mar-23;Spotify;#¿NOMBRE?;El Jordan 23, Big Cvyu;SHERATON;;
mar-23;Spotify;#¿NOMBRE?;Eladio Carrion, Bad Bunny;Coco Chanel;;
mar-23;Spotify;#¿NOMBRE?;KAROL G, Romeo Santos;X SI VOLVEMOS;;
mar-23;Spotify;#¿NOMBRE?;ROSALÍA, Rauw Alejandro;BESO;;
mar-23;Spotify;#¿NOMBRE?;Jere Klein, Fran C;Donde?;;
mar-23;Spotify;#¿NOMBRE?;Ozuna, Feid;Hey Mor;;
mar-23;Spotify;#¿NOMBRE?;Jairo Vera, Nickoog Clk, Gino Mella, Balbi El Chamako, Bayron Fire, Bayriton, Tommy Boysen, Gringuitos Records, El Rey;Te Extraño a Lo Vio (feat. Balbi El Chamako, Bayron Fire, Bayriton, Tommy Boysen, Gringuitos Records, El Rey) - Remix;;
mar-23;Spotify;#¿NOMBRE?;Gino Mella, Best;TE EXO DE MENOS :(;;
mar-23;Spotify;#¿NOMBRE?;Bizarrap, Arcángel;Arcángel: Bzrp Music Sessions, Vol. 54;;
mar-23;Spotify;#¿NOMBRE?;Feid;Feliz Cumpleaños Ferxxo;;
mar-23;Spotify;#¿NOMBRE?;KAROL G;MIENTRAS ME CURO DEL CORA;;
mar-23;Spotify;#¿NOMBRE?;Anuel AA, Mambo Kingz, DJ Luian;Mas Rica Que Ayer;;
mar-23;Spotify;#¿NOMBRE?;Jere Klein;Ya No Pienso en Ti;;
mar-23;Spotify;#¿NOMBRE?;TINI;Cupido;;
mar-23;Spotify;#¿NOMBRE?;Bizarrap, Shakira;Shakira: Bzrp Music Sessions, Vol. 53;;
mar-23;Spotify;#¿NOMBRE?;Manuel Turizo;La Bachata;;
mar-23;Spotify;#¿NOMBRE?;Milo j, Taiu;Rara Vez;;
mar-23;Spotify;#¿NOMBRE?;Marcianeke, Jere Klein, Gold Music;Muñeca;;
mar-23;Spotify;#¿NOMBRE?;Feid;CHORRITO PA LAS ANIMAS;;
mar-23;Spotify;#¿NOMBRE?;Feid;Normal;;
mar-23;Spotify;#¿NOMBRE?;Jairo Vera, Best;Con Puras de 25;;
mar-23;Spotify;#¿NOMBRE?;LiL CaKe, Migrantes, Nico Valdi;MERCHO;;
mar-23;Spotify;#¿NOMBRE?;Cris Mj, Duki, Nicki Nicole, Standly, Stars Music Chile;Marisola - Remix;;
mar-23;Spotify;#¿NOMBRE?;Jere Klein, ITHAN NY;Los Diablotes;;
mar-23;Spotify;#¿NOMBRE?;Pailita, Cris Mj, Young Cister;Llámame Bebé;;
mar-23;Spotify;#¿NOMBRE?;Jere Klein, Lucky Brown;Mandame Tu Ubi;;
mar-23;Spotify;#¿NOMBRE?;Jere Klein;Ram;;
mar-23;Spotify;#¿NOMBRE?;Feid;REMIX EXCLUSIVO;;
mar-23;Spotify;#¿NOMBRE?;Noriel, Pailita;Be Con Be;;
mar-23;Spotify;#¿NOMBRE?;Jairo Vera;PA K TE ENAMORE;;
mar-23;Spotify;#¿NOMBRE?;Arcángel, Bad Bunny;La Jumpa;;
mar-23;Spotify;#¿NOMBRE?;Quevedo;PUNTO G;;
mar-23;Spotify;#¿NOMBRE?;Balbi El Chamako, Jere Klein;Ese Corte;;
mar-23;Spotify;#¿NOMBRE?;KAROL G, Ovy On The Drums;CAIRO;;
mar-23;Spotify;#¿NOMBRE?;Jairo Vera;Lealtad;;
mar-23;Spotify;#¿NOMBRE?;Jere Klein;6.5;;
mar-23;Spotify;#¿NOMBRE?;KAROL G;PROVENZA;;
mar-23;Spotify;#¿NOMBRE?;Bizarrap, Quevedo;Quevedo: Bzrp Music Sessions, Vol. 52;;
mar-23;Spotify;#¿NOMBRE?;Yng Lvcas, Peso Pluma;La Bebe - Remix;;
mar-23;Spotify;#¿NOMBRE?;Lucky Brown, Jere Klein, Valdi;Vengo De La Brea;;
mar-23;Spotify;#¿NOMBRE?;Nickoog Clk, ITHAN NY, Lucky Brown, Izahn;Glocko;;
mar-23;Spotify;#¿NOMBRE?;Quevedo;VISTA AL MAR;;
mar-23;Spotify;#¿NOMBRE?;Ñengo Flow, Bad Bunny;Gato de Noche;;
mar-23;Spotify;#¿NOMBRE?;Eladio Carrion, Myke Towers;Si La Calle Llama - Remix;;
mar-23;Spotify;#¿NOMBRE?;Yong Bryel, Jere Klein, El BAI;Los Rockstars;;
mar-23;Spotify;#¿NOMBRE?;Harry Nach, Cris Mj, Pablo Chill-E, Polimá Westcoast, Aqua VS, Tom fomt, Kreamly, Nikxz;LOKOTRON REMIX;;
mar-23;Spotify;#¿NOMBRE?;Quevedo;WANDA;;
mar-23;Spotify;#¿NOMBRE?;Bad Bunny, Chencho Corleone;Me Porto Bonito;;
mar-23;Spotify;#¿NOMBRE?;Cris Mj;Una Noche en Medellín;;
mar-23;Spotify;#¿NOMBRE?;Jairo Vera, Darkiel, Gino Mella, Best, Bayriton;ADICTO (feat. Best, Bayriton);;
mar-23;Spotify;#¿NOMBRE?;Gino Mella, Jairo Vera;Mujeriego;;
mar-23;Spotify;#¿NOMBRE?;Mora, Feid;LA INOCENTE;;
mar-23;Spotify;#¿NOMBRE?;Miley Cyrus;Flowers;;
mar-23;Spotify;#¿NOMBRE?;Gorillaz, Bad Bunny;Tormenta (feat. Bad Bunny);;
mar-23;Spotify;#¿NOMBRE?;Bad Bunny, Bomba Estéreo;Ojitos Lindos;;
mar-23;Spotify;#¿NOMBRE?;KAROL G, Quevedo;PERO TÚ;;
mar-23;Spotify;#¿NOMBRE?;Pailita;Parcera;;
mar-23;Spotify;#¿NOMBRE?;Jimin;Like Crazy;;
mar-23;Spotify;#¿NOMBRE?;Bad Bunny;Efecto;;
mar-23;Spotify;#¿NOMBRE?;KAROL G, Maldy;GATÚBELA;;
mar-23;Spotify;#¿NOMBRE?;Rauw Alejandro, Lyanno, Brray;LOKERA;;
mar-23;Spotify;#¿NOMBRE?;Julianno Sosa, Young Cister;GANAS;;
mar-23;Spotify;#¿NOMBRE?;Stars Music Chile, Cris Mj, Ak4:20;Salió De Noche;;
mar-23;Spotify;#¿NOMBRE?;Marshmello, Manuel Turizo;El Merengue;;
mar-23;Spotify;#¿NOMBRE?;Wisin & Yandel, ROSALÍA;Besos Moja2;;
mar-23;Spotify;#¿NOMBRE?;Cris Mj, Pablo Chill-E;Como Tu Ninguna - Remix;;
mar-23;Spotify;#¿NOMBRE?;Cris Mj, Ak4:20;Sin Seguro;;
mar-23;Spotify;#¿NOMBRE?;ROSALÍA;DESPECHÁ;;
mar-23;Spotify;#¿NOMBRE?;Cris Mj;Mi Facha;;
mar-23;Spotify;#¿NOMBRE?;Pailita, El Jordan 23, Noriel, Pablo Chill-E;Na Na Na - Remix;;
mar-23;Spotify;#¿NOMBRE?;BM, Phontana;M.A (Mejores Amigos);;
mar-23;Spotify;#¿NOMBRE?;FloyyMenor;pa la europa;;
mar-23;Spotify;#¿NOMBRE?;Myke Towers;AGUARDIENTE;;
mar-23;Spotify;#¿NOMBRE?;Bad Bunny;Moscow Mule;;
mar-23;Spotify;#¿NOMBRE?;Young Miko;Lisa;;
mar-23;Spotify;#¿NOMBRE?;Becky G, KAROL G;MAMIII;;
mar-23;Spotify;#¿NOMBRE?;Harry Styles;As It Was;;
mar-23;Spotify;#¿NOMBRE?;Feid, Ak4:20, Taiko;Malibu;;
mar-23;Spotify;#¿NOMBRE?;BRUNO MATEUS;Traketo - Intro Remix;;
mar-23;Spotify;#¿NOMBRE?;Jimin;Set Me Free Pt.2;;
mar-23;Spotify;#¿NOMBRE?;Shakira, Ozuna;Monotonía;;
mar-23;Spotify;#¿NOMBRE?;Rauw Alejandro, Chencho Corleone;Desesperados;;
mar-23;Spotify;#¿NOMBRE?;Jairo Vera, Balbi El Chamako, Nickoog Clk, El Rey, Gringuitos Records;Te Extraño a Lo Vio (feat. El Rey & Gringuitos Records);;
mar-23;Spotify;#¿NOMBRE?;Feid;Ferxxo 100;;
mar-23;Spotify;#¿NOMBRE?;Maluma, Anuel AA;Diablo, Qué Chimba;;
mar-23;Spotify;#¿NOMBRE?;The Weeknd, Ariana Grande;Die For You (with Ariana Grande) - Remix;;
mar-23;Spotify;#¿NOMBRE?;Young Cister, Taiko;DEBI LLEVARTE FLORES;;
mar-23;Spotify;#¿NOMBRE?;Bad Bunny;Neverita;;
mar-23;Spotify;#¿NOMBRE?;Cris Mj, Blessd;Gucci en Paris;;
mar-23;Spotify;#¿NOMBRE?;Polimá Westcoast, Feid, Pailita, Paloma Mami, De La Ghetto;ULTRA SOLO REMIX;;
mar-23;Spotify;#¿NOMBRE?;Big One, Emilia, Callejero Fino;En La Intimidad | CROSSOVER #1;;
mar-23;Spotify;#¿NOMBRE?;ROSALÍA, Rauw Alejandro;VAMPIROS;;
mar-23;Spotify;#¿NOMBRE?;KAROL G;TUS GAFITAS;;
