Fecha;Medio;Posición;Artista;Canción;Género;Nacionalidad
ene-22;Spotify;#¿NOMBRE?;Adan La Amenaza, Yohancito, Marcianeke, El BAI, Pailita, Yordano El Menor, Balbi El Chamako, Jairo Vera, King Savagge;Dele Cotele 3;;
ene-22;Spotify;#¿NOMBRE?;TINI, L-Gante;Bar;;
ene-22;Spotify;#¿NOMBRE?;Arte Elegante, Marcianeke;En las Malas y Buenas;;
ene-22;Spotify;#¿NOMBRE?;Harry Nach, Marcianeke;¿Por Qué Te Enojái?;;
ene-22;Spotify;#¿NOMBRE?;Randy, Ape Drums;23 (With Ape Drums);;
ene-22;Spotify;#¿NOMBRE?;Farruko;Pepas;;
ene-22;Spotify;#¿NOMBRE?;Polimá Westcoast, Pablo Chill-E, Arón Piper;Cu4tro;;
ene-22;Spotify;#¿NOMBRE?;Dímelo Flow, Dalex, Sech, Justin Quiles, Arcángel, De La Ghetto, Lenny Tavárez;Se Le Ve;;
ene-22;Spotify;#¿NOMBRE?;Myke Towers;ALMAS GEMELAS;;
ene-22;Spotify;#¿NOMBRE?;J Balvin, Sech;Una Nota;;
ene-22;Spotify;#¿NOMBRE?;Nio Garcia, J Balvin, Bad Bunny;AM Remix;;
ene-22;Spotify;#¿NOMBRE?;Rauw Alejandro;Todo De Ti;;
ene-22;Spotify;#¿NOMBRE?;Drago200, Ak4:20;TOTA;;
ene-22;Spotify;#¿NOMBRE?;Maluma;Sobrio;;
ene-22;Spotify;#¿NOMBRE?;Trueno;DANCE CRIP;;
ene-22;Spotify;#¿NOMBRE?;Balbi El Chamako, Marcianeke, El BAI;Ponle;;
ene-22;Spotify;#¿NOMBRE?;Rauw Alejandro;Cúrame;;
ene-22;Spotify;#¿NOMBRE?;TINI, Maria Becerra;Miénteme;;
ene-22;Spotify;#¿NOMBRE?;Bad Bunny;A Tu Merced;;
ene-22;Spotify;#¿NOMBRE?;Tiago PZK, LIT killah;Entre Nosotros;;
ene-22;Spotify;#¿NOMBRE?;Pailita, Big Cvyu;Hooka;;
ene-22;Spotify;#¿NOMBRE?;Galee Galee, Harry Nach, Pablo Chill-E;Big Cut;;
ene-22;Spotify;#¿NOMBRE?;KAROL G;SEJODIOTO;;
ene-22;Spotify;#¿NOMBRE?;Sebastian Yatra, Myke Towers;Pareja Del Año;;
ene-22;Spotify;#¿NOMBRE?;Sebastian Yatra;Tacones Rojos;;
ene-22;Spotify;#¿NOMBRE?;Bad Bunny;120;;
ene-22;Spotify;#¿NOMBRE?;CKay, Dj Yo!, AX'EL;love nwantiti (feat. Dj Yo! & AX'EL) - Remix;;
ene-22;Spotify;#¿NOMBRE?;Imagine Dragons, JID, Arcane, League of Legends;Enemy (with JID) - from the series Arcane League of Legends;;
ene-22;Spotify;#¿NOMBRE?;J Balvin, Maria Becerra;Qué Más Pues?;;
ene-22;Spotify;#¿NOMBRE?;Duki, Ak4:20, Juhn, Juanka;BICI;;
ene-22;Spotify;#¿NOMBRE?;El Jordan 23;Anti Rana;;
ene-22;Spotify;#¿NOMBRE?;Wisin, JHAYCO, Ozuna, Los Legendarios;Emojis de Corazones (feat. Los Legendarios);;
ene-22;Spotify;#¿NOMBRE?;Rauw Alejandro;Sexo Virtual;;
ene-22;Spotify;#¿NOMBRE?;Bad Bunny, Daddy Yankee;La Santa;;
ene-22;Spotify;#¿NOMBRE?;Don Omar, Nio Garcia;Se Menea;;
ene-22;Spotify;#¿NOMBRE?;Justin Quiles;Colorín Colorado;;
ene-22;Spotify;#¿NOMBRE?;Tiësto, KAROL G;Don't Be Shy;;
ene-22;Spotify;#¿NOMBRE?;Bad Bunny, ROSALÍA;LA NOCHE DE ANOCHE;;
ene-22;Spotify;#¿NOMBRE?;Pablo Alborán;Saturno;;
ene-22;Spotify;#¿NOMBRE?;Bad Bunny, Mora;Una Vez;;
ene-22;Spotify;#¿NOMBRE?;Sech, JHAYCO;911 (Remix);;
ene-22;Spotify;#¿NOMBRE?;Justin Quiles, Chimbala, Zion & Lennox;Loco;;
ene-22;Spotify;#¿NOMBRE?;Dua Lipa;Don't Start Now;;
ene-22;Spotify;#¿NOMBRE?;Jay Wheeler, DJ Nelson, Myke Towers;La Curiosidad;;
ene-22;Spotify;#¿NOMBRE?;Duki;TOP 5;;
ene-22;Spotify;#¿NOMBRE?;Anuel AA;Dictadura;;
ene-22;Spotify;#¿NOMBRE?;Cris Mj, Marcianeke;Bichiyal;;
ene-22;Spotify;#¿NOMBRE?;Natalia Lafourcade;Hasta la Raíz;;
ene-22;Spotify;#¿NOMBRE?;Farruko, Victor Cardenas, Dj Adoni;El Incomprendido;;
ene-22;Spotify;#¿NOMBRE?;Bad Bunny;TE MUDASTE;;
ene-22;Spotify;#¿NOMBRE?;Rauw Alejandro, Mr. Naisgai;2/Catorce;;
ene-22;Spotify;#¿NOMBRE?;Santaferia;Algún Día Volverás;;
ene-22;Spotify;#¿NOMBRE?;Bad Bunny;Si Veo a Tu Mamá;;
ene-22;Spotify;#¿NOMBRE?;Sech, DJ Khaled;Borracho;;
ene-22;Spotify;#¿NOMBRE?;Mora, JHAYCO;512;;
ene-22;Spotify;#¿NOMBRE?;Marcianeke, Cris Mj;Tussi Code Mari;;
ene-22;Spotify;#¿NOMBRE?;The Kid LAROI, Justin Bieber;STAY (with Justin Bieber);;
ene-22;Spotify;#¿NOMBRE?;Dua Lipa, DaBaby;Levitating (feat. DaBaby);;
ene-22;Spotify;#¿NOMBRE?;Bad Bunny;Vete;;
ene-22;Spotify;#¿NOMBRE?;Bad Bunny;Si Estuviésemos Juntos;;
ene-22;Spotify;#¿NOMBRE?;Marc Seguí, Rauw Alejandro, Pol Granch;Tiroteo - Remix;;
ene-22;Spotify;#¿NOMBRE?;Santaferia;EL Gil De Tu Ex;;
ene-22;Spotify;#¿NOMBRE?;J Balvin, Bad Bunny;LA CANCIÓN;;
ene-22;Spotify;#¿NOMBRE?;Pablito Pesadilla, Harry Nach, Marcianeke, Pablo Chill-E;Bella;;
ene-22;Spotify;#¿NOMBRE?;J Balvin, KAROL G, Nicky Jam, Crissin, Totoy El Frio, Natan & Shander;Poblado - Remix;;
ene-22;Spotify;#¿NOMBRE?;JHAYCO, Bad Bunny;CÓMO SE SIENTE - Remix;;
ene-22;Spotify;#¿NOMBRE?;Bayron Fire, Amara Ignacia;Complices;;
ene-22;Spotify;#¿NOMBRE?;Doja Cat;Woman;;
ene-22;Spotify;#¿NOMBRE?;El Jordan 23, Cris Mj;Ta' Soltera;;
ene-22;Spotify;#¿NOMBRE?;Wisin, Camilo, Los Legendarios;Buenos Días;;
feb-22;Spotify;#¿NOMBRE?;Cris Mj;Una Noche en Medellín;;
feb-22;Spotify;#¿NOMBRE?;Becky G, KAROL G;MAMIII;;
feb-22;Spotify;#¿NOMBRE?;Standly;Pégate;;
feb-22;Spotify;#¿NOMBRE?;Rauw Alejandro, Chencho Corleone;Desesperados;;
feb-22;Spotify;#¿NOMBRE?;Pailita, Cris Mj, Big Cvyu;Dime Tú;;
feb-22;Spotify;#¿NOMBRE?;Standly, El Barto;Mi Gata;;
feb-22;Spotify;#¿NOMBRE?;"Balbi El Chamako, El BAI, Marcianeke, Pailita, Young Cister, Jairo Vera, Harry Nach, Forest, Julianno Sosa, Franco ""El Gorilla"", Cris Mj";Ponle - Remix;;
feb-22;Spotify;#¿NOMBRE?;El Jordan 23, Standly;Bailando;;
feb-22;Spotify;#¿NOMBRE?;Tainy, Bad Bunny, Julieta Venegas;Lo Siento BB:/ (with Bad Bunny & Julieta Venegas);;
feb-22;Spotify;#¿NOMBRE?;Cris Mj, Marcianeke, Simon la Letra, Stars Music Chile;Los Malvekes;;
feb-22;Spotify;#¿NOMBRE?;Bad Bunny;Yonaguni;;
feb-22;Spotify;#¿NOMBRE?;El Jordan 23;Anti Rana;;
feb-22;Spotify;#¿NOMBRE?;La Pantera, Quevedo, Juseph, ABHIR, BEJO, Cruz Cafuné, EL IMA;Cayó La Noche (feat. Cruz Cafuné, Abhir Hathi, Bejo, EL IMA) [Remix];;
feb-22;Spotify;#¿NOMBRE?;JOSEPE EL DEMENTE, Sayian Jimmy;Morena Cachetona;;
feb-22;Spotify;#¿NOMBRE?;Polimá Westcoast, Pailita;ULTRA SOLO;;
feb-22;Spotify;#¿NOMBRE?;Blessd, Justin Quiles, Lenny Tavárez;Medallo;;
feb-22;Spotify;#¿NOMBRE?;El Barto, El Jordan 23, Standly, Drakomafia, Yong Bryel;Flaytiando;;
feb-22;Spotify;#¿NOMBRE?;Aventura, Bad Bunny;Volví;;
feb-22;Spotify;#¿NOMBRE?;Boza, Lunay, Lenny Tavárez, Juhn, Beéle;Ella - Remix;;
feb-22;Spotify;#¿NOMBRE?;Bad Bunny;A Tu Merced;;
feb-22;Spotify;#¿NOMBRE?;Bad Bunny, JHAYCO;DÁKITI;;
feb-22;Spotify;#¿NOMBRE?;Bizarrap, Tiago PZK;Tiago PZK: Bzrp Music Sessions, Vol. 48;;
feb-22;Spotify;#¿NOMBRE?;Young Cister;Casi Amor De Verano;;
feb-22;Spotify;#¿NOMBRE?;Elton John, Dua Lipa, PNAU;Cold Heart - PNAU Remix;;
feb-22;Spotify;#¿NOMBRE?;Alvaro Diaz, Rauw Alejandro;Problemón;;
feb-22;Spotify;#¿NOMBRE?;Rvssian, Rauw Alejandro, Chris Brown;Nostálgico;;
feb-22;Spotify;#¿NOMBRE?;Dímelo Flow, Dalex, Sech, Justin Quiles, Arcángel, De La Ghetto, Lenny Tavárez;Se Le Ve;;
feb-22;Spotify;#¿NOMBRE?;Marcianeke;Qué Pasa?;;
feb-22;Spotify;#¿NOMBRE?;Bad Bunny, Daddy Yankee;La Santa;;
feb-22;Spotify;#¿NOMBRE?;Nickoog Clk, Pailita, Simon la Letra, Standly;Phillie y Botella (Remix);;
feb-22;Spotify;#¿NOMBRE?;Polimá Westcoast, Pablo Chill-E, Harry Nach, Galee Galee, ITHAN NY;MONEYMAN (feat. Galee Galee & ITHAN NY);;
feb-22;Spotify;#¿NOMBRE?;Mora, Bad Bunny, Sech;Volando - Remix;;
feb-22;Spotify;#¿NOMBRE?;Cris Mj;Locura y Maldad;;
feb-22;Spotify;#¿NOMBRE?;JHAYCO, Anuel AA;Ley Seca;;
feb-22;Spotify;#¿NOMBRE?;Marcianeke;Waka Waka;;
feb-22;Spotify;#¿NOMBRE?;zzoilo, Aitana;Mon Amour - Remix;;
feb-22;Spotify;#¿NOMBRE?;Tiago PZK, LIT killah, Maria Becerra, Nicki Nicole;Entre Nosotros (Remix) [con Nicki Nicole];;
feb-22;Spotify;#¿NOMBRE?;Nickoog Clk, Izahn, Standly;Mi Waxita;;
feb-22;Spotify;#¿NOMBRE?;Anuel AA, Myke Towers, JHAYCO;Súbelo;;
feb-22;Spotify;#¿NOMBRE?;Pailita, Marcianeke;Dimelo Ma;;
feb-22;Spotify;#¿NOMBRE?;TINI, L-Gante;Bar;;
feb-22;Spotify;#¿NOMBRE?;Tiago PZK, Trueno;Salimo de Noche;;
feb-22;Spotify;#¿NOMBRE?;Arte Elegante, Marcianeke;En las Malas y Buenas;;
feb-22;Spotify;#¿NOMBRE?;Young Cister, Duki;DOLCE;;
feb-22;Spotify;#¿NOMBRE?;Bad Bunny, Mora;Una Vez;;
feb-22;Spotify;#¿NOMBRE?;Nio Garcia, J Balvin, Bad Bunny;AM Remix;;
feb-22;Spotify;#¿NOMBRE?;Farruko;Pepas;;
feb-22;Spotify;#¿NOMBRE?;KAROL G;SEJODIOTO;;
feb-22;Spotify;#¿NOMBRE?;ITHAN NY, Marcianeke;Las Naik;;
feb-22;Spotify;#¿NOMBRE?;Rauw Alejandro;Todo De Ti;;
feb-22;Spotify;#¿NOMBRE?;Drago200, Ak4:20;TOTA;;
feb-22;Spotify;#¿NOMBRE?;Adan La Amenaza, Yohancito, Marcianeke, El BAI, Pailita, Yordano El Menor, Balbi El Chamako, Jairo Vera, King Savagge;Dele Cotele 3;;
feb-22;Spotify;#¿NOMBRE?;Myke Towers;ALMAS GEMELAS;;
feb-22;Spotify;#¿NOMBRE?;Maluma;Sobrio;;
feb-22;Spotify;#¿NOMBRE?;Bad Bunny;Vete;;
feb-22;Spotify;#¿NOMBRE?;Polimá Westcoast, Pablo Chill-E, Arón Piper;Cu4tro;;
feb-22;Spotify;#¿NOMBRE?;Bad Bunny;TE MUDASTE;;
feb-22;Spotify;#¿NOMBRE?;Bad Bunny;Si Estuviésemos Juntos;;
feb-22;Spotify;#¿NOMBRE?;Pailita, Big Cvyu;Hooka;;
feb-22;Spotify;#¿NOMBRE?;Bad Bunny;La Difícil;;
feb-22;Spotify;#¿NOMBRE?;Bad Bunny;Si Veo a Tu Mamá;;
feb-22;Spotify;#¿NOMBRE?;Bad Bunny;La Zona;;
feb-22;Spotify;#¿NOMBRE?;J Balvin, Sech;Una Nota;;
feb-22;Spotify;#¿NOMBRE?;Sebastian Yatra;Tacones Rojos;;
feb-22;Spotify;#¿NOMBRE?;J Balvin, Bad Bunny;LA CANCIÓN;;
feb-22;Spotify;#¿NOMBRE?;TINI, Maria Becerra;Miénteme;;
feb-22;Spotify;#¿NOMBRE?;Randy, Ape Drums;23 (With Ape Drums);;
feb-22;Spotify;#¿NOMBRE?;C. Tangana;Demasiadas Mujeres;;
feb-22;Spotify;#¿NOMBRE?;Harry Nach, Marcianeke;¿Por Qué Te Enojái?;;
feb-22;Spotify;#¿NOMBRE?;Bad Bunny, ROSALÍA;LA NOCHE DE ANOCHE;;
feb-22;Spotify;#¿NOMBRE?;Rauw Alejandro;Cúrame;;
feb-22;Spotify;#¿NOMBRE?;JHAYCO, Bad Bunny;CÓMO SE SIENTE - Remix;;
feb-22;Spotify;#¿NOMBRE?;Imagine Dragons, JID, Arcane, League of Legends;Enemy (with JID) - from the series Arcane League of Legends;;
feb-22;Spotify;#¿NOMBRE?;J Balvin, Maria Becerra;Qué Más Pues?;;
feb-22;Spotify;#¿NOMBRE?;Galee Galee, Harry Nach, Pablo Chill-E;Big Cut;;
feb-22;Spotify;#¿NOMBRE?;Rauw Alejandro, Mr. Naisgai;2/Catorce;;
feb-22;Spotify;#¿NOMBRE?;Sebastian Yatra, Myke Towers;Pareja Del Año;;
feb-22;Spotify;#¿NOMBRE?;Bad Bunny;120;;
feb-22;Spotify;#¿NOMBRE?;Tiago PZK, LIT killah;Entre Nosotros;;
feb-22;Spotify;#¿NOMBRE?;Bad Bunny;HACIENDO QUE ME AMAS;;
feb-22;Spotify;#¿NOMBRE?;Cris Mj, Marcianeke;Bichiyal;;
feb-22;Spotify;#¿NOMBRE?;LIT killah;La Trampa es Ley;;
feb-22;Spotify;#¿NOMBRE?;JHAYCO, J Balvin, Bad Bunny;No Me Conoce - Remix;;
feb-22;Spotify;#¿NOMBRE?;DEKKO;12x3;;
feb-22;Spotify;#¿NOMBRE?;Pablo Alborán;Saturno;;
feb-22;Spotify;#¿NOMBRE?;Bad Bunny, Jowell & Randy, Ñengo Flow;Safaera;;
feb-22;Spotify;#¿NOMBRE?;Dua Lipa;Don't Start Now;;
feb-22;Spotify;#¿NOMBRE?;Bad Bunny, Ozuna, Farruko, Arcángel, Ñengo Flow, DJ Luian, Mambo Kingz;Diles;;
feb-22;Spotify;#¿NOMBRE?;Don Omar, Nio Garcia;Se Menea;;
feb-22;Spotify;#¿NOMBRE?;Bad Bunny, Sech;Ignorantes;;
feb-22;Spotify;#¿NOMBRE?;Nicky Jam;Ojos Rojos;;
feb-22;Spotify;#¿NOMBRE?;El Jordan 23, Cris Mj;Ta' Soltera;;
feb-22;Spotify;#¿NOMBRE?;Bad Bunny, Yaviah;Bichiyal;;
feb-22;Spotify;#¿NOMBRE?;Jay Wheeler, DJ Nelson, Myke Towers;La Curiosidad;;
feb-22;Spotify;#¿NOMBRE?;ITHAN NY, Drakomafia, JulianoChieff;Piramide;;
feb-22;Spotify;#¿NOMBRE?;Sech, JHAYCO;911 (Remix);;
feb-22;Spotify;#¿NOMBRE?;Justin Quiles;Colorín Colorado;;
feb-22;Spotify;#¿NOMBRE?;Santaferia;Algún Día Volverás;;
feb-22;Spotify;#¿NOMBRE?;Feid, KAROL G;FRIKI;;
feb-22;Spotify;#¿NOMBRE?;Trueno;DANCE CRIP;;
mar-22;Spotify;#¿NOMBRE?;Polimá Westcoast, Pailita;ULTRA SOLO;;
mar-22;Spotify;#¿NOMBRE?;Cris Mj;Una Noche en Medellín;;
mar-22;Spotify;#¿NOMBRE?;Paulo Londra;Plan A;;
mar-22;Spotify;#¿NOMBRE?;Pailita, Cris Mj, Big Cvyu;Dime Tú;;
mar-22;Spotify;#¿NOMBRE?;Daddy Yankee, Bad Bunny;X ÚLTIMA VEZ;;
mar-22;Spotify;#¿NOMBRE?;El Jordan 23, Standly;Bailando;;
mar-22;Spotify;#¿NOMBRE?;Standly;Pégate;;
mar-22;Spotify;#¿NOMBRE?;Ak4:20, Pailita, Cris Mj;Me Arrepentí;;
mar-22;Spotify;#¿NOMBRE?;Daddy Yankee;RUMBATÓN;;
mar-22;Spotify;#¿NOMBRE?;Rauw Alejandro, Chencho Corleone;Desesperados;;
mar-22;Spotify;#¿NOMBRE?;Becky G, KAROL G;MAMIII;;
mar-22;Spotify;#¿NOMBRE?;Daddy Yankee;REMIX;;
mar-22;Spotify;#¿NOMBRE?;El Jordan 23;Anti Rana;;
mar-22;Spotify;#¿NOMBRE?;Cris Mj, Marcianeke, Simon la Letra, Stars Music Chile;Los Malvekes;;
mar-22;Spotify;#¿NOMBRE?;"Balbi El Chamako, El BAI, Marcianeke, Pailita, Young Cister, Jairo Vera, Harry Nach, Forest, Julianno Sosa, Franco ""El Gorilla"", Cris Mj";Ponle - Remix;;
mar-22;Spotify;#¿NOMBRE?;Standly, El Barto;Mi Gata;;
mar-22;Spotify;#¿NOMBRE?;Daddy Yankee, Sech;PARA SIEMPRE;;
mar-22;Spotify;#¿NOMBRE?;Anitta;Envolver;;
mar-22;Spotify;#¿NOMBRE?;Alejo, Feid, ROBI;Pantysito;;
mar-22;Spotify;#¿NOMBRE?;Daddy Yankee, Myke Towers;PASATIEMPO;;
mar-22;Spotify;#¿NOMBRE?;Tainy, Bad Bunny, Julieta Venegas;Lo Siento BB:/ (with Bad Bunny & Julieta Venegas);;
mar-22;Spotify;#¿NOMBRE?;El Barto, El Jordan 23, Standly, Drakomafia, Yong Bryel;Flaytiando;;
mar-22;Spotify;#¿NOMBRE?;Cris Mj;Como Te Va;;
mar-22;Spotify;#¿NOMBRE?;La Pantera, Quevedo, Juseph, ABHIR, BEJO, Cruz Cafuné, EL IMA;Cayó La Noche (feat. Cruz Cafuné, Abhir Hathi, Bejo, EL IMA) [Remix];;
mar-22;Spotify;#¿NOMBRE?;JOSEPE EL DEMENTE, Sayian Jimmy;Morena Cachetona;;
mar-22;Spotify;#¿NOMBRE?;Blessd, Justin Quiles, Lenny Tavárez;Medallo;;
mar-22;Spotify;#¿NOMBRE?;Lleflight, Pablo Chill-E, Gino Mella, Julianno Sosa, El Jordan 23, King Savagge, Polimá Westcoast, Drago200, Jairo Vera, Galee Galee, Best;FULL PIOLI 2.O (feat. Julianno Sosa, El Jordan 23, King Savagge, Polima West Coast, Drago200, Jairo Vera, Galee Galee, Best);;
mar-22;Spotify;#¿NOMBRE?;Nickoog Clk, Pailita, Simon la Letra, Standly;Phillie y Botella (Remix);;
mar-22;Spotify;#¿NOMBRE?;Bizarrap, Tiago PZK;Tiago PZK: Bzrp Music Sessions, Vol. 48;;
mar-22;Spotify;#¿NOMBRE?;Bad Bunny;Yonaguni;;
mar-22;Spotify;#¿NOMBRE?;Daddy Yankee;UNO QUITAO Y OTRO PUESTO;;
mar-22;Spotify;#¿NOMBRE?;Cris Mj;Locura y Maldad;;
mar-22;Spotify;#¿NOMBRE?;Daddy Yankee, Rauw Alejandro, Nile Rodgers;AGUA;;
mar-22;Spotify;#¿NOMBRE?;Bad Bunny, Daddy Yankee;La Santa;;
mar-22;Spotify;#¿NOMBRE?;Aventura, Bad Bunny;Volví;;
mar-22;Spotify;#¿NOMBRE?;Bad Bunny;A Tu Merced;;
mar-22;Spotify;#¿NOMBRE?;Daddy Yankee, Pitbull;HOT;;
mar-22;Spotify;#¿NOMBRE?;Boza, Lunay, Lenny Tavárez, Juhn, Beéle;Ella - Remix;;
mar-22;Spotify;#¿NOMBRE?;Daddy Yankee;CAMPEÓN;;
mar-22;Spotify;#¿NOMBRE?;Polimá Westcoast, Pablo Chill-E, Harry Nach, Galee Galee, ITHAN NY;MONEYMAN (feat. Galee Galee & ITHAN NY);;
mar-22;Spotify;#¿NOMBRE?;Daddy Yankee;EL ABUSADOR DEL ABUSADOR;;
mar-22;Spotify;#¿NOMBRE?;Elton John, Dua Lipa, PNAU;Cold Heart - PNAU Remix;;
mar-22;Spotify;#¿NOMBRE?;Harry Nach, ITHAN NY, Galee Galee, Julianno Sosa;Prende el Party;;
mar-22;Spotify;#¿NOMBRE?;Daddy Yankee, NATTI NATASHA, Becky G;ZONA DEL PERREO;;
mar-22;Spotify;#¿NOMBRE?;C. Tangana;Demasiadas Mujeres;;
mar-22;Spotify;#¿NOMBRE?;Young Cister;Casi Amor De Verano;;
mar-22;Spotify;#¿NOMBRE?;Standly, Polimá Westcoast;Me Voy Contigo;;
mar-22;Spotify;#¿NOMBRE?;Dímelo Flow, Dalex, Sech, Justin Quiles, Arcángel, De La Ghetto, Lenny Tavárez;Se Le Ve;;
mar-22;Spotify;#¿NOMBRE?;Pailita, Big Cvyu;Hooka;;
mar-22;Spotify;#¿NOMBRE?;Daddy Yankee, El Alfa, Lil Jon;BOMBÓN;;
mar-22;Spotify;#¿NOMBRE?;Alvaro Diaz, Rauw Alejandro;Problemón;;
mar-22;Spotify;#¿NOMBRE?;Marcianeke;Qué Pasa?;;
mar-22;Spotify;#¿NOMBRE?;Nickoog Clk, Dainesitta;ESE CULITO;;
mar-22;Spotify;#¿NOMBRE?;Standly;Bailemos Reggaeton;;
mar-22;Spotify;#¿NOMBRE?;El Jordan 23, Pipo Beatz;Ando;;
mar-22;Spotify;#¿NOMBRE?;Danny Ocean;Fuera del mercado;;
mar-22;Spotify;#¿NOMBRE?;Bad Bunny, JHAYCO;DÁKITI;;
mar-22;Spotify;#¿NOMBRE?;Daddy Yankee;LA OLA;;
mar-22;Spotify;#¿NOMBRE?;Tiago PZK, LIT killah, Maria Becerra, Nicki Nicole;Entre Nosotros (Remix) [con Nicki Nicole];;
mar-22;Spotify;#¿NOMBRE?;Daddy Yankee;ENCHULETIAO;;
mar-22;Spotify;#¿NOMBRE?;JHAYCO, Anuel AA;Ley Seca;;
mar-22;Spotify;#¿NOMBRE?;Zion & Lennox;Yo Voy (feat. Daddy Yankee);;
mar-22;Spotify;#¿NOMBRE?;Daddy Yankee;LEGENDADDY;;
mar-22;Spotify;#¿NOMBRE?;Rvssian, Rauw Alejandro, Chris Brown;Nostálgico;;
mar-22;Spotify;#¿NOMBRE?;Mora, Bad Bunny, Sech;Volando - Remix;;
mar-22;Spotify;#¿NOMBRE?;Drago200, Ak4:20;TOTA;;
mar-22;Spotify;#¿NOMBRE?;Daddy Yankee;EL REY DE LO IMPERFECTO;;
mar-22;Spotify;#¿NOMBRE?;Ryan Castro;Jordan;;
mar-22;Spotify;#¿NOMBRE?;Daddy Yankee;IMPARES;;
mar-22;Spotify;#¿NOMBRE?;Anuel AA, Myke Towers, JHAYCO;Súbelo;;
mar-22;Spotify;#¿NOMBRE?;Young Cister, Duki;DOLCE;;
mar-22;Spotify;#¿NOMBRE?;J Balvin, Ed Sheeran;Sigue;;
mar-22;Spotify;#¿NOMBRE?;Pailita, Marcianeke;Dimelo Ma;;
mar-22;Spotify;#¿NOMBRE?;El Goldo De Las Conec, Marcianeke, King Savagge, Pablito Rolayork, Jairo Vera, Yong Bryel, Tunechikidd, El BAI, Sayian Jimmy, Benja el Menorcito, Benji Gramitos, Jhon Jairo, Lil Geremi, Yiordano Ignacio;Shikipla - Remix;;
mar-22;Spotify;#¿NOMBRE?;Tiago PZK, Trueno;Salimo de Noche;;
mar-22;Spotify;#¿NOMBRE?;Arte Elegante, Marcianeke;En las Malas y Buenas;;
mar-22;Spotify;#¿NOMBRE?;Daddy Yankee;BLOKE;;
mar-22;Spotify;#¿NOMBRE?;Myke Towers;ALMAS GEMELAS;;
mar-22;Spotify;#¿NOMBRE?;ITHAN NY, Marcianeke;Las Naik;;
mar-22;Spotify;#¿NOMBRE?;Marcianeke;Waka Waka;;
mar-22;Spotify;#¿NOMBRE?;zzoilo, Aitana;Mon Amour - Remix;;
