Fecha;Medio;Posición;Artista;Canción;Género;Nacionalidad
ene-21;Radio;#¿NOMBRE?;Miley Cyrus Feat. Dua Lipa  ;Prisoner  ;EEUU;Pop
ene-21;Radio;#¿NOMBRE?;Daddy Yankee, Marc Anthony  ;De Vuelta Pa' La Vuelta  ;Panamá;Reguetón
ene-21;Radio;#¿NOMBRE?;Migrantes  ;Si Me Tomo Una Cerveza  ;Argentina;Cumbia
ene-21;Radio;#¿NOMBRE?;Ozuna, Karol G & Myke Towers  ;Caramelo (Remix)  ;Puerto Rico;Reguetón
ene-21;Radio;#¿NOMBRE?;Daft Punk  ;Get Lucky Feat. Pharrell Williams  ;EEUU;Pop
ene-21;Radio;#¿NOMBRE?;Ed Sheeran  ;Shape Of You  ;EEUU;Pop
ene-21;Radio;#¿NOMBRE?;Paloma Mami  ;Fingías  ;Chile;Pop
ene-21;Radio;#¿NOMBRE?;David Guetta & Sia  ;Let's Love  ;Francia;Electrónica
ene-21;Radio;#¿NOMBRE?;Camilo & Pablo Alborán  ;El Mismo Aire  ;;
ene-21;Radio;#¿NOMBRE?;Pharrell Williams  ;Happy  ;EEUU;Pop
ene-21;Radio;#¿NOMBRE?;Jesse & Joy & Luis Fonsi  ;Tanto  ;México;Pop
ene-21;Radio;#¿NOMBRE?;BACILOS  ;Mi Primer Millon  ;Colombia;Pop/Rock
ene-21;Radio;#¿NOMBRE?;Alex Rose, Rafa Pabön  ;Jangueo  ;Puerto Rico;Reguetón
ene-21;Radio;#¿NOMBRE?;Ovy On The Drums, Danny  ;Miedito O Qué? (Feat. KAROL G)  ;Colombia;Reguetón
ene-21;Radio;#¿NOMBRE?;Play N Skillz, Daddy Yankee, Zion & Lennox  ;Bésame  ;EEUU;Electrónica
ene-21;Radio;#¿NOMBRE?;Shawn Mendes & Camila Cabello  ;Señorita  ;Canadá;Pop
ene-21;Radio;#¿NOMBRE?;Bad Bunny  ;Yo Perreo Sola  ;Puerto Rico;Reguetón
ene-21;Radio;#¿NOMBRE?;Conan Gray  ;Heather  ;EEUU;Pop
ene-21;Radio;#¿NOMBRE?;Soda Stereo  ;Persiana Americana  ;Argentina;Rock
ene-21;Radio;#¿NOMBRE?;Mon Laferte, Alejandro Fernández  ;Que Se Sepa Nuestro Amor  ;Chile;Pop/Rock
ene-21;Radio;#¿NOMBRE?;Ache, Anonimus  ;Malditos Celos  ;República Dominicana;Reguetón
ene-21;Radio;#¿NOMBRE?;Mon Laferte, Juanes  ;Amárrame Feat. Juanes  ;Chile;Pop/Rock
ene-21;Radio;#¿NOMBRE?;Manuel Turizo, Rauw Alejandro, Mike Towers  ;La Nota  ;EEUU;Pop
ene-21;Radio;#¿NOMBRE?;Bruno Mars  ;That’s What I Like  ;EEUU;Pop
ene-21;Radio;#¿NOMBRE?;Major Lazer, Paloma Mami  ;Queloque  ;EEUU;Pop
ene-21;Radio;#¿NOMBRE?;Ariana Grande  ;Positions  ;EEUU;Pop
ene-21;Radio;#¿NOMBRE?;Benee Feat Gus Dapperton  ;Supalonely  ;EEUU;Pop
ene-21;Radio;#¿NOMBRE?;R.E.M.  ;Everybody Hurts  ;EEUU;Pop
ene-21;Radio;#¿NOMBRE?;Cami  ;Aquí Estoy  ;EEUU;Pop
ene-21;Radio;#¿NOMBRE?;SIA  ;Hey Boy  ;EEUU;Pop
ene-21;Radio;#¿NOMBRE?;Daddy Yankee  ;Que Tire Pa Lante  ;Puerto Rico;Reguetón
ene-21;Radio;#¿NOMBRE?;Mon Laferte  ;El Beso  ;;
ene-21;Radio;#¿NOMBRE?;Francisca Valenzuela  ;Flotando  ;;
ene-21;Radio;#¿NOMBRE?;Avicii  ;Wake Me Up  ;Chile;Pop
ene-21;Radio;#¿NOMBRE?;Lasso, Cami  ;Un Millón Como Tú  ;Suecia;Electrónica
ene-21;Radio;#¿NOMBRE?;Denise Rosenthal  ;Dormir  ;Venezuela;Pop
ene-21;Radio;#¿NOMBRE?;Anuel Aa  ;Reggaetonera  ;Chile;Pop
ene-21;Radio;#¿NOMBRE?;Calvin Harris Feat Dua Lipa  ;One Kiss  ;Puerto Rico;Reguetón
ene-21;Radio;#¿NOMBRE?;Calvin Harris  ;Summer  ;Reino Unido;Electrónica
ene-21;Radio;#¿NOMBRE?;Natalie Imbruglia  ;Torn  ;Reino Unido;Electrónica
ene-21;Radio;#¿NOMBRE?;Sam Smith  ;Diamonds  ;Reino Unido;Pop/Soul
ene-21;Radio;#¿NOMBRE?;Zion & Lennox, Natti Natasha  ;Te Mueves  ;Puerto Rico;Reguetón
ene-21;Radio;#¿NOMBRE?;Coldplay  ;Adventure Of A Lifetime  ;Reino Unido;Rock Alternativo
ene-21;Radio;#¿NOMBRE?;Gepe  ;Fruta Y Te  ;Chile;Pop Indie
ene-21;Radio;#¿NOMBRE?;The Weeknd  ;In Your Eyes  ;Canadá;Pop/R&B
ene-21;Radio;#¿NOMBRE?;Denise Rosenthal  ;Lucha En Equilibrio  ;;
ene-21;Radio;#¿NOMBRE?;Dua Lipa, Dababy  ;Levitating (Feat. DaBaby)  ;Reino Unido;Pop
ene-21;Radio;#¿NOMBRE?;R.E.M.  ;LOSING MY RELIGION  ;;
ene-21;Radio;#¿NOMBRE?;Ed Sheeran  ;Perfect  ;;
ene-21;Radio;#¿NOMBRE?;Ed Sheeran & Justin Bieber  ;I Don't Care  ;;
ene-21;Radio;#¿NOMBRE?;Gepe  ;Hablar De Ti  ;;
ene-21;Radio;#¿NOMBRE?;Diego Torres  ;Color Esperanza  ;Argentina;Pop
ene-21;Radio;#¿NOMBRE?;Café Tacvba  ;Eres  ;México;Rock Alternativo
ene-21;Radio;#¿NOMBRE?;The Black Eyed Peas X J Balvin  ;RITMO (Bad Boys For Life)  ;EEUU;Hip-Hop/Pop
ene-21;Radio;#¿NOMBRE?;Lunay, Daddy Yankee, Bad Bunny  ;Soltera (Remix)  ;Puerto Rico;Reguetón
ene-21;Radio;#¿NOMBRE?;The Weeknd  ;I Feel It Coming Feat. Daft Punk  ;;
ene-21;Radio;#¿NOMBRE?;Aya Nakamura  ;Djadja (Feat. Maluma) [Remix]  ;Francia;Pop/R&B
ene-21;Radio;#¿NOMBRE?;Los Bunkers  ;Llueve Sobre La Ciudad  ;Chile;Rock
ene-21;Radio;#¿NOMBRE?;Denise Rosenthal  ;Tiene Sabor  ;;
ene-21;Radio;#¿NOMBRE?;Ricky Martin & Carla Morrison  ;Recuerdo  ;Puerto Rico;Pop Latino
ene-21;Radio;#¿NOMBRE?;Toto  ;Africa  ;EEUU;Rock
ene-21;Radio;#¿NOMBRE?;Justin Quiles  ;Ponte Pa' Mi  ;Puerto Rico;Reguetón
ene-21;Radio;#¿NOMBRE?;Calvin Harris, Sam Smith  ;Promises  ;;
ene-21;Radio;#¿NOMBRE?;Myke Towers  ;Diosa  ;Puerto Rico;Reguetón
ene-21;Radio;#¿NOMBRE?;Maroon 5 Feat Christina Aguilera  ;Moves Like Jagger  ;EEUU;Pop Rock
feb-21;Radio;#¿NOMBRE?;Sebastián Yatra & Guaynaa  ;Chica Ideal  ;Colombia;Pop Latino
feb-21;Radio;#¿NOMBRE?;Camilo  ;Vida De Rico  ;Colombia;Pop Latino
feb-21;Radio;#¿NOMBRE?;Maluma  ;Hawai  ;Colombia;Reguetón
feb-21;Radio;#¿NOMBRE?;Cnco  ;Tan Enamorados  ;Regional;Pop Latino
feb-21;Radio;#¿NOMBRE?;Harry Styles  ;Watermelon Sugar  ;Reino Unido;Pop
feb-21;Radio;#¿NOMBRE?;Camilo, El Alfa  ;Bebe  ;;
feb-21;Radio;#¿NOMBRE?;The Weeknd  ;Blinding Lights  ;;
feb-21;Radio;#¿NOMBRE?;Donald  ;Verano Naranja  ;;
feb-21;Radio;#¿NOMBRE?;Harry Styles  ;Golden  ;;
feb-21;Radio;#¿NOMBRE?;Karol G  ;Ay, DiOs Mío!  ;;
feb-21;Radio;#¿NOMBRE?;Boza  ;Hecha Pa' Mí  ;;
feb-21;Radio;#¿NOMBRE?;Rauw Alejandro & Camilo  ;TATTOO (REMIX)  ;;
feb-21;Radio;#¿NOMBRE?;Bad Bunny Feat. Jhay Cortez  ;Dakiti  ;;
feb-21;Radio;#¿NOMBRE?;Black Eyed Peas X Shakira  ;Girl Like Me  ;;
feb-21;Radio;#¿NOMBRE?;Karol G  ;BICHOTA  ;;
feb-21;Radio;#¿NOMBRE?;Lele Pons, Guaynaa  ;Se Te Nota (With Guaynaa)  ;;
feb-21;Radio;#¿NOMBRE?;Tones And I  ;Dance Monkey  ;;
feb-21;Radio;#¿NOMBRE?;Tainy & J Balvin  ;Agua (Music From  ;;
feb-21;Radio;#¿NOMBRE?;Ed Sheeran  ;Afterglow  ;;
feb-21;Radio;#¿NOMBRE?;Daft Punk Feat. Pharrell Williams  ;Get Lucky Feat. Pharrell Williams  ;;
feb-21;Radio;#¿NOMBRE?;Seven Kayne, Polimá Westcoast, Young Cister  ;Eyes On My Ice  ;;
feb-21;Radio;#¿NOMBRE?;David Guetta & Sia  ;Let's Love  ;;
feb-21;Radio;#¿NOMBRE?;Olivia Rodrigo  ;Drivers License  ;;
feb-21;Radio;#¿NOMBRE?;J. Balvin, Dua Lipa, Bad Bunny  ;UN DIA (ONE DAY) (Feat. Tainy)  ;;
feb-21;Radio;#¿NOMBRE?;Miley Cyrus Feat. Dua Lipa  ;Prisoner  ;;
feb-21;Radio;#¿NOMBRE?;Dua Lipa  ;Don't Start Now  ;;
feb-21;Radio;#¿NOMBRE?;Mon Laferte  ;Tu Falta De Querer  ;;
feb-21;Radio;#¿NOMBRE?;Sech, Daddy Yankee, Rosalía, Farruko  ;Relación Feat. Rosalía, Farruko (Remix)  ;;
feb-21;Radio;#¿NOMBRE?;Farruko  ;La Tóxica  ;;
feb-21;Radio;#¿NOMBRE?;Migrantes  ;Si Me Tomo Una Cerveza  ;;
feb-21;Radio;#¿NOMBRE?;Charles & Eddie  ;Would I Lie To You?  ;;
feb-21;Radio;#¿NOMBRE?;Ariana Grande  ;Positions  ;;
feb-21;Radio;#¿NOMBRE?;Los Legendarios, Wisin, Myke Towers  ;Mi Niña  ;;
feb-21;Radio;#¿NOMBRE?;Justin Timberlake  ;CAN'T STOP THE FEELING! (Original Song From Dream  ;;
feb-21;Radio;#¿NOMBRE?;Ed Sheeran  ;Shape Of You  ;;
feb-21;Radio;#¿NOMBRE?;The Weeknd  ;I Feel It Coming Feat. Daft Punk  ;;
feb-21;Radio;#¿NOMBRE?;Flor De Rap, Denise Rosenthal  ;Bailalo Mujer  ;;
feb-21;Radio;#¿NOMBRE?;Jay Wheeler & Dj Nelson (Feat. Myke Towers)  ;La Curiosidad  ;;
feb-21;Radio;#¿NOMBRE?;Cami  ;BIG BANG  ;;
feb-21;Radio;#¿NOMBRE?;Karol G, Nicki Minaj  ;TUSA  ;;
feb-21;Radio;#¿NOMBRE?;Bob Marley And The Wailers  ;Could You Be Loved (Edit)  ;;
feb-21;Radio;#¿NOMBRE?;Luis Fonsi, Farruko  ;Perfecta  ;;
feb-21;Radio;#¿NOMBRE?;Paloma Mami  ;Fingías  ;;
feb-21;Radio;#¿NOMBRE?;The Weeknd  ;In Your Eyes  ;;
feb-21;Radio;#¿NOMBRE?;Mario Guerrero & Fanny Lu  ;Corazones Rotos  ;;
feb-21;Radio;#¿NOMBRE?;Daddy Yankee, Marc Anthony  ;De Vuelta Pa' La Vuelta  ;;
feb-21;Radio;#¿NOMBRE?;Camilo & Pablo Alborán  ;El Mismo Aire  ;;
feb-21;Radio;#¿NOMBRE?;Shawn Mendes & Camila Cabello  ;Señorita  ;;
feb-21;Radio;#¿NOMBRE?;Pharrell Williams  ;Happy  ;;
feb-21;Radio;#¿NOMBRE?;The Weeknd  ;Save Your Tears  ;;
feb-21;Radio;#¿NOMBRE?;Soda Stereo  ;Persiana Americana  ;;
feb-21;Radio;#¿NOMBRE?;Mon Laferte  ;Se Me Va A Quemar El Corazón  ;;
feb-21;Radio;#¿NOMBRE?;Pablo Alborán  ;Si Hubieras Querido  ;;
feb-21;Radio;#¿NOMBRE?;Ozuna, Karol G & Myke Towers  ;Caramelo (Remix)  ;;
feb-21;Radio;#¿NOMBRE?;Nio Garcia & Casper Magico  ;Travesuras  ;;
feb-21;Radio;#¿NOMBRE?;Lola Indigo, Danna Paola, Denise Rosenthal  ;Santería  ;;
feb-21;Radio;#¿NOMBRE?;BTS  ;Dynamite  ;;
feb-21;Radio;#¿NOMBRE?;Benee Feat Gus Dapperton  ;Supalonely  ;;
feb-21;Radio;#¿NOMBRE?;Natalie Imbruglia  ;Torn  ;;
feb-21;Radio;#¿NOMBRE?;Manuel Turizo, Rauw Alejandro, Mike Towers  ;La Nota  ;;
feb-21;Radio;#¿NOMBRE?;SIA  ;Hey Boy  ;;
feb-21;Radio;#¿NOMBRE?;Mon Laferte Feat. Juanes  ;Amárrame  ;;
feb-21;Radio;#¿NOMBRE?;Dua Lipa, DaBaby  ;Levitating (Feat. DaBaby)  ;;
feb-21;Radio;#¿NOMBRE?;The Cure  ;Friday I'm In Love  ;;
feb-21;Radio;#¿NOMBRE?;Denise Rosenthal  ;Lucha En Equilibrio  ;;
feb-21;Radio;#¿NOMBRE?;Lasso, Cami  ;Un Millón Como Tú  ;;
feb-21;Radio;#¿NOMBRE?;Manuel Turizo, Wisin & Yandel  ;Mala Costumbre  ;;
feb-21;Radio;#¿NOMBRE?;Cami  ;Aquí Estoy  ;;
feb-21;Radio;#¿NOMBRE?;Play N Skillz, Daddy Yankee, Zion & Lennox  ;Bésame  ;;
feb-21;Radio;#¿NOMBRE?;Ovy On The Drums, Danny, Karol G  ;Miedito O Qué?  ;;
feb-21;Radio;#¿NOMBRE?;Mon Laferte  ;El Beso  ;;
feb-21;Radio;#¿NOMBRE?;Sebastián Yatra  ;Adiós  ;;
feb-21;Radio;#¿NOMBRE?;Bacilos  ;Mi Primer Millón  ;;
feb-21;Radio;#¿NOMBRE?;Bruno Mars  ;That’s What I Like  ;;
feb-21;Radio;#¿NOMBRE?;Calvin Harris, Sam Smith  ;Promises  ;;
feb-21;Radio;#¿NOMBRE?;Bad Bunny  ;Yo Perreo Sola  ;;
feb-21;Radio;#¿NOMBRE?;Gepe  ;Fruta Y Té  ;;
feb-21;Radio;#¿NOMBRE?;Diego Torres  ;Color Esperanza  ;;
feb-21;Radio;#¿NOMBRE?;Francisca Valenzuela  ;Quiero Verte Más  ;;
feb-21;Radio;#¿NOMBRE?;Santaferia  ;Algún Día Volverás  ;;
feb-21;Radio;#¿NOMBRE?;Alex Rose, Rafa Pabön  ;Jangueo  ;;
feb-21;Radio;#¿NOMBRE?;Jesse & Joy & Luis Fonsi  ;Tanto  ;;
feb-21;Radio;#¿NOMBRE?;Sam Smith  ;I Feel Love  ;;
feb-21;Radio;#¿NOMBRE?;Maroon 5 Feat Christina Aguilera  ;Moves Like Jagger  ;;
feb-21;Radio;#¿NOMBRE?;Iván Alejandro  ;Me Enamoré De Ti  ;;
feb-21;Radio;#¿NOMBRE?;Anuel Aa & Ozuna  ;Antes  ;;
feb-21;Radio;#¿NOMBRE?;Avicii  ;Wake Me Up  ;;
feb-21;Radio;#¿NOMBRE?;Café Tacvba  ;Eres  ;;
feb-21;Radio;#¿NOMBRE?;No Doubt  ;Don't Speak  ;;
feb-21;Radio;#¿NOMBRE?;Calvin Harris Feat Dua Lipa  ;One Kiss  ;;
feb-21;Radio;#¿NOMBRE?;Toto  ;Africa  ;;
feb-21;Radio;#¿NOMBRE?;Gepe  ;Hablar De Ti  ;;
feb-21;Radio;#¿NOMBRE?;Ed Sheeran  ;Perfect  ;;
feb-21;Radio;#¿NOMBRE?;Sam Smith  ;Diamonds  ;;
feb-21;Radio;#¿NOMBRE?;Ashnikko Feat. Kelis  ;Deal With It  ;;
feb-21;Radio;#¿NOMBRE?;Marc Anthony  ;Vivir Mi Vida  ;;
feb-21;Radio;#¿NOMBRE?;Selena Gomez & Rauw Alejandro  ;Baila Conmigo  ;;
feb-21;Radio;#¿NOMBRE?;Emilia & Alex Rose  ;Bendición  ;;
feb-21;Radio;#¿NOMBRE?;Coldplay  ;Adventure Of A Lifetime  ;;
feb-21;Radio;#¿NOMBRE?;Francisca Valenzuela  ;Ya No Se Trata De Ti  ;;
mar-21;Radio;#¿NOMBRE?;Sebastián Yatra & Guaynaa  ;Chica Ideal  ;;
mar-21;Radio;#¿NOMBRE?;CNCO  ;Tan Enamorados  ;;
mar-21;Radio;#¿NOMBRE?;Harry Styles  ;Watermelon Sugar  ;;
mar-21;Radio;#¿NOMBRE?;Maluma  ;Hawai  ;;
mar-21;Radio;#¿NOMBRE?;Karol G, Anuel Aa, J. Balvin  ;Location  ;;
mar-21;Radio;#¿NOMBRE?;Camilo  ;Vida De Rico  ;;
mar-21;Radio;#¿NOMBRE?;Boza  ;Hecha Pa' Mí  ;;
mar-21;Radio;#¿NOMBRE?;Black Eyed Peas X Shakira  ;Girl Like Me  ;;
mar-21;Radio;#¿NOMBRE?;Camilo, El Alfa  ;Bebe  ;;
mar-21;Radio;#¿NOMBRE?;Olivia Rodrigo  ;Drivers License  ;;
mar-21;Radio;#¿NOMBRE?;Bruno Mars, Anderson .Paak, Silk Sonic  ;Leave The Door Open  ;;
mar-21;Radio;#¿NOMBRE?;Bad Bunny Feat. Jhay Cortez  ;Dakiti  ;;
mar-21;Radio;#¿NOMBRE?;Flor De Rap, Denise Rosenthal  ;Báilalo Mujer  ;;
mar-21;Radio;#¿NOMBRE?;Miley Cyrus Feat. Dua Lipa  ;Prisoner  ;;
mar-21;Radio;#¿NOMBRE?;Iván Alejandro  ;Me Enamoré De Ti  ;;
mar-21;Radio;#¿NOMBRE?;Harry Styles  ;Golden  ;;
mar-21;Radio;#¿NOMBRE?;The Weeknd  ;Blinding Lights  ;;
mar-21;Radio;#¿NOMBRE?;Maluma  ;Agua De Jamaica  ;;
mar-21;Radio;#¿NOMBRE?;The Weeknd  ;Save Your Tears  ;;
mar-21;Radio;#¿NOMBRE?;Daft Punk Feat. Pharrell Williams  ;Get Lucky  ;;
mar-21;Radio;#¿NOMBRE?;Charles & Eddie  ;Would I Lie To You?  ;;
mar-21;Radio;#¿NOMBRE?;Seven Kayne, Polimá Westcoast, Young Cister  ;Eyes On My Ice  ;;
mar-21;Radio;#¿NOMBRE?;Jay Wheeler & DJ Nelson (Feat. Myke Towers)  ;La Curiosidad  ;;
mar-21;Radio;#¿NOMBRE?;Dua Lipa  ;Don't Start Now  ;;
mar-21;Radio;#¿NOMBRE?;Manuel Turizo, Wisin & Yandel  ;Mala Costumbre  ;;
mar-21;Radio;#¿NOMBRE?;Karol G  ;Ay, DiOs Mío!  ;;
mar-21;Radio;#¿NOMBRE?;Tones And I  ;Dance Monkey  ;;
mar-21;Radio;#¿NOMBRE?;Paloma Mami  ;Religiosa  ;;
mar-21;Radio;#¿NOMBRE?;Luigy Boy Y La Florezta  ;Alo Michael (Rico Rico Rico Rico)  ;;
mar-21;Radio;#¿NOMBRE?;Calvin Harris Feat. Dua Lipa  ;One Kiss  ;;
mar-21;Radio;#¿NOMBRE?;Emilia & Alex Rose  ;Bendición  ;;
mar-21;Radio;#¿NOMBRE?;Ed Sheeran  ;Shape Of You  ;;
mar-21;Radio;#¿NOMBRE?;David Guetta & Sia  ;Let's Love  ;;
mar-21;Radio;#¿NOMBRE?;Karol G  ;BICHOTA  ;;
mar-21;Radio;#¿NOMBRE?;Migrantes  ;Si Me Tomo Una Cerveza  ;;
mar-21;Radio;#¿NOMBRE?;Ariana Grande  ;Positions  ;;
mar-21;Radio;#¿NOMBRE?;Camilo & Pablo Alborán  ;El Mismo Aire  ;;
mar-21;Radio;#¿NOMBRE?;Selena Gomez & Rauw Alejandro  ;Baila Conmigo  ;;
mar-21;Radio;#¿NOMBRE?;Pablo Alborán  ;Corazón Descalzo  ;;
mar-21;Radio;#¿NOMBRE?;Lele Pons, Guaynaa  ;Se Te Nota  ;;
mar-21;Radio;#¿NOMBRE?;Pharrell Williams  ;Happy  ;;
mar-21;Radio;#¿NOMBRE?;Luis Fonsi + Rauw Alejandro  ;Vacío  ;;
mar-21;Radio;#¿NOMBRE?;Diego Torres  ;Color Esperanza  ;;
mar-21;Radio;#¿NOMBRE?;Sebastián Yatra  ;Adiós  ;;
mar-21;Radio;#¿NOMBRE?;Ozuna Feat. Doja Cat & Sia  ;Del Mar  ;;
mar-21;Radio;#¿NOMBRE?;Mon Laferte  ;Tu Falta De Querer  ;;
mar-21;Radio;#¿NOMBRE?;Cami  ;Aquí Estoy  ;;
mar-21;Radio;#¿NOMBRE?;Natti Natasha & Prince Royce  ;Antes Que Salga El Sol  ;;
mar-21;Radio;#¿NOMBRE?;Paloma Mami  ;Fingías  ;;
mar-21;Radio;#¿NOMBRE?;Bad Bunny  ;Yo Perreo Sola  ;;
mar-21;Radio;#¿NOMBRE?;Daddy Yankee, Marc Anthony  ;De Vuelta Pa' La Vuelta  ;;
mar-21;Radio;#¿NOMBRE?;Mon Laferte  ;Se Me Va A Quemar El Corazón  ;;
mar-21;Radio;#¿NOMBRE?;Dua Lipa  ;We're Good  ;;
mar-21;Radio;#¿NOMBRE?;Daddy Yankee  ;Problema  ;;
mar-21;Radio;#¿NOMBRE?;Karol G, Nicki Minaj  ;TUSA  ;;
mar-21;Radio;#¿NOMBRE?;Los Legendarios, Wisin, Myke Towers  ;Mi Niña  ;;
mar-21;Radio;#¿NOMBRE?;Camilo & Evaluna Montaner  ;Machu Picchu  ;;
mar-21;Radio;#¿NOMBRE?;Luis Fonsi, Farruko  ;Perfecta  ;;
mar-21;Radio;#¿NOMBRE?;The Cure  ;Friday I'm In Love  ;;
mar-21;Radio;#¿NOMBRE?;Ozuna, Karol G & Myke Towers  ;Caramelo (Remix)  ;;
mar-21;Radio;#¿NOMBRE?;Camilo  ;Ropa Cara  ;;
mar-21;Radio;#¿NOMBRE?;R.E.M.  ;Everybody Hurts  ;;
mar-21;Radio;#¿NOMBRE?;Soda Stereo  ;Persiana Americana  ;;
mar-21;Radio;#¿NOMBRE?;Rauw Alejandro & Camilo  ;TATTOO (REMIX)  ;;
mar-21;Radio;#¿NOMBRE?;Selena Gomez  ;De Una Vez  ;;
mar-21;Radio;#¿NOMBRE?;BTS  ;Dynamite  ;;
mar-21;Radio;#¿NOMBRE?;Farruko  ;La Tóxica  ;;
mar-21;Radio;#¿NOMBRE?;Kali Uchis  ;Telepatía  ;;
mar-21;Radio;#¿NOMBRE?;Sech, Daddy Yankee, Rosalía, Farruko  ;Relación (Remix)  ;;
mar-21;Radio;#¿NOMBRE?;Play N Skillz, Daddy Yankee, Zion & Lennox  ;Bésame  ;;
mar-21;Radio;#¿NOMBRE?;Lola Indigo, Danna Paola, Denise Rosenthal  ;Santeria  ;;
mar-21;Radio;#¿NOMBRE?;The Weeknd  ;In Your Eyes  ;;
mar-21;Radio;#¿NOMBRE?;The Weeknd Feat. Daft Punk  ;I Feel It Coming  ;;
mar-21;Radio;#¿NOMBRE?;Marc Anthony  ;Vivir Mi Vida  ;;
mar-21;Radio;#¿NOMBRE?;Benee Feat. Gus Dapperton  ;Supalonely  ;;
mar-21;Radio;#¿NOMBRE?;Cami  ;BIG BANG  ;;
mar-21;Radio;#¿NOMBRE?;Donald  ;Verano Naranja  ;;
mar-21;Radio;#¿NOMBRE?;Tainy X J Balvin  ;Agua  ;;
mar-21;Radio;#¿NOMBRE?;Sean Paul, El Alfa, Sfera Ebbasta & PlayDIM MAK EN FUEGO  ;Mambo  ;;
mar-21;Radio;#¿NOMBRE?;Nicky Jam & Romeo Santos  ;Fan De Tus Fotos  ;;
mar-21;Radio;#¿NOMBRE?;Avicii  ;Wake Me Up  ;;
mar-21;Radio;#¿NOMBRE?;Justin Timberlake  ;CAN'T STOP THE FEELING!  ;;
