Fecha;Medio;Posición;Artista + Canción;Género;Nacionalidad
ene-24;Radio;#¿NOMBRE?;Calm Down (With Selena Gomez) por Rema, Selena Gomez;;
ene-24;Radio;#¿NOMBRE?;Take My Breath por The Weeknd;;
ene-24;Radio;#¿NOMBRE?;Que Te Vaya Bien por Santa Feria Ft Zumbale Primo;;
ene-24;Radio;#¿NOMBRE?;Bonita por Garras De Amor;;
ene-24;Radio;#¿NOMBRE?;Tacones Rojos por Sebastián Yatra;;
ene-24;Radio;#¿NOMBRE?;Modo Avión por Alanys Lagos;;
ene-24;Radio;#¿NOMBRE?;He Barrido El Sol por Los Tres;;
ene-24;Radio;#¿NOMBRE?;Verano Azul por Magan Presents;;
ene-24;Radio;#¿NOMBRE?;El Condor Pasa por Grupo Quetzal;;
ene-24;Radio;#¿NOMBRE?;No Te Enamores De El por Danny Ocean;;
ene-24;Radio;#¿NOMBRE?;Tu Falta De Querer por Mon Laferte;;
ene-24;Radio;#¿NOMBRE?;Tas Texteandome por Katteyes, Kidd Voodoo;;
ene-24;Radio;#¿NOMBRE?;Single Soon por Selena Gomez;;
ene-24;Radio;#¿NOMBRE?;Murder On The Dancefloor por Sophie Ellis-Bextor;;
ene-24;Radio;#¿NOMBRE?;Watermelon Sugar por Harry Styles;;
ene-24;Radio;#¿NOMBRE?;La Morocha por Luck Ra & Bm;;
ene-24;Radio;#¿NOMBRE?;Love Again por Dua Lipa;;
ene-24;Radio;#¿NOMBRE?;Bailando Solo por Los Bunkers;;
ene-24;Radio;#¿NOMBRE?;El Amor De Mi Vida por Los Ángeles Azúles, Maria Becerra;;
ene-24;Radio;#¿NOMBRE?;Mi Enfermedad por Fabiana Cantilo;;
ene-24;Radio;#¿NOMBRE?;El Aval por Los Tres;;
ene-24;Radio;#¿NOMBRE?;Happy por Pharrell Williams;;
ene-24;Radio;#¿NOMBRE?;Cold Heart (PNAU Remix) por Elton John, Dua Lipa;;
ene-24;Radio;#¿NOMBRE?;Asi Es La Vida por Enrique Iglesias & Maria Becerra;;
ene-24;Radio;#¿NOMBRE?;Algún Día Volverás por Santaferia;;
ene-24;Radio;#¿NOMBRE?;Quema por Ryan Castro, Peso Pluma & Sog;;
ene-24;Radio;#¿NOMBRE?;Monotonía por Shakira Y Ozuna;;
ene-24;Radio;#¿NOMBRE?;Diluvio por Rauw Alejandro;;
ene-24;Radio;#¿NOMBRE?;Cruel Summer por Taylor Swift;;
ene-24;Radio;#¿NOMBRE?;Necesito Un Segundo por Chayanne;;
ene-24;Radio;#¿NOMBRE?;Chica Ideal por Sebastián Yatra & Guaynaa;;
ene-24;Radio;#¿NOMBRE?;Quevedo: Bzrp Music Sessions, Vol. 52 por Bizarrap;;
ene-24;Radio;#¿NOMBRE?;Baby Don't Hurt Me (Extended) por David Guetta & Anne-Marie & C WARNER MUSIC GROUP;;
ene-24;Radio;#¿NOMBRE?;Promises por Calvin Harris, Sam Smith;;
ene-24;Radio;#¿NOMBRE?;Bombon por Daddy Yankee, El Alfa, Lil Jon;;
ene-24;Radio;#¿NOMBRE?;Leave The Door Open por Bruno Mars, Anderson .Paak, Silk Sonic;;
ene-24;Radio;#¿NOMBRE?;Mil Veces por Anitta;;
ene-24;Radio;#¿NOMBRE?;Dime (Versión Karen Paola 2023) por Karen Paola;;
ene-24;Radio;#¿NOMBRE?;TQG por Karol G, Shakira;;
ene-24;Radio;#¿NOMBRE?;Pepas por Farruko;;
ene-24;Radio;#¿NOMBRE?;Mix Halcones Negros: Homenaje / Si Vives Conmigo / SoMASTER MEDIA LTDA.;;
ene-24;Radio;#¿NOMBRE?;El Amor De Tu Vida por Gino Mella, Jairo Vera;;
ene-24;Radio;#¿NOMBRE?;Don't Start Now por Dua Lipa;;
ene-24;Radio;#¿NOMBRE?;Bad Habits por Ed Sheeran;;
ene-24;Radio;#¿NOMBRE?;Besos Con Fernet por Rusherking, Marama;;
ene-24;Radio;#¿NOMBRE?;Eres por Café Tacvba;;
ene-24;Radio;#¿NOMBRE?;LA BEBE REMIX por Yng Lvcas X Peso Pluma;;
ene-24;Radio;#¿NOMBRE?;Get Lucky Feat. Pharrell Williams por Daft Punk;;
ene-24;Radio;#¿NOMBRE?;¡Celebramos! Feat. Pastelito De Chile, Aerstame por Jorda PIMIENTA RECORDS;;
ene-24;Radio;#¿NOMBRE?;El Correcto por Reik, Carin Leon;;
ene-24;Radio;#¿NOMBRE?;Ambulancia por Camilo & Camila Cabello;;
ene-24;Radio;#¿NOMBRE?;Todo De Ti por Rauw Alejandro;;
ene-24;Radio;#¿NOMBRE?;Baccarat por Ozuna;;
ene-24;Radio;#¿NOMBRE?;Late Night Talking por Harry Styles;;
ene-24;Radio;#¿NOMBRE?;Caraluna por BACILOS;;
ene-24;Radio;#¿NOMBRE?;El Costo De La Vida por Juan Luis Guerra;;
ene-24;Radio;#¿NOMBRE?;Ando por Jere Klein / Gittobeatz;;
ene-24;Radio;#¿NOMBRE?;Yo Me Enamoré por Amar Azul;;
ene-24;Radio;#¿NOMBRE?;Easy On Me por Adele;;
ene-24;Radio;#¿NOMBRE?;No Te Enamores por Paloma Mami;;
ene-24;Radio;#¿NOMBRE?;Amargura por Karol G;;
ene-24;Radio;#¿NOMBRE?;Break My Heart por Dua Lipa;;
feb-24;Radio;#¿NOMBRE?;Houdini por Dua Lipa;;
feb-24;Radio;#¿NOMBRE?;La_Original.Mp3 por Emilia & Tini;;
feb-24;Radio;#¿NOMBRE?;Piscina por Maria Becerra, Chencho Corleone, Ovy On The Drums;;
feb-24;Radio;#¿NOMBRE?;La Falda por Myke Towers;;
feb-24;Radio;#¿NOMBRE?;MI EX TENÍA RAZÓN por Karol G;;
feb-24;Radio;#¿NOMBRE?;Yes, And? por Ariana Grande;;
feb-24;Radio;#¿NOMBRE?;Lala por Myke Towers;;
feb-24;Radio;#¿NOMBRE?;Flowers por Cyrus, Miley;;
feb-24;Radio;#¿NOMBRE?;Luna por Feid, Atl Jacob;;
feb-24;Radio;#¿NOMBRE?;Shakira: Bzrp Music Sessions, Vol. 53 por Bizarrap, Shakira;;
feb-24;Radio;#¿NOMBRE?;Oye Mi Amor (Remasterizado Digitalmente) por Mana;;
feb-24;Radio;#¿NOMBRE?;La Bachata por Manuel Turizo;;
feb-24;Radio;#¿NOMBRE?;Blinding Lights por The Weeknd;;
feb-24;Radio;#¿NOMBRE?;Dance The Night por Dua Lipa;;
feb-24;Radio;#¿NOMBRE?;As It Was por Harry Styles;;
feb-24;Radio;#¿NOMBRE?;Would I Lie To You? por Charles & Eddie;;
feb-24;Radio;#¿NOMBRE?;Columbia por Quevedo;;
feb-24;Radio;#¿NOMBRE?;Baby Hello por Rauw Alejandro & Bizarrap;;
feb-24;Radio;#¿NOMBRE?;Si No Estas por Iñigo Quintero;;
feb-24;Radio;#¿NOMBRE?;Ella Baila Sola por Eslabon Armado, Peso Pluma;;
feb-24;Radio;#¿NOMBRE?;Necesito Un Segundo por Chayanne;;
feb-24;Radio;#¿NOMBRE?;Bailando Solo por Los Bunkers;;
feb-24;Radio;#¿NOMBRE?;Deep Down por Alok X Ella Eyre X Kenny Dope Feat. Never Dull;;
feb-24;Radio;#¿NOMBRE?;Moonlight por Princesa Alba;;
feb-24;Radio;#¿NOMBRE?;Tas Texteandome por Katteyes, Kidd Voodoo;;
feb-24;Radio;#¿NOMBRE?;Los Del Espacio por Lit Killah, Tiago Pzk, Maria Becerra, Duki, Emilia, RusheWARNER MUSIC GROUP;;
feb-24;Radio;#¿NOMBRE?;Cuando Calienta El Sol por Luis Miguel;;
feb-24;Radio;#¿NOMBRE?;Broken Wings por Mr. Mister;;
feb-24;Radio;#¿NOMBRE?;Qlona por Karol G, Peso Pluma;;
feb-24;Radio;#¿NOMBRE?;Fue Dificil por María José Quintanilla;;
feb-24;Radio;#¿NOMBRE?;Bonita por Garras De Amor;;
feb-24;Radio;#¿NOMBRE?;Bellakeo por Peso Pluma, Anitta;;
feb-24;Radio;#¿NOMBRE?;Bailando Bachata por Chayanne;;
feb-24;Radio;#¿NOMBRE?;Un Finde por Big One, Ke Personajes, Fmk;;
feb-24;Radio;#¿NOMBRE?;La Terapia por Young Cister;;
feb-24;Radio;#¿NOMBRE?;I Want To Know What Love Is (Remastered LP Version );;
feb-24;Radio;#¿NOMBRE?;Anti-Hero por Taylor Swift;;
feb-24;Radio;#¿NOMBRE?;Take My Breath por The Weeknd;;
feb-24;Radio;#¿NOMBRE?;God Put A Smile On Your Face por Mark Ronson Feat. The Daptone HSONY MUSIC ENTERTAINMENT;;
feb-24;Radio;#¿NOMBRE?;El Condor Pasa por Grupo Quetzal;;
feb-24;Radio;#¿NOMBRE?;Vagabundo por Sebastián Yatra Junto A Manuel Turizo Y Beéle;;
feb-24;Radio;#¿NOMBRE?;Despechá por Rosalía;;
feb-24;Radio;#¿NOMBRE?;Ya Se Me Olvido por Antonio José Y Denise Rosenthal;;
feb-24;Radio;#¿NOMBRE?;Según Quién por Maluma & Carin Leon;;
feb-24;Radio;#¿NOMBRE?;Mil Veces por Anitta;;
feb-24;Radio;#¿NOMBRE?;Somos Latinos por Play-N-Skillz, Gente De Zona, Dale Pututi;;
feb-24;Radio;#¿NOMBRE?;Algún Día Volverás por Santaferia;;
feb-24;Radio;#¿NOMBRE?;Tu Falta De Querer por Mon Laferte;;
feb-24;Radio;#¿NOMBRE?;Ojitos Rojos por Grupo Frontera, Ke Personajes;;
feb-24;Radio;#¿NOMBRE?;Happy por Pharrell Williams;;
feb-24;Radio;#¿NOMBRE?;Shape Of You por Ed Sheeran;;
feb-24;Radio;#¿NOMBRE?;La Morocha por Luck Ra & Bm;;
feb-24;Radio;#¿NOMBRE?;Murder On The Dancefloor por Sophie Ellis-Bextor;;
feb-24;Radio;#¿NOMBRE?;Chica Ideal por Sebastián Yatra & Guaynaa;;
feb-24;Radio;#¿NOMBRE?;Que Te Vaya Bien por Santa Feria Ft Zumbale Primo;;
feb-24;Radio;#¿NOMBRE?;Saturno por Pablo Alborán;;
feb-24;Radio;#¿NOMBRE?;Diluvio por Rauw Alejandro;;
feb-24;Radio;#¿NOMBRE?;Dubidubidu por Christell;;
feb-24;Radio;#¿NOMBRE?;Contigo por Karol G Y Tiësto;;
feb-24;Radio;#¿NOMBRE?;Beso por Rosalía & Rauw Alejandro;;
feb-24;Radio;#¿NOMBRE?;Igual Que Un Ángel (With Peso Pluma) por Kali Uchis, Peso PlumUNIVERSAL MUSIC GROUP;;
feb-24;Radio;#¿NOMBRE?;No Te Enamores De El por Danny Ocean;;
feb-24;Radio;#¿NOMBRE?;Quisiera Ser por Alejandro Sanz;;
feb-24;Radio;#¿NOMBRE?;Un X100to por Grupo Frontera, Bad Bunny;;
feb-24;Radio;#¿NOMBRE?;Love Again por Dua Lipa;;
feb-24;Radio;#¿NOMBRE?;Malamor por Los Vasquez / Santa Feria / Arte Elegante;;
feb-24;Radio;#¿NOMBRE?;Tacones Rojos por Sebastián Yatra;;
feb-24;Radio;#¿NOMBRE?;El Amor De Mi Vida por Los Ángeles Azúles, Maria Becerra;;
feb-24;Radio;#¿NOMBRE?;Training Season por Dua Lipa;;
feb-24;Radio;#¿NOMBRE?;PROVENZA por Karol G;;
feb-24;Radio;#¿NOMBRE?;Get Lucky Feat. Pharrell Williams por Daft Punk;;
feb-24;Radio;#¿NOMBRE?;Cold Heart (PNAU Remix) por Elton John, Dua Lipa;;
feb-24;Radio;#¿NOMBRE?;Break My Heart por Dua Lipa;;
feb-24;Radio;#¿NOMBRE?;Watermelon Sugar por Harry Styles;;
feb-24;Radio;#¿NOMBRE?;Mix Halcones Negros: Homenaje / Si Vives Conmigo / SoMASTER MEDIA LTDA.;;
feb-24;Radio;#¿NOMBRE?;Calm Down (With Selena Gomez) por Rema, Selena Gomez;;
feb-24;Radio;#¿NOMBRE?;Bubalu por Feid, Rema;;
feb-24;Radio;#¿NOMBRE?;Cruel Summer por Taylor Swift;;
feb-24;Radio;#¿NOMBRE?;Promises por Calvin Harris, Sam Smith;;
feb-24;Radio;#¿NOMBRE?;Quevedo: Bzrp Music Sessions, Vol. 52 por Bizarrap;;
feb-24;Radio;#¿NOMBRE?;Can't Get Enough por Jennifer López;;
feb-24;Radio;#¿NOMBRE?;Plis por Camilo & Evaluna Montaner;;
feb-24;Radio;#¿NOMBRE?;Me Escape por Doblep, Lauty Gram & Gusty Dj;;
feb-24;Radio;#¿NOMBRE?;El Costo De La Vida por Juan Luis Guerra;;
feb-24;Radio;#¿NOMBRE?;Llueve Sobre La Ciudad por Los Bunkers;;
feb-24;Radio;#¿NOMBRE?;I Feel Love por Sam Smith;;
feb-24;Radio;#¿NOMBRE?;Pepas por Farruko;;
feb-24;Radio;#¿NOMBRE?;Nada Nuevo Bajo El Sol por Los Bunkers;;
feb-24;Radio;#¿NOMBRE?;Rehab por Amy Winehouse;;
feb-24;Radio;#¿NOMBRE?;Don't Start Now por Dua Lipa;;
feb-24;Radio;#¿NOMBRE?;El Merengue por Marshmello & Manuel Turizo;;
feb-24;Radio;#¿NOMBRE?;Todo De Ti por Rauw Alejandro;;
feb-24;Radio;#¿NOMBRE?;Mi Primer Millon por BACILOS;;
feb-24;Radio;#¿NOMBRE?;Amargura por Karol G;;
feb-24;Radio;#¿NOMBRE?;Asi Es La Vida por Enrique Iglesias & Maria Becerra;;
feb-24;Radio;#¿NOMBRE?;TQG por Karol G, Shakira;;
feb-24;Radio;#¿NOMBRE?;TUSA por Karol G, Nicki Minaj;;
feb-24;Radio;#¿NOMBRE?;Monotonía por Shakira Y Ozuna;;
feb-24;Radio;#¿NOMBRE?;Can't Feel My Face por The Weeknd;;
feb-24;Radio;#¿NOMBRE?;Besos Con Fernet por Rusherking, Marama;;
mar-24;Radio;#¿NOMBRE?;La Falda por Myke Towers;;
mar-24;Radio;#¿NOMBRE?;Sippin' Sazerac por Tree Adams;;
mar-24;Radio;#¿NOMBRE?;Luna por Feid, Atl Jacob;;
mar-24;Radio;#¿NOMBRE?;Necesito Un Segundo por Chayanne;;
mar-24;Radio;#¿NOMBRE?;Houdini por Dua Lipa;;
mar-24;Radio;#¿NOMBRE?;Contigo por Karol G Y Tiësto;;
mar-24;Radio;#¿NOMBRE?;La_Original.Mp3 por Emilia & Tini;;
mar-24;Radio;#¿NOMBRE?;Cuando Seas Grande por Miguel Mateos - Zas;;
mar-24;Radio;#¿NOMBRE?;Stars por Simply Red;;
mar-24;Radio;#¿NOMBRE?;Llamame Si Me Necesitas por Miguel Mateos - Zas;;
mar-24;Radio;#¿NOMBRE?;Piscina por Maria Becerra, Chencho Corleone, Ovy On The Drums;;
mar-24;Radio;#¿NOMBRE?;Training Season por Dua Lipa;;
mar-24;Radio;#¿NOMBRE?;Shakira: Bzrp Music Sessions, Vol. 53 por Bizarrap, Shakira;;
mar-24;Radio;#¿NOMBRE?;Lala por Myke Towers;;
mar-24;Radio;#¿NOMBRE?;As It Was por Harry Styles;;
mar-24;Radio;#¿NOMBRE?;MI EX TENÍA RAZÓN por Karol G;;
mar-24;Radio;#¿NOMBRE?;Yes, And? por Ariana Grande;;
mar-24;Radio;#¿NOMBRE?;Something Got Me Started por Simply Red;;
mar-24;Radio;#¿NOMBRE?;Estoy Solo Con Tu Recuerdo por Linda Yanecita;;
mar-24;Radio;#¿NOMBRE?;Flowers por Cyrus, Miley;;
mar-24;Radio;#¿NOMBRE?;Would I Lie To You? por Charles & Eddie;;
mar-24;Radio;#¿NOMBRE?;Igual Que Un Ángel (With Peso Pluma) por Kali Uchis, Peso PlumUNIVERSAL MUSIC GROUP;;
mar-24;Radio;#¿NOMBRE?;Si No Estas por Iñigo Quintero;;
mar-24;Radio;#¿NOMBRE?;La Bachata por Manuel Turizo;;
mar-24;Radio;#¿NOMBRE?;Broken Wings por Mr. Mister;;
mar-24;Radio;#¿NOMBRE?;Algún Día Volverás por Santaferia;;
mar-24;Radio;#¿NOMBRE?;Blinding Lights por The Weeknd;;
mar-24;Radio;#¿NOMBRE?;Plis por Camilo & Evaluna Montaner;;
mar-24;Radio;#¿NOMBRE?;Dance The Night por Dua Lipa;;
mar-24;Radio;#¿NOMBRE?;Tu Falta De Querer por Mon Laferte;;
mar-24;Radio;#¿NOMBRE?;Una Foto Remix (Feat. Emilia) por Mesita, Nicki Nicole & Tiago Pzk;;
mar-24;Radio;#¿NOMBRE?;Cold Heart (PNAU Remix) por Elton John, Dua Lipa;;
mar-24;Radio;#¿NOMBRE?;Un Finde por Big One, Ke Personajes, Fmk;;
mar-24;Radio;#¿NOMBRE?;I Want To Know What Love Is (Remastered LP Version ) WARNER MUSIC GROUP;;
mar-24;Radio;#¿NOMBRE?;Tas Texteandome por Katteyes, Kidd Voodoo;;
mar-24;Radio;#¿NOMBRE?;El Amor De Tu Vida (Feat. Lenny Tavárez & Best) [RemixWARNER MUSIC GROUP;;
mar-24;Radio;#¿NOMBRE?;Me Gusta Todo De Ti por Noche De Brujas;;
mar-24;Radio;#¿NOMBRE?;CAN'T STOP THE FEELING! (Original Song From Dreamw SONY MUSIC ENTERTAINMENT;;
mar-24;Radio;#¿NOMBRE?;El Amor De Mi Vida por Los Ángeles Azúles, Maria Becerra;;
mar-24;Radio;#¿NOMBRE?;Columbia por Quevedo;;
mar-24;Radio;#¿NOMBRE?;El Condor Pasa por Grupo Quetzal;;
mar-24;Radio;#¿NOMBRE?;5 Dias por Grupo Zumbale Primo;;
mar-24;Radio;#¿NOMBRE?;Llueve Sobre La Ciudad por Los Bunkers;;
mar-24;Radio;#¿NOMBRE?;Anti-Hero por Taylor Swift;;
mar-24;Radio;#¿NOMBRE?;Dejate Caer por Los Tres;;
mar-24;Radio;#¿NOMBRE?;Tacones Rojos por Sebastián Yatra;;
mar-24;Radio;#¿NOMBRE?;Que Te Vaya Bien por Santa Feria Ft Zumbale Primo;;
mar-24;Radio;#¿NOMBRE?;Bailando Bachata por Chayanne;;
mar-24;Radio;#¿NOMBRE?;Despechá por Rosalía;;
mar-24;Radio;#¿NOMBRE?;Amárrame Feat. Juanes por Mon Laferte;;
mar-24;Radio;#¿NOMBRE?;Mil Veces por Anitta;;
mar-24;Radio;#¿NOMBRE?;Voulez-Vous por ABBA;;
mar-24;Radio;#¿NOMBRE?;Hey Mor Feat. Feid por Ozuna;;
mar-24;Radio;#¿NOMBRE?;Vagabundo por Sebastián Yatra Junto A Manuel Turizo Y Beéle;;
mar-24;Radio;#¿NOMBRE?;Obsesion por Miguel Mateos;;
mar-24;Radio;#¿NOMBRE?;Deep Down por Alok X Ella Eyre X Kenny Dope Feat. Never Dull;;
mar-24;Radio;#¿NOMBRE?;Happy por Pharrell Williams;;
mar-24;Radio;#¿NOMBRE?;Ya Se Me Olvido por Antonio José Y Denise Rosenthal;;
mar-24;Radio;#¿NOMBRE?;Greedy por Tate Mcrae;;
mar-24;Radio;#¿NOMBRE?;Moonlight por Princesa Alba;;
mar-24;Radio;#¿NOMBRE?;Don't Start Now por Dua Lipa;;
mar-24;Radio;#¿NOMBRE?;Bellakeo por Peso Pluma, Anitta;;
mar-24;Radio;#¿NOMBRE?;Un Amor Violento por Los Tres;;
mar-24;Radio;#¿NOMBRE?;Murder On The Dancefloor por Sophie Ellis-Bextor;;
mar-24;Radio;#¿NOMBRE?;Los Del Espacio por Lit Killah, Tiago Pzk, Maria Becerra, Duki, Emilia, Rush;;
mar-24;Radio;#¿NOMBRE?;Watermelon Sugar por Harry Styles;;
mar-24;Radio;#¿NOMBRE?;Un X100to por Grupo Frontera, Bad Bunny;;
mar-24;Radio;#¿NOMBRE?;Cruel Summer por Taylor Swift;;
mar-24;Radio;#¿NOMBRE?;La Morena por Oro Solido;;
mar-24;Radio;#¿NOMBRE?;El Amor De Tu Vida por Gino Mella, Jairo Vera;;
mar-24;Radio;#¿NOMBRE?;Piel por Tiago Pzk & Ke Personajes;;
mar-24;Radio;#¿NOMBRE?;Bailando Solo por Los Bunkers;;
mar-24;Radio;#¿NOMBRE?;Según Quién por Maluma & Carin Leon;;
mar-24;Radio;#¿NOMBRE?;Mejor Que Ayer por Diego Torres;;
mar-24;Radio;#¿NOMBRE?;Love Again por Dua Lipa;;
mar-24;Radio;#¿NOMBRE?;Shape Of You por Ed Sheeran;;
mar-24;Radio;#¿NOMBRE?;La Terapia por Young Cister;;
mar-24;Radio;#¿NOMBRE?;Mix Halcones Negros: Homenaje / Si Vives Conmigo / So MASTER MEDIA LTDA.;;
mar-24;Radio;#¿NOMBRE?;Eres por Café Tacvba;;
mar-24;Radio;#¿NOMBRE?;TUSA por Karol G, Nicki Minaj;;
mar-24;Radio;#¿NOMBRE?;PROVENZA por Karol G;;
mar-24;Radio;#¿NOMBRE?;Calm Down (With Selena Gomez) por Rema, Selena Gomez;;
mar-24;Radio;#¿NOMBRE?;Kapun por Diego Torres & Carlos Vives;;
mar-24;Radio;#¿NOMBRE?;Cuando Calienta El Sol por Luis Miguel;;
mar-24;Radio;#¿NOMBRE?;TQG por Karol G, Shakira;;
mar-24;Radio;#¿NOMBRE?;Bonita por Garras De Amor;;
mar-24;Radio;#¿NOMBRE?;Diluvio por Rauw Alejandro;;
mar-24;Radio;#¿NOMBRE?;Quien Fuera por Los Bunkers;;
mar-24;Radio;#¿NOMBRE?;Fría por Enrique Iglesias & Yotuel;;
mar-24;Radio;#¿NOMBRE?;Ojitos Rojos por Grupo Frontera, Ke Personajes;;
mar-24;Radio;#¿NOMBRE?;Sleepwalk por The Shadows;;
mar-24;Radio;#¿NOMBRE?;Crazy In Love por Beyoncé Feat. Jay-Z;;
mar-24;Radio;#¿NOMBRE?;Daytona por Cris Mj;;
mar-24;Radio;#¿NOMBRE?;Selfish por Justin Timberlake;;
mar-24;Radio;#¿NOMBRE?;Saturno por Pablo Alborán;;
mar-24;Radio;#¿NOMBRE?;Leave The Door Open por Bruno Mars, Anderson .Paak, Silk Sonic;;
mar-24;Radio;#¿NOMBRE?;I Feel Love por Sam Smith;;
mar-24;Radio;#¿NOMBRE?;Baby Hello por Rauw Alejandro & Bizarrap;;
mar-24;Radio;#¿NOMBRE?;Fashion Girl (Remix) por Kidd Voodoo & Young Cister;;
mar-24;Radio;#¿NOMBRE?;X ESO BB por Jere Klein;;
abr-24;Radio;#¿NOMBRE?;Puntería por Shakira & Cardi B;;
abr-24;Radio;#¿NOMBRE?;Luna por Feid, Atl Jacob;;
abr-24;Radio;#¿NOMBRE?;La Falda por Myke Towers;;
abr-24;Radio;#¿NOMBRE?;Contigo por Karol G Y Tiësto;;
abr-24;Radio;#¿NOMBRE?;A Dios Le Pido por Juanes;;
abr-24;Radio;#¿NOMBRE?;Bailando Solo por Los Bunkers;;
abr-24;Radio;#¿NOMBRE?;Tu Falta De Querer por Mon Laferte;;
abr-24;Radio;#¿NOMBRE?;Una Foto Remix (Feat. Emilia) por Mesita, Nicki Nicole &;;
abr-24;Radio;#¿NOMBRE?;La Camisa Negra por Juanes;;
abr-24;Radio;#¿NOMBRE?;MI EX TENÍA RAZÓN por Karol G;;
abr-24;Radio;#¿NOMBRE?;As It Was por Harry Styles;;
abr-24;Radio;#¿NOMBRE?;Beautiful Things por Benson Boone;;
abr-24;Radio;#¿NOMBRE?;Cuando Seas Grande por Miguel Mateos - Zas;;
abr-24;Radio;#¿NOMBRE?;Shakira: Bzrp Music Sessions, Vol. 53 por Bizarrap, Shak;;
abr-24;Radio;#¿NOMBRE?;Igual Que Un Ángel (With Peso Pluma) por Kali Uchis, Pe UNIVERSAL MUSIC GROUP;;
abr-24;Radio;#¿NOMBRE?;Flowers por Cyrus, Miley;;
abr-24;Radio;#¿NOMBRE?;El Condor Pasa por Grupo Quetzal;;
abr-24;Radio;#¿NOMBRE?;La Espada Y La Pared por Los Tres;;
abr-24;Radio;#¿NOMBRE?;Llueve Sobre La Ciudad por Los Bunkers;;
abr-24;Radio;#¿NOMBRE?;Echame La Culpa por Luis Fonsi Feat. Demi Lovato;;
abr-24;Radio;#¿NOMBRE?;Blinding Lights por The Weeknd;;
abr-24;Radio;#¿NOMBRE?;Somewhere Only We Know por Keane;;
abr-24;Radio;#¿NOMBRE?;Es Por Ti por Juanes;;
abr-24;Radio;#¿NOMBRE?;El Amor De Tu Vida (Feat. Lenny Tavárez & Best) [Remix;;
abr-24;Radio;#¿NOMBRE?;Cold Heart (PNAU Remix) por Elton John, Dua Lipa;;
abr-24;Radio;#¿NOMBRE?;We Can't Be Friends (Wait For Your Love) por Ariana Gra UNIVERSAL MUSIC GROUP;;
