Fecha;Medio;Posición;Artista + Canción;Género;Nacionalidad
abr-24;Radio;#¿NOMBRE?;Si No Estas por Iñigo Quintero;;
abr-24;Radio;#¿NOMBRE?;Llamame Si Me Necesitas por Miguel Mateos - Zas;;
abr-24;Radio;#¿NOMBRE?;Houdini por Dua Lipa;;
abr-24;Radio;#¿NOMBRE?;La Bachata por Manuel Turizo;;
abr-24;Radio;#¿NOMBRE?;Gata Only por Floyymenor, Cris Mj;;
abr-24;Radio;#¿NOMBRE?;No Me Doy Por Vencido por Luis Fonsi;;
abr-24;Radio;#¿NOMBRE?;Yes, And? por Ariana Grande;;
abr-24;Radio;#¿NOMBRE?;Plis por Camilo & Evaluna Montaner;;
abr-24;Radio;#¿NOMBRE?;TUSA por Karol G, Nicki Minaj;;
abr-24;Radio;#¿NOMBRE?;Despacito (Featuring Daddy Yankee) por Luis Fonsi, Dad;;
abr-24;Radio;#¿NOMBRE?;La_Original.Mp3 por Emilia & Tini;;
abr-24;Radio;#¿NOMBRE?;Training Season por Dua Lipa;;
abr-24;Radio;#¿NOMBRE?;Dance The Night por Dua Lipa;;
abr-24;Radio;#¿NOMBRE?;Piscina por Maria Becerra, Chencho Corleone, Ovy On The;;
abr-24;Radio;#¿NOMBRE?;Marbella por Luis Fonsi & Omar Montes;;
abr-24;Radio;#¿NOMBRE?;CAN'T STOP THE FEELING! (Original Song From Dreamw;;
abr-24;Radio;#¿NOMBRE?;Todo Cambio por Camila;;
abr-24;Radio;#¿NOMBRE?;Qlona por Karol G, Peso Pluma;;
abr-24;Radio;#¿NOMBRE?;Piel por Tiago Pzk & Ke Personajes;;
abr-24;Radio;#¿NOMBRE?;Nada Nuevo Bajo El Sol por Los Bunkers;;
abr-24;Radio;#¿NOMBRE?;El Amor De Tu Vida por Gino Mella, Jairo Vera;;
abr-24;Radio;#¿NOMBRE?;Tas Texteandome por Katteyes, Kidd Voodoo;;
abr-24;Radio;#¿NOMBRE?;Un Finde por Big One, Ke Personajes, Fmk;;
abr-24;Radio;#¿NOMBRE?;Bésame por Camila;;
abr-24;Radio;#¿NOMBRE?;PROVENZA por Karol G;;
abr-24;Radio;#¿NOMBRE?;TQG por Karol G, Shakira;;
abr-24;Radio;#¿NOMBRE?;Amárrame Feat. Juanes por Mon Laferte;;
abr-24;Radio;#¿NOMBRE?;Ven Aquí por Los Bunkers;;
abr-24;Radio;#¿NOMBRE?;Voulez-Vous por ABBA;;
abr-24;Radio;#¿NOMBRE?;Dreams por The Cranberries;;
abr-24;Radio;#¿NOMBRE?;Vagabundo por Sebastián Yatra Junto A Manuel Turizo Y UNIVERSAL MUSIC GROUP;;
abr-24;Radio;#¿NOMBRE?;Un Amor Violento por Los Tres;;
abr-24;Radio;#¿NOMBRE?;Lose Control por Teddy Swims;;
abr-24;Radio;#¿NOMBRE?;Lala por Myke Towers;;
abr-24;Radio;#¿NOMBRE?;Despechá por Rosalía;;
abr-24;Radio;#¿NOMBRE?;Recuérdame Por Kidd Voodoo;;
abr-24;Radio;#¿NOMBRE?;Illusion por Dua Lipa;;
abr-24;Radio;#¿NOMBRE?;La Torre De Babel por Los Tres;;
abr-24;Radio;#¿NOMBRE?;Greedy por Tate Mcrae;;
abr-24;Radio;#¿NOMBRE?;Bonita por Daddy Yankee;;
abr-24;Radio;#¿NOMBRE?;Es Por Ti por Juanes;;
abr-24;Radio;#¿NOMBRE?;Algo Me Gusta De Ti Feat. Chris Brown, T-Pain por WisinUNIVERSAL MUSIC GROUP;;
abr-24;Radio;#¿NOMBRE?;Tacones Rojos por Sebastián Yatra;;
abr-24;Radio;#¿NOMBRE?;Deep Down por Alok X Ella Eyre X Kenny Dope Feat. Neve COLUMBIA/B1 RECORDINGS;;
abr-24;Radio;#¿NOMBRE?;Mino por Los Bunkers;;
abr-24;Radio;#¿NOMBRE?;Dancing Queen por ABBA;;
abr-24;Radio;#¿NOMBRE?;Columbia por Quevedo;;
abr-24;Radio;#¿NOMBRE?;Watermelon Sugar por Harry Styles;;
abr-24;Radio;#¿NOMBRE?;Bellakeo por Peso Pluma, Anitta;;
abr-24;Radio;#¿NOMBRE?;Anti-Hero por Taylor Swift;;
abr-24;Radio;#¿NOMBRE?;Quevedo: Bzrp Music Sessions, Vol. 52 por Bizarrap;;
abr-24;Radio;#¿NOMBRE?;Algún Día Volverás por Santaferia;;
abr-24;Radio;#¿NOMBRE?;Kapun por Diego Torres & Carlos Vives;;
abr-24;Radio;#¿NOMBRE?;Rehab por Amy Winehouse;;
abr-24;Radio;#¿NOMBRE?;Bailando Bachata por Chayanne;;
abr-24;Radio;#¿NOMBRE?;Happy por Pharrell Williams;;
abr-24;Radio;#¿NOMBRE?;Love Again por Dua Lipa;;
abr-24;Radio;#¿NOMBRE?;Mil Veces por Anitta;;
abr-24;Radio;#¿NOMBRE?;Amargura por Karol G;;
abr-24;Radio;#¿NOMBRE?;God Put A Smile On Your Face por Mark Ronson Feat. Th SONY MUSIC ENTERTAINMENT;;
abr-24;Radio;#¿NOMBRE?;Shape Of You por Ed Sheeran;;
abr-24;Radio;#¿NOMBRE?;Curita por Young Miko;;
abr-24;Radio;#¿NOMBRE?;Cruel Summer por Taylor Swift;;
abr-24;Radio;#¿NOMBRE?;Monotonía por Shakira Y Ozuna;;
abr-24;Radio;#¿NOMBRE?;Faltas Tu por Morat;;
abr-24;Radio;#¿NOMBRE?;Según Quién por Maluma & Carin Leon;;
abr-24;Radio;#¿NOMBRE?;No Me Hables De Sufrir por Los Bunkers;;
abr-24;Radio;#¿NOMBRE?;Quien Fuera por Los Bunkers;;
abr-24;Radio;#¿NOMBRE?;Un X100to por Grupo Frontera, Bad Bunny;;
abr-24;Radio;#¿NOMBRE?;Enrolar por Kidd Voodoo, Drefquila;;
abr-24;Radio;#¿NOMBRE?;Modo Avión por Alanys Lagos;;
abr-24;Radio;#¿NOMBRE?;Angels [XXV] por Robbie Williams;;
abr-24;Radio;#¿NOMBRE?;Tren Al Sur por Los Prisioneros;;
abr-24;Radio;#¿NOMBRE?;Murder On The Dancefloor por Sophie Ellis-Bextor;;
may-24;Radio;#¿NOMBRE?;Necesito Un Segundo por Chayanne;;
may-24;Radio;#¿NOMBRE?;Puntería por Shakira & Cardi B;;
may-24;Radio;#¿NOMBRE?;Luna por Feid, Atl Jacob;;
may-24;Radio;#¿NOMBRE?;Espresso por Sabrina Carpenter;;
may-24;Radio;#¿NOMBRE?;Mejor Que Ayer por Diego Torres;;
may-24;Radio;#¿NOMBRE?;Contigo por Karol G Y Tiësto;;
may-24;Radio;#¿NOMBRE?;La Falda por Myke Towers;;
may-24;Radio;#¿NOMBRE?;Gata Only por Floyymenor, Cris Mj;;
may-24;Radio;#¿NOMBRE?;Una Foto Remix (Feat. Emilia) por Mesita, Nicki Nicole &;;
may-24;Radio;#¿NOMBRE?;Beautiful Things por Benson Boone;;
may-24;Radio;#¿NOMBRE?;As It Was por Harry Styles;;
may-24;Radio;#¿NOMBRE?;Enrolar Feat. Easykid, Swift 047 (Fantastic Four Remix);;
may-24;Radio;#¿NOMBRE?;Faltas Tu por Morat;;
may-24;Radio;#¿NOMBRE?;Echame La Culpa por Luis Fonsi Feat. Demi Lovato;;
may-24;Radio;#¿NOMBRE?;Would I Lie To You? por Charles & Eddie;;
may-24;Radio;#¿NOMBRE?;Shakira: Bzrp Music Sessions, Vol. 53 por Bizarrap, Shak DALE PLAY RECORDS;;
may-24;Radio;#¿NOMBRE?;Cuando Seas Grande por Miguel Mateos - Zas;;
may-24;Radio;#¿NOMBRE?;Fortnight Ft. Post Malone por Taylor Swift;;
may-24;Radio;#¿NOMBRE?;MI EX TENÍA RAZÓN por Karol G;;
may-24;Radio;#¿NOMBRE?;Llamame Si Me Necesitas por Miguel Mateos - Zas;;
may-24;Radio;#¿NOMBRE?;Flowers por Miley Cyrus;;
may-24;Radio;#¿NOMBRE?;La Bachata por Manuel Turizo;;
may-24;Radio;#¿NOMBRE?;Blinding Lights por The Weeknd;;
may-24;Radio;#¿NOMBRE?;El Condor Pasa por Grupo Quetzal;;
may-24;Radio;#¿NOMBRE?;Igual Que Un Ángel (With Peso Pluma) por Kali Uchis, PeUNIVERSAL MUSIC GROUP;;
may-24;Radio;#¿NOMBRE?;Training Season por Dua Lipa;;
may-24;Radio;#¿NOMBRE?;La_Original.Mp3 por Emilia & Tini;;
may-24;Radio;#¿NOMBRE?;Cold Heart (PNAU Remix) por Elton John, Dua Lipa;;
may-24;Radio;#¿NOMBRE?;No Me Doy Por Vencido por Luis Fonsi;;
may-24;Radio;#¿NOMBRE?;Lo Que Nos Faltó Decir por JESSE & JOY;;
may-24;Radio;#¿NOMBRE?;Houdini por Dua Lipa;;
may-24;Radio;#¿NOMBRE?;Llueve Sobre La Ciudad por Los Bunkers;;
may-24;Radio;#¿NOMBRE?;Dance The Night por Dua Lipa;;
may-24;Radio;#¿NOMBRE?;Tu Falta De Querer por Mon Laferte;;
may-24;Radio;#¿NOMBRE?;Despechá por Rosalía;;
may-24;Radio;#¿NOMBRE?;Color Esperanza por Diego Torres;;
may-24;Radio;#¿NOMBRE?;Lose Control por Teddy Swims;;
may-24;Radio;#¿NOMBRE?;Can'T Stop The Feeling! (Original Song From DreamworkSONY MUSIC ENTERTAINMENT;;
may-24;Radio;#¿NOMBRE?;Illusion por Dua Lipa;;
may-24;Radio;#¿NOMBRE?;Pedro por Jaxomy X Agatino Romero X Raffaella Carrà;;
may-24;Radio;#¿NOMBRE?;Vagabundo por Sebastián Yatra Junto A Manuel Turizo Y UNIVERSAL MUSIC GROUP;;
may-24;Radio;#¿NOMBRE?;Marbella por Luis Fonsi & Omar Montes;;
may-24;Radio;#¿NOMBRE?;Quevedo: Bzrp Music Sessions, Vol. 52 por Bizarrap;;
may-24;Radio;#¿NOMBRE?;Tas Texteandome por Katteyes, Kidd Voodoo;;
may-24;Radio;#¿NOMBRE?;Que No Me Pierda por Diego Torres;;
may-24;Radio;#¿NOMBRE?;Curita por Young Miko;;
may-24;Radio;#¿NOMBRE?;Bailando Solo por Los Bunkers;;
may-24;Radio;#¿NOMBRE?;Shape Of You por Ed Sheeran;;
may-24;Radio;#¿NOMBRE?;Lala por Myke Towers;;
may-24;Radio;#¿NOMBRE?;Greedy por Tate Mcrae;;
may-24;Radio;#¿NOMBRE?;El Amor De Tu Vida (Feat. Lenny Tavárez & Best) [Remix WARNER MUSIC GROUP;;
may-24;Radio;#¿NOMBRE?;ULTRA SOLO por Polimá Westcoast & Pailita;;
may-24;Radio;#¿NOMBRE?;Mama, Mamá (Live) por Los Nocheros;;
may-24;Radio;#¿NOMBRE?;Piel por Tiago Pzk & Ke Personajes;;
may-24;Radio;#¿NOMBRE?;Watermelon Sugar por Harry Styles;;
may-24;Radio;#¿NOMBRE?;Un Finde por Big One, Ke Personajes, Fmk;;
may-24;Radio;#¿NOMBRE?;Gitana (Feat. Bryartz) por Pablo Chill-E;;
may-24;Radio;#¿NOMBRE?;Algo Me Gusta De Ti Feat. Chris Brown, T-Pain por WisinUNIVERSAL MUSIC GROUP;;
may-24;Radio;#¿NOMBRE?;Obsesion por Miguel Mateos;;
may-24;Radio;#¿NOMBRE?;¿Cómo Pasó? por Ela Taubert;;
may-24;Radio;#¿NOMBRE?;Calm Down (With Selena Gomez) por Rema, Selena GomMAVIN RECORDS / JONZING WORLD;;
may-24;Radio;#¿NOMBRE?;PROVENZA por Karol G;;
may-24;Radio;#¿NOMBRE?;Costumbres (Vivo) por Damas Gratis, Ke Personajes;;
may-24;Radio;#¿NOMBRE?;Algún Día Volverás por Santaferia;;
may-24;Radio;#¿NOMBRE?;Bésame por Camila;;
may-24;Radio;#¿NOMBRE?;Happy por Pharrell Williams;;
may-24;Radio;#¿NOMBRE?;El Amor De Tu Vida por Gino Mella, Jairo Vera;;
may-24;Radio;#¿NOMBRE?;Kilerito por Brytiago & Anuel Aa;;
may-24;Radio;#¿NOMBRE?;Todo Cambio por Camila;;
may-24;Radio;#¿NOMBRE?;Yes, And? por Ariana Grande;;
may-24;Radio;#¿NOMBRE?;Bailando Bachata por Chayanne;;
may-24;Radio;#¿NOMBRE?;Piscina por Maria Becerra, Chencho Corleone, Ovy On The WARNER MUSIC GROUP;;
may-24;Radio;#¿NOMBRE?;Despacito (Featuring Daddy Yankee) por Luis Fonsi, Dad UNIVERSAL MUSIC GROUP;;
may-24;Radio;#¿NOMBRE?;Rehab por Amy Winehouse;;
may-24;Radio;#¿NOMBRE?;Tren Al Sur por Los Prisioneros;;
may-24;Radio;#¿NOMBRE?;Según Quién por Maluma & Carin Leon;;
may-24;Radio;#¿NOMBRE?;Love Again por Dua Lipa;;
may-24;Radio;#¿NOMBRE?;Cuando Nadie Ve por Morat;;
may-24;Radio;#¿NOMBRE?;Human por LENNY KRAVITZ;;
may-24;Radio;#¿NOMBRE?;Viva La Vida por Coldplay;;
may-24;Radio;#¿NOMBRE?;Texas Hold 'Em por Beyoncé;;
may-24;Radio;#¿NOMBRE?;End Of Beginning por Djo;;
may-24;Radio;#¿NOMBRE?;Tacones Rojos por Sebastián Yatra;;
may-24;Radio;#¿NOMBRE?;Don't Start Now por Dua Lipa;;
may-24;Radio;#¿NOMBRE?;Obsesion por Miguel Mateos;;
may-24;Radio;#¿NOMBRE?;Los Del Espacio por Lit Killah, Tiago Pzk, Maria Becerra, DWARNER MUSIC GROUP;;
may-24;Radio;#¿NOMBRE?;Treasure por Bruno Mars;;
may-24;Radio;#¿NOMBRE?;We Can't Be Friends (Wait For Your Love) por Ariana GraUNIVERSAL MUSIC GROUP;;
may-24;Radio;#¿NOMBRE?;Easy On Me por Adele;;
may-24;Radio;#¿NOMBRE?;Dancing Queen por ABBA;;
may-24;Radio;#¿NOMBRE?;Columbia por Quevedo;;
may-24;Radio;#¿NOMBRE?;Angels por Robbie Williams;;
may-24;Radio;#¿NOMBRE?;Todo De Ti por Rauw Alejandro;;
may-24;Radio;#¿NOMBRE?;Lazos De Amistad por Los Diablos;;
may-24;Radio;#¿NOMBRE?;Kangaroo Court por Capital Cities;;
may-24;Radio;#¿NOMBRE?;Everybody Hurts (Album Version) por R.E.M.;;
may-24;Radio;#¿NOMBRE?;Señorita por Shawn Mendes & Camila Cabello;;
may-24;Radio;#¿NOMBRE?;Kilometros por Sin Bandera;;
may-24;Radio;#¿NOMBRE?;Saturno por Pablo Alborán;;
may-24;Radio;#¿NOMBRE?;Rolling In The Deep por Adele;;
jun-24;Radio;#¿NOMBRE?;Espresso por Sabrina Carpenter;;
jun-24;Radio;#¿NOMBRE?;Que Te Vaya Bien por Santa Feria Ft Zumbale Primo;;
jun-24;Radio;#¿NOMBRE?;IMAN (Two Of Us) por Maria Becerra;;
jun-24;Radio;#¿NOMBRE?;Puntería por Shakira & Cardi B;;
jun-24;Radio;#¿NOMBRE?;Luna por Feid, Atl Jacob;;
jun-24;Radio;#¿NOMBRE?;Gitana (Feat. Bryartz) por Pablo Chill-E;;
jun-24;Radio;#¿NOMBRE?;Una Vida Pasada por Carin Leon, Camilo;;
jun-24;Radio;#¿NOMBRE?;La Falda por Myke Towers;;
jun-24;Radio;#¿NOMBRE?;As It Was por Harry Styles;;
jun-24;Radio;#¿NOMBRE?;Faltas Tu por Morat;;
jun-24;Radio;#¿NOMBRE?;Enrolar Feat. Easykid, Swift 047 (Fantastic Four Remix);;
jun-24;Radio;#¿NOMBRE?;Blinding Lights por The Weeknd;;
jun-24;Radio;#¿NOMBRE?;Echame La Culpa por Luis Fonsi Feat. Demi Lovato;;
jun-24;Radio;#¿NOMBRE?;MI EX TENÍA RAZÓN por Karol G;;
jun-24;Radio;#¿NOMBRE?;Contigo por Karol G Y Tiësto;;
jun-24;Radio;#¿NOMBRE?;Una Foto Remix (Feat. Emilia) por Mesita, Nicki Nicole &;;
jun-24;Radio;#¿NOMBRE?;Vivir Mi Vida por Marc Anthony;;
jun-24;Radio;#¿NOMBRE?;Shakira: Bzrp Music Sessions, Vol. 53 por Bizarrap, Shak;;
jun-24;Radio;#¿NOMBRE?;Flowers por Miley Cyrus;;
jun-24;Radio;#¿NOMBRE?;Beautiful Things por Benson Boone;;
jun-24;Radio;#¿NOMBRE?;Llueve Sobre La Ciudad por Los Bunkers;;
jun-24;Radio;#¿NOMBRE?;Lunch por Billie Eilish;;
jun-24;Radio;#¿NOMBRE?;Fortnight Ft. Post Malone por Taylor Swift;;
jun-24;Radio;#¿NOMBRE?;Bésame por Camila;;
jun-24;Radio;#¿NOMBRE?;Bailando Solo por Los Bunkers;;
jun-24;Radio;#¿NOMBRE?;La Bachata por Manuel Turizo;;
jun-24;Radio;#¿NOMBRE?;No Me Doy Por Vencido por Luis Fonsi;;
jun-24;Radio;#¿NOMBRE?;Lo Que Nos Faltó Decir por JESSE & JOY;;
jun-24;Radio;#¿NOMBRE?;Propuesta Indecente por Romeo Santos;;
jun-24;Radio;#¿NOMBRE?;Cold Heart (PNAU Remix) por Elton John, Dua Lipa;;
jun-24;Radio;#¿NOMBRE?;Can'T Stop The Feeling! (Original Song From Dreamwor;;
jun-24;Radio;#¿NOMBRE?;Lose Control por Teddy Swims;;
jun-24;Radio;#¿NOMBRE?;Training Season por Dua Lipa;;
jun-24;Radio;#¿NOMBRE?;Gata Only por Floyymenor, Cris Mj;;
jun-24;Radio;#¿NOMBRE?;Despechá por Rosalía;;
jun-24;Radio;#¿NOMBRE?;Mejor Que Ayer por Diego Torres;;
jun-24;Radio;#¿NOMBRE?;La_Original.Mp3 por Emilia & Tini;;
jun-24;Radio;#¿NOMBRE?;Tu Falta De Querer por Mon Laferte;;
jun-24;Radio;#¿NOMBRE?;Dance The Night por Dua Lipa;;
jun-24;Radio;#¿NOMBRE?;Gata Only (Remix) por Floyymenor, Ozuna & Anitta;;
jun-24;Radio;#¿NOMBRE?;Houdini por Dua Lipa;;
jun-24;Radio;#¿NOMBRE?;Igual Que Un Ángel (With Peso Pluma) por Kali Uchis, Pe UNIVERSAL MUSIC GROUP;;
jun-24;Radio;#¿NOMBRE?;We Can't Be Friends (Wait For Your Love) por Ariana Gra UNIVERSAL MUSIC GROUP;;
jun-24;Radio;#¿NOMBRE?;Algún Día Volverás por Santaferia;;
jun-24;Radio;#¿NOMBRE?;Fire por Meduza, Onerepublic, Leony;;
jun-24;Radio;#¿NOMBRE?;Si Antes Te Hubiera Conocido por Karol G;;
jun-24;Radio;#¿NOMBRE?;Vagabundo por Sebastián Yatra Junto A Manuel Turizo Y;;
jun-24;Radio;#¿NOMBRE?;Ojos Verdes por Nicki Nicole;;
jun-24;Radio;#¿NOMBRE?;Pedro por Jaxomy X Agatino Romero X Raffaella Carrà;;
jun-24;Radio;#¿NOMBRE?;¿Cómo Pasó? por Ela Taubert;;
jun-24;Radio;#¿NOMBRE?;Quevedo: Bzrp Music Sessions, Vol. 52 por Bizarrap;;
jun-24;Radio;#¿NOMBRE?;Watermelon Sugar por Harry Styles;;
jun-24;Radio;#¿NOMBRE?;Someone Like You por Adele;;
jun-24;Radio;#¿NOMBRE?;Bailando Bachata por Chayanne;;
jun-24;Radio;#¿NOMBRE?;Piel por Tiago Pzk & Ke Personajes;;
jun-24;Radio;#¿NOMBRE?;Por Ti Conocí El Amor por Darell;;
jun-24;Radio;#¿NOMBRE?;PROVENZA por Karol G;;
jun-24;Radio;#¿NOMBRE?;Shape Of You por Ed Sheeran;;
jun-24;Radio;#¿NOMBRE?;Tas Texteandome por Katteyes, Kidd Voodoo;;
jun-24;Radio;#¿NOMBRE?;Con Una Pala Y Un Sombrero por Gervasio;;
jun-24;Radio;#¿NOMBRE?;Costumbres (Vivo) por Damas Gratis, Ke Personajes;;
jun-24;Radio;#¿NOMBRE?;Happy por Pharrell Williams;;
jun-24;Radio;#¿NOMBRE?;Brickell por Feid, Yandel;;
jun-24;Radio;#¿NOMBRE?;Kilerito por Brytiago & Anuel Aa;;
jun-24;Radio;#¿NOMBRE?;El Amor De Tu Vida por Gino Mella, Jairo Vera;;
jun-24;Radio;#¿NOMBRE?;MUEVELO por Reggaeton Boys;;
jun-24;Radio;#¿NOMBRE?;Ia por Darkiel, Jon Z, Mariah Angeliq & Boy Wonder Cf;;
jun-24;Radio;#¿NOMBRE?;Tacones Rojos por Sebastián Yatra;;
jun-24;Radio;#¿NOMBRE?;Un Finde por Big One, Ke Personajes, Fmk;;
jun-24;Radio;#¿NOMBRE?;Illusion por Dua Lipa;;
jun-24;Radio;#¿NOMBRE?;End Of Beginning por Djo;;
jun-24;Radio;#¿NOMBRE?;Just The Way You Are por Bruno Mars;;
jun-24;Radio;#¿NOMBRE?;Tren Al Sur por Los Prisioneros;;
jun-24;Radio;#¿NOMBRE?;Don't Start Now por Dua Lipa;;
jun-24;Radio;#¿NOMBRE?;Dreams por The Cranberries;;
jun-24;Radio;#¿NOMBRE?;Rehab por Amy Winehouse;;
jun-24;Radio;#¿NOMBRE?;Adivino por Bad Bunny, Myke Towers;;
jun-24;Radio;#¿NOMBRE?;Calm Down (With Selena Gomez) por Rema, Selena GomMAVIN RECORDS / JONZING WORLD;;
jun-24;Radio;#¿NOMBRE?;Texas Hold 'Em por Beyoncé;;
jun-24;Radio;#¿NOMBRE?;No Te Creas Tan Importante por Damas Gratis;;
jun-24;Radio;#¿NOMBRE?;Según Quién por Maluma & Carin Leon;;
jun-24;Radio;#¿NOMBRE?;Viva La Vida por Coldplay;;
jun-24;Radio;#¿NOMBRE?;Amor Completo por Mon Laferte;;
jun-24;Radio;#¿NOMBRE?;Color Esperanza por Diego Torres;;
jun-24;Radio;#¿NOMBRE?;Eres por Café Tacvba;;
jun-24;Radio;#¿NOMBRE?;Easy On Me por Adele;;
jun-24;Radio;#¿NOMBRE?;Moves Like Jagger por Maroon 5 Feat Christina Aguilera;;
jun-24;Radio;#¿NOMBRE?;Señorita por Shawn Mendes & Camila Cabello;;
jun-24;Radio;#¿NOMBRE?;Angels por Robbie Williams;;
jun-24;Radio;#¿NOMBRE?;Ella Y Yo por Aventura;;
jun-24;Radio;#¿NOMBRE?;Yes, And? por Ariana Grande;;
jun-24;Radio;#¿NOMBRE?;Leave The Door Open por Bruno Mars, Anderson .Paak, SWARNER MUSIC GROUP;;
jun-24;Radio;#¿NOMBRE?;Everybody Hurts (Album Version) por R.E.M.;;
jun-24;Radio;#¿NOMBRE?;Saturno por Pablo Alborán;;
jun-24;Radio;#¿NOMBRE?;Algo Me Gusta De Ti Feat. Chris Brown, T-Pain por WisinUNIVERSAL MUSIC GROUP;;
jun-24;Radio;#¿NOMBRE?;Obsesion por Miguel Mateos;;
jun-24;Radio;#¿NOMBRE?;No Te Enamores por Paloma Mami;;
jun-24;Radio;#¿NOMBRE?;Treasure por Bruno Mars;;
jun-24;Radio;#¿NOMBRE?;Amárrame Feat. Juanes por Mon Laferte;;
jun-24;Radio;#¿NOMBRE?;Vogue por Polima Westcoast & Young Cister;;
jul-24;Radio;#¿NOMBRE?;Si Antes Te Hubiera Conocido por Karol G;;
jul-24;Radio;#¿NOMBRE?;IMAN (Two Of Us) por Maria Becerra;;
jul-24;Radio;#¿NOMBRE?;Would I Lie To You? por Charles & Eddie;;
jul-24;Radio;#¿NOMBRE?;Puntería por Shakira & Cardi B;;
jul-24;Radio;#¿NOMBRE?;Gitana (feat. Bryartz) por Pablo Chill-E;;
jul-24;Radio;#¿NOMBRE?;Please Please Please por Sabrina Carpenter;;
jul-24;Radio;#¿NOMBRE?;Espresso por Sabrina Carpenter;;
jul-24;Radio;#¿NOMBRE?;Vivir mi vida por Marc Anthony;;
jul-24;Radio;#¿NOMBRE?;Enrolar Feat. Easykid, Swift 047 (Fantastic Four Remix);;
jul-24;Radio;#¿NOMBRE?;As It Was por Harry Styles;;
jul-24;Radio;#¿NOMBRE?;Luna por Feid, Atl Jacob;;
jul-24;Radio;#¿NOMBRE?;Birds Of A Feather por Billie Eilish;;
jul-24;Radio;#¿NOMBRE?;Faltas Tu por Morat;;
jul-24;Radio;#¿NOMBRE?;Una Vida Pasada por Carin Leon, Camilo;;
jul-24;Radio;#¿NOMBRE?;Mariposa Tecknicolor por Fito Paez;;
jul-24;Radio;#¿NOMBRE?;Que Te Vaya Bien por Santa Feria Ft Zumbale Primo;;
jul-24;Radio;#¿NOMBRE?;Blinding Lights por The Weeknd;;
jul-24;Radio;#¿NOMBRE?;Contigo por Karol G Y Tiësto;;
jul-24;Radio;#¿NOMBRE?;beautiful things por Benson Boone;;
jul-24;Radio;#¿NOMBRE?;Flowers por Miley Cyrus;;
jul-24;Radio;#¿NOMBRE?;La Falda por Myke Towers;;
jul-24;Radio;#¿NOMBRE?;Don't Stop Believin' por Journey;;
jul-24;Radio;#¿NOMBRE?;Una Foto Remix (feat. Emilia) por Mesita, Nicki Nicole & TWARNER MUSIC GROUP;;
jul-24;Radio;#¿NOMBRE?;La bachata por Manuel Turizo;;
jul-24;Radio;#¿NOMBRE?;Shakira: Bzrp Music Sessions, Vol. 53 por Bizarrap, Shak DALE PLAY RECORDS;;
jul-24;Radio;#¿NOMBRE?;Bailando Solo por Los Bunkers;;
jul-24;Radio;#¿NOMBRE?;Fly Away por LENNY KRAVITZ;;
jul-24;Radio;#¿NOMBRE?;Necesito Un Segundo por Chayanne;;
jul-24;Radio;#¿NOMBRE?;MUEVELO por Reggaeton Boys;;
jul-24;Radio;#¿NOMBRE?;feelslikeimfallinginlove por Coldplay;;
jul-24;Radio;#¿NOMBRE?;Cold Heart (PNAU Remix) por Elton John, Dua Lipa;;
jul-24;Radio;#¿NOMBRE?;Contrato por Maluma;;
jul-24;Radio;#¿NOMBRE?;Fortnight ft. Post Malone por Taylor Swift;;
jul-24;Radio;#¿NOMBRE?;Lunch por Billie Eilish;;
jul-24;Radio;#¿NOMBRE?;Someone Like You por Adele;;
jul-24;Radio;#¿NOMBRE?;La_Original.mp3 por Emilia & Tini;;
jul-24;Radio;#¿NOMBRE?;we can't be friends (wait for your love) por Ariana GrandUNIVERSAL MUSIC GROUP;;
jul-24;Radio;#¿NOMBRE?;Bailando Bachata por Chayanne;;
jul-24;Radio;#¿NOMBRE?;Houdini por Dua Lipa;;
jul-24;Radio;#¿NOMBRE?;Dance The Night por Dua Lipa;;
jul-24;Radio;#¿NOMBRE?;Propuesta Indecente por Romeo Santos;;
jul-24;Radio;#¿NOMBRE?;Mi Reflejo por Dra. Tania Medina;;
jul-24;Radio;#¿NOMBRE?;GATITAS SANDUNGUERAS VOL.1 por Alvaro Diaz, Feid;;
jul-24;Radio;#¿NOMBRE?;REAL GANGSTA LOVE por Trueno;;
jul-24;Radio;#¿NOMBRE?;Tu Falta De Querer por Mon Laferte;;
jul-24;Radio;#¿NOMBRE?;MI EX TENÍA RAZÓN por Karol G;;
jul-24;Radio;#¿NOMBRE?;Can'T Stop The Feeling! (Original Song From DreamworkSONY MUSIC ENTERTAINMENT;;
jul-24;Radio;#¿NOMBRE?;Gata Only (Remix) por Floyymenor, Ozuna & Anitta;;
jul-24;Radio;#¿NOMBRE?;Llueve Sobre La Ciudad por Los Bunkers;;
jul-24;Radio;#¿NOMBRE?;Piel por Tiago Pzk & Ke Personajes;;
jul-24;Radio;#¿NOMBRE?;Lo Que Nos Faltó Decir por JESSE & JOY;;
jul-24;Radio;#¿NOMBRE?;Gata Only (feat. Mito Rompe) por La Caravana Magica,;;
jul-24;Radio;#¿NOMBRE?;Me Pongo Bonito por Bayron Fire;;
jul-24;Radio;#¿NOMBRE?;Ojos Verdes por Nicki Nicole;;
jul-24;Radio;#¿NOMBRE?;HOLA PERDIDA REMIX por Luck Ra, Maluma, Khea;;
jul-24;Radio;#¿NOMBRE?;Just The Way You Are por Bruno Mars;;
jul-24;Radio;#¿NOMBRE?;Vagabundo por Sebastián Yatra Junto A Manuel Turizo Y UNIVERSAL MUSIC GROUP;;
