Fecha;Medio;Posición;Artista + Canción;Género;Nacionalidad
abr-23;Radio;#¿NOMBRE?;Blinding Lights por The Weeknd;;
abr-23;Radio;#¿NOMBRE?;About Damn Time por Lizzo;;
abr-23;Radio;#¿NOMBRE?;DEBI LLEVARTE FLORES por Young Cister, Taiko;;
abr-23;Radio;#¿NOMBRE?;El Merengue por Marshmello & Manuel Turizo;;
abr-23;Radio;#¿NOMBRE?;TQG (Ultraman Remix) por Karol G, Shakira;;
abr-23;Radio;#¿NOMBRE?;Would I Lie To You? por Charles & Eddie;;
abr-23;Radio;#¿NOMBRE?;Super Duper Love por Joss Stone;;
abr-23;Radio;#¿NOMBRE?;Playa Del Ingles por Quevedo, Myke Towers;;
abr-23;Radio;#¿NOMBRE?;Centenas De Miles De Años por Denise Rosenthal;;
abr-23;Radio;#¿NOMBRE?;Rey por Los Bunkers;;
abr-23;Radio;#¿NOMBRE?;La Jumpa por Arcangel, Bad Bunny;;
abr-23;Radio;#¿NOMBRE?;LACONE por Polimá Westcoast, Quevedo, Mora;;
abr-23;Radio;#¿NOMBRE?;To' Los Dias por Remers & Javiielo;;
abr-23;Radio;#¿NOMBRE?;I Feel Like Dancing por Jason Mraz;;
abr-23;Radio;#¿NOMBRE?;Yandel 150 por Feid, Yandel;;
abr-23;Radio;#¿NOMBRE?;La Fórmula por Maluma & Marc Anthony;;
abr-23;Radio;#¿NOMBRE?;Watermelon Sugar por Harry Styles;;
abr-23;Radio;#¿NOMBRE?;CUFF IT por Beyoncé;;
abr-23;Radio;#¿NOMBRE?;Junio por Maluma;;
abr-23;Radio;#¿NOMBRE?;Ambulancia por Camilo & Camila Cabello;;
abr-23;Radio;#¿NOMBRE?;Te Felicito por Shakira & Rauw Alejandro;;
abr-23;Radio;#¿NOMBRE?;Leave The Door Open por Bruno Mars, Anderson .Paak, Silk Sonic;;
abr-23;Radio;#¿NOMBRE?;Tu Falta De Querer por Mon Laferte;;
abr-23;Radio;#¿NOMBRE?;Tacones Rojos por Sebastián Yatra;;
abr-23;Radio;#¿NOMBRE?;Die For You por The Weeknd & Ariana Grande;;
abr-23;Radio;#¿NOMBRE?;Feliz Cumpleaños Ferxxo por Feid;;
abr-23;Radio;#¿NOMBRE?;Bad Habits por Ed Sheeran;;
abr-23;Radio;#¿NOMBRE?;Tití Me Preguntó por Bad Bunny;;
abr-23;Radio;#¿NOMBRE?;Amárrame Feat. Juanes por Mon Laferte;;
abr-23;Radio;#¿NOMBRE?;A Rodar Mi Vida por Fito Paez;;
abr-23;Radio;#¿NOMBRE?;No Te Enamores por Paloma Mami;;
abr-23;Radio;#¿NOMBRE?;Humanos A Marte por Chayanne;;
abr-23;Radio;#¿NOMBRE?;Me Rehuso por Danny Ocean;;
abr-23;Radio;#¿NOMBRE?;Get Lucky Feat. Pharrell Williams por Daft Punk;;
abr-23;Radio;#¿NOMBRE?;Don't Start Now por Dua Lipa;;
abr-23;Radio;#¿NOMBRE?;LLYLM por Rosalía;;
abr-23;Radio;#¿NOMBRE?;Love Again por Dua Lipa;;
abr-23;Radio;#¿NOMBRE?;CAN'T STOP THE FEELING! (Original Song From Dreamwork;;
abr-23;Radio;#¿NOMBRE?;Marisola por Stars Music Chile, Cris Mj, Standly;;
abr-23;Radio;#¿NOMBRE?;One Kiss por Calvin Harris Feat Dua Lipa;;
abr-23;Radio;#¿NOMBRE?;I´M Good (Blue) por David Guetta, Bebe Rexha;;
abr-23;Radio;#¿NOMBRE?;Na Na Na por Pailita, Big Cvyu;;
abr-23;Radio;#¿NOMBRE?;ULTRA SOLO por Polimá Westcoast & Pailita;;
abr-23;Radio;#¿NOMBRE?;Monotonía por Shakira Y Ozuna;;
abr-23;Radio;#¿NOMBRE?;Ojitos Lindos por Bad Bunny, Bomba Estéreo;;
abr-23;Radio;#¿NOMBRE?;Hold Me Closer por Elton John & Britney Spears;;
abr-23;Radio;#¿NOMBRE?;Llueve Sobre La Ciudad por Los Bunkers;;
abr-23;Radio;#¿NOMBRE?;Shape Of You por Ed Sheeran;;
abr-23;Radio;#¿NOMBRE?;Panamera por Standly;;
abr-23;Radio;#¿NOMBRE?;PANTIES Y BRASIERES por Rauw Alejandro & Daddy Yankee;;
abr-23;Radio;#¿NOMBRE?;Luna por Ana Gabriel;;
abr-23;Radio;#¿NOMBRE?;LEVITATING por Dua Lipa;;
abr-23;Radio;#¿NOMBRE?;MIENTRAS ME CURO DEL CORA por Karol G;;
abr-23;Radio;#¿NOMBRE?;Cochinae por Julianno Sosa;;
abr-23;Radio;#¿NOMBRE?;Bailando Solo por Los Bunkers;;
abr-23;Radio;#¿NOMBRE?;Voy En Un Coche por Christina Y Los Subterraneos;;
abr-23;Radio;#¿NOMBRE?;Frío por Nicki Nicole;;
abr-23;Radio;#¿NOMBRE?;BABY OTAKU Feat. Fran C por Pablo Pesadilla, Polimá Westcoast, Nickoog;;
abr-23;Radio;#¿NOMBRE?;Fingías por Paloma Mami;;
abr-23;Radio;#¿NOMBRE?;Un X100to por Grupo Frontera & Bad Bunny;;
abr-23;Radio;#¿NOMBRE?;El Condor Pasa por Grupo Quetzal;;
abr-23;Radio;#¿NOMBRE?;Stay With Me por Calvin Harris, Justin Timberlake, Halsey & Pharrell Williams;;
abr-23;Radio;#¿NOMBRE?;Underground por Emilia;;
abr-23;Radio;#¿NOMBRE?;Pegao por Camilo;;
abr-23;Radio;#¿NOMBRE?;Sueltas por Piso 21;;
abr-23;Radio;#¿NOMBRE?;Don por MIRANDA!;;
abr-23;Radio;#¿NOMBRE?;Que Se Parezca A Ti por Tiago Pzk;;
abr-23;Radio;#¿NOMBRE?;Mi Droga por Myke Towers;;
abr-23;Radio;#¿NOMBRE?;Happy por Pharrell Williams;;
abr-23;Radio;#¿NOMBRE?;WHISKEY Y COCO por Justin Quiles, Myke Towers;;
abr-23;Radio;#¿NOMBRE?;Correcaminos por Alejandro Sanz, Danny Ocean;;
abr-23;Radio;#¿NOMBRE?;Dueles por JESSE & JOY;;
abr-23;Radio;#¿NOMBRE?;El Beso por Mon Laferte;;
abr-23;Radio;#¿NOMBRE?;Amigos (Con María Becerra) por Pablo Alborán;;
abr-23;Radio;#¿NOMBRE?;Kill Bill por Sza;;
may-23;Radio;#¿NOMBRE?;Flowers por Cyrus, Miley;;
may-23;Radio;#¿NOMBRE?;Shakira: Bzrp Music Sessions, Vol. 53 por Bizarrap, ShakiraDALE PLAY RECORDS;;
may-23;Radio;#¿NOMBRE?;Que Te Vaya Bien por Santa Feria Ft Zumbale Primo;;
may-23;Radio;#¿NOMBRE?;Un X100to por Grupo Frontera, Bad Bunny;;
may-23;Radio;#¿NOMBRE?;La Bachata por Manuel Turizo;;
may-23;Radio;#¿NOMBRE?;Beso por Rosalía & Rauw Alejandro;;
may-23;Radio;#¿NOMBRE?;TQG por Karol G, Shakira;;
may-23;Radio;#¿NOMBRE?;As It Was por Harry Styles;;
may-23;Radio;#¿NOMBRE?;MERCHO por Lil Cake & Migrantes Feat. Nico Valdi;;
may-23;Radio;#¿NOMBRE?;Un Finde por Big One, Ke Personajes, Fmk;;
may-23;Radio;#¿NOMBRE?;Hey Mor Feat. Feid por Ozuna;;
may-23;Radio;#¿NOMBRE?;Quevedo: Bzrp Music Sessions, Vol. 52 por Bizarrap;;
may-23;Radio;#¿NOMBRE?;Despechá por Rosalía;;
may-23;Radio;#¿NOMBRE?;Anti-Hero por Taylor Swift;;
may-23;Radio;#¿NOMBRE?;Ella Baila Sola por Eslabon Armado, Peso Pluma;;
may-23;Radio;#¿NOMBRE?;Cupido por Tini;;
may-23;Radio;#¿NOMBRE?;El Merengue por Marshmello & Manuel Turizo;;
may-23;Radio;#¿NOMBRE?;Late Night Talking por Harry Styles;;
may-23;Radio;#¿NOMBRE?;Blinding Lights por The Weeknd;;
may-23;Radio;#¿NOMBRE?;PROVENZA por Karol G;;
may-23;Radio;#¿NOMBRE?;Eyes Closed por Ed Sheeran;;
may-23;Radio;#¿NOMBRE?;Sheraton por El Jordan 23;;
may-23;Radio;#¿NOMBRE?;Calm Down (With Selena Gomez) por Rema, Selena GomezMAVIN RECORDS / JONZING WORLD;;
may-23;Radio;#¿NOMBRE?;About Damn Time por Lizzo;;
may-23;Radio;#¿NOMBRE?;Vagabundo por Sebastián Yatra Junto A Manuel Turizo Y Be UNIVERSAL MUSIC GROUP;;
may-23;Radio;#¿NOMBRE?;Die For You por The Weeknd & Ariana Grande;;
may-23;Radio;#¿NOMBRE?;Tu Recuerdo por Wisin, Emilia, Lyanno;;
may-23;Radio;#¿NOMBRE?;LE DOY 20 MIL por El Alfa & Prince Royce;;
may-23;Radio;#¿NOMBRE?;El Hombre por Elena Rose;;
may-23;Radio;#¿NOMBRE?;DEBI LLEVARTE FLORES por Young Cister, Taiko;;
may-23;Radio;#¿NOMBRE?;Que Se Parezca A Ti por Tiago Pzk;;
may-23;Radio;#¿NOMBRE?;Baby Don't Hurt Me (Extended) por David Guetta & Anne-M;;
may-23;Radio;#¿NOMBRE?;Diablo, Que Chimba por Maluma & Anuel Aa;;
may-23;Radio;#¿NOMBRE?;La Jumpa por Arcangel, Bad Bunny;;
may-23;Radio;#¿NOMBRE?;Cold Heart (PNAU Remix) por Elton John, Dua Lipa;;
may-23;Radio;#¿NOMBRE?;Yandel 150 por Feid, Yandel;;
may-23;Radio;#¿NOMBRE?;TQG (Ultraman Remix) por Karol G, Shakira;;
may-23;Radio;#¿NOMBRE?;Sueltas por Piso 21;;
may-23;Radio;#¿NOMBRE?;I Feel Like Dancing por Jason Mraz;;
may-23;Radio;#¿NOMBRE?;Leave The Door Open por Bruno Mars, Anderson .Paak, Silk;;
may-23;Radio;#¿NOMBRE?;X SI VOLVEMOS por Karol G Ft. Romeo Santos;;
may-23;Radio;#¿NOMBRE?;ULTRA SOLO por Polimá Westcoast & Pailita;;
may-23;Radio;#¿NOMBRE?;Síntomas De Soltera por Paloma Mami, Pailita & El Jordan;;
may-23;Radio;#¿NOMBRE?;Centenas De Miles De Años por Denise Rosenthal;;
may-23;Radio;#¿NOMBRE?;LLYLM por Rosalía;;
may-23;Radio;#¿NOMBRE?;MIENTRAS ME CURO DEL CORA por Karol G;;
may-23;Radio;#¿NOMBRE?;Tu Falta De Querer por Mon Laferte;;
may-23;Radio;#¿NOMBRE?;Viva La Vida por Coldplay;;
may-23;Radio;#¿NOMBRE?;Ambulancia por Camilo & Camila Cabello;;
may-23;Radio;#¿NOMBRE?;Me EnRD por PRINCE ROYCE;;
may-23;Radio;#¿NOMBRE?;Classy 101 por Feid Y Young Miko;;
may-23;Radio;#¿NOMBRE?;Venga Pa' Acá por Pailita;;
may-23;Radio;#¿NOMBRE?;Te Felicito por Shakira & Rauw Alejandro;;
may-23;Radio;#¿NOMBRE?;Watermelon Sugar por Harry Styles;;
may-23;Radio;#¿NOMBRE?;Amame por Alexandre Pires;;
may-23;Radio;#¿NOMBRE?;Bad Habits por Ed Sheeran;;
may-23;Radio;#¿NOMBRE?;LACONE por Polimá Westcoast, Quevedo, Mora;;
may-23;Radio;#¿NOMBRE?;CUFF IT por Beyoncé;;
may-23;Radio;#¿NOMBRE?;Rara Vez por Taiu, Milo J;;
may-23;Radio;#¿NOMBRE?;Tacones Rojos por Sebastián Yatra;;
may-23;Radio;#¿NOMBRE?;Los Angeles por Aitana;;
may-23;Radio;#¿NOMBRE?;El Juego por Axl Quintanilla;;
may-23;Radio;#¿NOMBRE?;Rey por Los Bunkers;;
may-23;Radio;#¿NOMBRE?;Desconocidos por Mau Y Ricky, Manuel Turizo & Camilo;;
may-23;Radio;#¿NOMBRE?;La Terapia por Young Cister;;
may-23;Radio;#¿NOMBRE?;Me Gusta Todo De Ti por Noche De Brujas;;
may-23;Radio;#¿NOMBRE?;Una Noche En Medellín por Cris Mj;;
may-23;Radio;#¿NOMBRE?;Love Again por Dua Lipa;;
may-23;Radio;#¿NOMBRE?;Algún Día Volverás por Santaferia;;
may-23;Radio;#¿NOMBRE?;Ojitos Lindos por Bad Bunny, Bomba Estéreo;;
may-23;Radio;#¿NOMBRE?;Oyeme por Noche De Brujas;;
may-23;Radio;#¿NOMBRE?;Panamera por Standly;;
may-23;Radio;#¿NOMBRE?;ALGO MÁS (No Me Apures, Ni Me Pares) por La Combo TorLA COMBO TORTUGA;;
may-23;Radio;#¿NOMBRE?;Junio por Maluma;;
may-23;Radio;#¿NOMBRE?;Baladas Románticas Para Trabajar por Dj Baladas RomantUSA COPYGHT MUSIC GROUP;;
may-23;Radio;#¿NOMBRE?;Mama, Mamá (Live) por Los Nocheros;;
may-23;Radio;#¿NOMBRE?;Humanos A Marte por Chayanne;;
may-23;Radio;#¿NOMBRE?;Pegate por Standly;;
may-23;Radio;#¿NOMBRE?;No Te Enamores por Paloma Mami;;
may-23;Radio;#¿NOMBRE?;Acrostico por Shakira;;
may-23;Radio;#¿NOMBRE?;Feliz Cumpleaños Ferxxo por Feid;;
may-23;Radio;#¿NOMBRE?;Tormenta (Feat. Bad Bunny) por Gorillaz;;
may-23;Radio;#¿NOMBRE?;Amárrame Feat. Juanes por Mon Laferte;;
may-23;Radio;#¿NOMBRE?;El Condor Pasa por Grupo Quetzal;;
may-23;Radio;#¿NOMBRE?;Migajas por Denise Rosenthal;;
may-23;Radio;#¿NOMBRE?;La Muralla Verde por Los Enanitos Verdes;;
may-23;Radio;#¿NOMBRE?;Mi Droga por Myke Towers;;
may-23;Radio;#¿NOMBRE?;Young Hearts Run Free por Kim Mazelle;;
may-23;Radio;#¿NOMBRE?;One Kiss por Calvin Harris Feat Dua Lipa;;
may-23;Radio;#¿NOMBRE?;ME PORTO BONITO por Bad Bunny, Chencho Corleone;;
may-23;Radio;#¿NOMBRE?;Yo Te Diré por Miranda! & Lali;;
may-23;Radio;#¿NOMBRE?;Tití Me Preguntó por Bad Bunny;;
may-23;Radio;#¿NOMBRE?;LEVITATING por Dua Lipa;;
may-23;Radio;#¿NOMBRE?;Toy A Mil por Nicky Jam;;
may-23;Radio;#¿NOMBRE?;Mañana (Album Version) por Luis Jara;;
may-23;Radio;#¿NOMBRE?;La Fórmula por Maluma & Marc Anthony;;
may-23;Radio;#¿NOMBRE?;Fingías por Paloma Mami;;
may-23;Radio;#¿NOMBRE?;Don't Start Now por Dua Lipa;;
may-23;Radio;#¿NOMBRE?;CAN'T STOP THE FEELING! (Original Song From Dreamwork;;
may-23;Radio;#¿NOMBRE?;Mi EXXX por Wisin & Anuel Aa;;
jun-23;Radio;#¿NOMBRE?;No se ve por Emilia, Ludmilla, Zecca;;
jun-23;Radio;#¿NOMBRE?;Flowers por Cyrus, Miley;;
jun-23;Radio;#¿NOMBRE?;Un X100to por Grupo Frontera, Bad Bunny;;
jun-23;Radio;#¿NOMBRE?;Vagabundo por Sebastián Yatra Junto A Manuel Turizo Y BeUNIVERSAL MUSIC GROUP;;
jun-23;Radio;#¿NOMBRE?;Shakira: Bzrp Music Sessions, Vol. 53 por Bizarrap, ShakiraDALE PLAY RECORDS;;
jun-23;Radio;#¿NOMBRE?;Beso por Rosalía & Rauw Alejandro;;
jun-23;Radio;#¿NOMBRE?;Un Finde por Big One, Ke Personajes, Fmk;;
jun-23;Radio;#¿NOMBRE?;TQG por Karol G, Shakira;;
jun-23;Radio;#¿NOMBRE?;MERCHO por Lil Cake & Migrantes Feat. Nico Valdi;;
jun-23;Radio;#¿NOMBRE?;Dance The Night por Dua Lipa;;
jun-23;Radio;#¿NOMBRE?;La Bachata por Manuel Turizo;;
jun-23;Radio;#¿NOMBRE?;Anti-Hero por Taylor Swift;;
jun-23;Radio;#¿NOMBRE?;El Merengue por Marshmello & Manuel Turizo;;
jun-23;Radio;#¿NOMBRE?;Ella Baila Sola por Eslabon Armado, Peso Pluma;;
jun-23;Radio;#¿NOMBRE?;Despechá por Rosalía;;
jun-23;Radio;#¿NOMBRE?;Algún Día Volverás por Santaferia;;
jun-23;Radio;#¿NOMBRE?;Hey Mor Feat. Feid por Ozuna;;
jun-23;Radio;#¿NOMBRE?;Que Te Vaya Bien por Santa Feria Ft Zumbale Primo;;
jun-23;Radio;#¿NOMBRE?;Bailando Bachata por Chayanne;;
jun-23;Radio;#¿NOMBRE?;Blinding Lights por The Weeknd;;
jun-23;Radio;#¿NOMBRE?;Late Night Talking por Harry Styles;;
jun-23;Radio;#¿NOMBRE?;Me Gusta Todo De Ti por Noche De Brujas;;
jun-23;Radio;#¿NOMBRE?;About Damn Time por Lizzo;;
jun-23;Radio;#¿NOMBRE?;Baby Don't Hurt Me (Extended) por David Guetta & Anne-MWARNER MUSIC GROUP;;
jun-23;Radio;#¿NOMBRE?;Acrostico por Shakira;;
jun-23;Radio;#¿NOMBRE?;PROVENZA por Karol G;;
jun-23;Radio;#¿NOMBRE?;Los Del Espacio por Lit Killah, Tiago Pzk, Maria Becerra, Du;;
jun-23;Radio;#¿NOMBRE?;Die For You por The Weeknd & Ariana Grande;;
jun-23;Radio;#¿NOMBRE?;Quevedo: Bzrp Music Sessions, Vol. 52 por Bizarrap;;
jun-23;Radio;#¿NOMBRE?;Sheraton por El Jordan 23;;
jun-23;Radio;#¿NOMBRE?;Calm Down (With Selena Gomez) por Rema, Selena Gomez;;
jun-23;Radio;#¿NOMBRE?;Eyes Closed por Ed Sheeran;;
jun-23;Radio;#¿NOMBRE?;Watermelon Sugar por Harry Styles;;
jun-23;Radio;#¿NOMBRE?;Amargura por Karol G;;
jun-23;Radio;#¿NOMBRE?;Cold Heart (PNAU Remix) por Elton John, Dua Lipa;;
jun-23;Radio;#¿NOMBRE?;Me EnRD por PRINCE ROYCE;;
jun-23;Radio;#¿NOMBRE?;Classy 101 por Feid Y Young Miko;;
jun-23;Radio;#¿NOMBRE?;Cupid (Twin Ver.) por Fifty/Fifty;;
jun-23;Radio;#¿NOMBRE?;Buenos Aires por Luis Fonsi;;
jun-23;Radio;#¿NOMBRE?;Venga Pa' Acá por Pailita;;
jun-23;Radio;#¿NOMBRE?;Enamorado por Los Vasquez;;
jun-23;Radio;#¿NOMBRE?;I Feel Like Dancing por Jason Mraz;;
jun-23;Radio;#¿NOMBRE?;Leave The Door Open por Bruno Mars, Anderson .Paak, Silk;;
jun-23;Radio;#¿NOMBRE?;Bad Habits por Ed Sheeran;;
jun-23;Radio;#¿NOMBRE?;X SI VOLVEMOS por Karol G Ft. Romeo Santos;;
jun-23;Radio;#¿NOMBRE?;CUFF IT por Beyoncé;;
jun-23;Radio;#¿NOMBRE?;Yandel 150 por Feid, Yandel;;
jun-23;Radio;#¿NOMBRE?;ULTRA SOLO por Polimá Westcoast & Pailita;;
jun-23;Radio;#¿NOMBRE?;Síntomas De Soltera por Paloma Mami, Pailita & El Jordan;;
jun-23;Radio;#¿NOMBRE?;Hasta Viejitos por Alejandro González, Carlos Vives;;
jun-23;Radio;#¿NOMBRE?;CAN'T STOP THE FEELING! (Original Song From DreamworkSONY MUSIC ENTERTAINMENT;;
jun-23;Radio;#¿NOMBRE?;Mi EXXX por Wisin, Anuel Aa;;
jun-23;Radio;#¿NOMBRE?;Eligiendo Una Reina por Chancho En Piedra;;
jun-23;Radio;#¿NOMBRE?;Una Noche En Medellín por Cris Mj;;
jun-23;Radio;#¿NOMBRE?;Deep Down por Alok X Ella Eyre X Kenny Dope Feat. Never DCOLUMBIA/B1 RECORDINGS;;
jun-23;Radio;#¿NOMBRE?;Coco Loco por Maluma;;
jun-23;Radio;#¿NOMBRE?;Tu Falta De Querer por Mon Laferte;;
jun-23;Radio;#¿NOMBRE?;Llueve Sobre La Ciudad por Los Bunkers;;
jun-23;Radio;#¿NOMBRE?;Ambulancia por Camilo & Camila Cabello;;
jun-23;Radio;#¿NOMBRE?;Desconocidos por Mau Y Ricky, Manuel Turizo & Camilo;;
jun-23;Radio;#¿NOMBRE?;Qué Le Pasa Conmigo? por Nicki Nicole & Rels B;;
jun-23;Radio;#¿NOMBRE?;Get Lucky Feat. Pharrell Williams por Daft Punk;;
jun-23;Radio;#¿NOMBRE?;Everyday Is Like Sunday (2010 Digital Remaster) por MorrisWARNER MUSIC GROUP;;
jun-23;Radio;#¿NOMBRE?;Spanish Flea por Herb Alpert & The Tijuana Brass;;
jun-23;Radio;#¿NOMBRE?;LEVITATING por Dua Lipa;;
jun-23;Radio;#¿NOMBRE?;Dime Algo por Remers;;
jun-23;Radio;#¿NOMBRE?;TQG (Ultraman Remix) por Karol G, Shakira;;
jun-23;Radio;#¿NOMBRE?;Love Again por Dua Lipa;;
jun-23;Radio;#¿NOMBRE?;La Jumpa por Arcangel, Bad Bunny;;
jun-23;Radio;#¿NOMBRE?;Taca Taca por Ricardo Y Alberto;;
jun-23;Radio;#¿NOMBRE?;Pegate por Standly;;
jun-23;Radio;#¿NOMBRE?;Migajas por Denise Rosenthal;;
jun-23;Radio;#¿NOMBRE?;Friday I'm In Love por The Cure;;
jun-23;Radio;#¿NOMBRE?;El Juego por Axl Quintanilla;;
jun-23;Radio;#¿NOMBRE?;Mi Casa En El Arbol por Jorge González;;
jun-23;Radio;#¿NOMBRE?;Tití Me Preguntó por Bad Bunny;;
jun-23;Radio;#¿NOMBRE?;No Te Enamores por Paloma Mami;;
jun-23;Radio;#¿NOMBRE?;Adiós (Live Version) por Maria Becerra & Ráfaga;;
jun-23;Radio;#¿NOMBRE?;Te Felicito por Shakira & Rauw Alejandro;;
jun-23;Radio;#¿NOMBRE?;Panamera por Standly;;
jun-23;Radio;#¿NOMBRE?;Hold Me Closer por Elton John & Britney Spears;;
jun-23;Radio;#¿NOMBRE?;Sakate Uno por Santaferia;;
jun-23;Radio;#¿NOMBRE?;Tacones Rojos por Sebastián Yatra;;
jun-23;Radio;#¿NOMBRE?;Humanos A Marte por Chayanne;;
jun-23;Radio;#¿NOMBRE?;Me Entere por Tiago Pzk & Tini;;
jun-23;Radio;#¿NOMBRE?;Cupido por Tini;;
jun-23;Radio;#¿NOMBRE?;Cuéntaselo por Americo & Paola Jara;;
jun-23;Radio;#¿NOMBRE?;LACONE por Polimá Westcoast, Quevedo, Mora;;
jun-23;Radio;#¿NOMBRE?;Centenas De Miles De Años por Denise Rosenthal;;
jun-23;Radio;#¿NOMBRE?;Desesperados por Rauw Alejandro Y Chencho Corleone;;
jun-23;Radio;#¿NOMBRE?;Dance Monkey por Tones And I;;
jun-23;Radio;#¿NOMBRE?;Sueltas por Piso 21;;
jun-23;Radio;#¿NOMBRE?;Fingías por Paloma Mami;;
jun-23;Radio;#¿NOMBRE?;En La Intimidad por Big One, Emilia, Callejero Fino;;
jun-23;Radio;#¿NOMBRE?;Baladas Románticas Para Trabajar por Dj Baladas RomantUSA COPYGHT MUSIC GROUP;;
jun-23;Radio;#¿NOMBRE?;LLYLM por Rosalía;;
jun-23;Radio;#¿NOMBRE?;Oyeme por Noche De Brujas;;
jun-23;Radio;#¿NOMBRE?;Bailalo por Garras De Amor;;
jun-23;Radio;#¿NOMBRE?;Diablo, Que Chimba por Maluma & Anuel Aa;;
jun-23;Radio;#¿NOMBRE?;Los Angeles por Aitana;;
jul-23;Radio;#¿NOMBRE?;Flowers por Cyrus, Miley;;
jul-23;Radio;#¿NOMBRE?;Un X100to por Grupo Frontera, Bad Bunny;;
jul-23;Radio;#¿NOMBRE?;Vagabundo por Sebastián Yatra Junto A Manuel Turizo Y UNIVERSAL MUSIC GROUP;;
jul-23;Radio;#¿NOMBRE?;Beso por Rosalía & Rauw Alejandro;;
jul-23;Radio;#¿NOMBRE?;As It Was por Harry Styles;;
jul-23;Radio;#¿NOMBRE?;Los Del Espacio por Lit Killah, Tiago Pzk, Maria Becerra, DWARNER MUSIC GROUP;;
jul-23;Radio;#¿NOMBRE?;Shakira: Bzrp Music Sessions, Vol. 53 por Bizarrap, Shak DALE PLAY RECORDS;;
jul-23;Radio;#¿NOMBRE?;Dance The Night por Dua Lipa;;
jul-23;Radio;#¿NOMBRE?;Las Babys por Aitana;;
jul-23;Radio;#¿NOMBRE?;Un Finde por Big One, Ke Personajes, Fmk;;
jul-23;Radio;#¿NOMBRE?;Ella Baila Sola por Eslabon Armado, Peso Pluma;;
jul-23;Radio;#¿NOMBRE?;TQG por Karol G, Shakira;;
jul-23;Radio;#¿NOMBRE?;La Bachata por Manuel Turizo;;
jul-23;Radio;#¿NOMBRE?;Despechá por Rosalía;;
jul-23;Radio;#¿NOMBRE?;El Merengue por Marshmello & Manuel Turizo;;
jul-23;Radio;#¿NOMBRE?;Coco Loco por Maluma;;
jul-23;Radio;#¿NOMBRE?;Lala por Myke Towers;;
jul-23;Radio;#¿NOMBRE?;Bailando Bachata por Chayanne;;
jul-23;Radio;#¿NOMBRE?;Blinding Lights por The Weeknd;;
jul-23;Radio;#¿NOMBRE?;Anti-Hero por Taylor Swift;;
jul-23;Radio;#¿NOMBRE?;Late Night Talking por Harry Styles;;
jul-23;Radio;#¿NOMBRE?;MERCHO por Lil Cake & Migrantes Feat. Nico Valdi;;
jul-23;Radio;#¿NOMBRE?;Al Ritmo Del Tigre por Los Dinos De Chile;;
jul-23;Radio;#¿NOMBRE?;Amargura por Karol G;;
jul-23;Radio;#¿NOMBRE?;PROVENZA por Karol G;;
jul-23;Radio;#¿NOMBRE?;Would I Lie To You? por Charles & Eddie;;
jul-23;Radio;#¿NOMBRE?;Mon Amour (Remix) por Zzoilo, Aitana;;
jul-23;Radio;#¿NOMBRE?;Algún Día Volverás por Santaferia;;
jul-23;Radio;#¿NOMBRE?;Baby Don't Hurt Me (Extended) por David Guetta & AnneWARNER MUSIC GROUP;;
jul-23;Radio;#¿NOMBRE?;Venga Pa' Acá por Pailita;;
jul-23;Radio;#¿NOMBRE?;Me Gusta Todo De Ti por Noche De Brujas;;
jul-23;Radio;#¿NOMBRE?;Te Vas por Américo;;
jul-23;Radio;#¿NOMBRE?;Acrostico por Shakira;;
jul-23;Radio;#¿NOMBRE?;Hey Mor Feat. Feid por Ozuna;;
jul-23;Radio;#¿NOMBRE?;Pure De Papas por Cecilia;;
jul-23;Radio;#¿NOMBRE?;Eyes Closed por Ed Sheeran;;
jul-23;Radio;#¿NOMBRE?;Calm Down (With Selena Gomez) por Rema, Selena GomMAVIN RECORDS / JONZING WORLD;;
jul-23;Radio;#¿NOMBRE?;Vampire por Olivia Rodrigo;;
jul-23;Radio;#¿NOMBRE?;Cold Heart (PNAU Remix) por Elton John, Dua Lipa;;
jul-23;Radio;#¿NOMBRE?;El Juego por Axl Quintanilla;;
jul-23;Radio;#¿NOMBRE?;Copa Vacia por Shakira & Manuel Turizo;;
jul-23;Radio;#¿NOMBRE?;LACONE por Polimá Westcoast, Quevedo, Mora;;
jul-23;Radio;#¿NOMBRE?;Quevedo: Bzrp Music Sessions, Vol. 52 por Bizarrap;;
jul-23;Radio;#¿NOMBRE?;Leave The Door Open por Bruno Mars, Anderson .Paak, S WARNER MUSIC GROUP;;
jul-23;Radio;#¿NOMBRE?;Que Te Vaya Bien por Santa Feria Ft Zumbale Primo;;
jul-23;Radio;#¿NOMBRE?;Nightingale (Live) por Yanni;;
jul-23;Radio;#¿NOMBRE?;I Feel Like Dancing por Jason Mraz;;
jul-23;Radio;#¿NOMBRE?;Me EnRD por PRINCE ROYCE;;
jul-23;Radio;#¿NOMBRE?;Adiós (Live Version) por Maria Becerra & Ráfaga;;
jul-23;Radio;#¿NOMBRE?;Classy 101 por Feid Y Young Miko;;
jul-23;Radio;#¿NOMBRE?;About Damn Time por Lizzo;;
jul-23;Radio;#¿NOMBRE?;Watermelon Sugar por Harry Styles;;
jul-23;Radio;#¿NOMBRE?;Tu Falta De Querer por Mon Laferte;;
jul-23;Radio;#¿NOMBRE?;Las Cartas por Kamm;;
jul-23;Radio;#¿NOMBRE?;Bad Habits por Ed Sheeran;;
