Fecha;Medio;Posición;Artista;Canción;Género;Nacionalidad
ene-21;Spotify;#¿NOMBRE?;KAROL G;Ay, DiOs Mío!;Pop;Colombia
ene-21;Spotify;#¿NOMBRE?;J Balvin, Dua Lipa, Bad Bunny, Tainy;UN DIA (ONE DAY) (Feat. Tainy);Reggaeton;Puerto Rico
ene-21;Spotify;#¿NOMBRE?;Rauw Alejandro, Camilo;Tattoo - Remix with Camilo;Reggaeton;Colombia
ene-21;Spotify;#¿NOMBRE?;Jay Wheeler, Myke Towers, Rauw Alejandro, DJ Nelson, JHAYCO, Lunay, Kendo Kaponi;La Curiosidad (feat. Dj Nelson, JHAYCO, Lunay & Kendo Kaponi) - Blue Grand Prix Remix;Reggaeton;Puerto Rico
ene-21;Spotify;#¿NOMBRE?;Maluma, Lenny Tavárez, Justin Quiles;Parce (feat. Justin Quiles);Pop/Urbano;Colombia
ene-21;Spotify;#¿NOMBRE?;Ozuna, Camilo;Despeinada;Reggaeton;Puerto Rico
ene-21;Spotify;#¿NOMBRE?;Nio Garcia, Anuel AA, Myke Towers, Brray, Juanka;La Jeepeta - Remix;Pop;Puerto Rico
ene-21;Spotify;#¿NOMBRE?;Anuel AA, Ozuna;Los Dioses;Pop/R&B;Puerto Rico
ene-21;Spotify;#¿NOMBRE?;Rauw Alejandro, J Balvin;De Cora <3;Electrónica;Puerto Rico
ene-21;Spotify;#¿NOMBRE?;Olivia Rodrigo;drivers license;Reggaeton;Puerto Rico
ene-21;Spotify;#¿NOMBRE?;Lele Pons, Guaynaa;Se Te Nota (with Guaynaa);Pop Latino;Venezuela
ene-21;Spotify;#¿NOMBRE?;Flow La Movie, Nio Garcia, Casper Magico;Travesuras;Reggaeton;Puerto Rico
ene-21;Spotify;#¿NOMBRE?;Jerry Di;Mi Cuarto;Reggaeton;Puerto Rico
ene-21;Spotify;#¿NOMBRE?;Camilo;Ropa Cara;Reggaeton;Colombia
ene-21;Spotify;#¿NOMBRE?;JHAYCO, Bad Bunny;CÓMO SE SIENTE - Remix;Reggaeton;Venezuela
ene-21;Spotify;#¿NOMBRE?;C. Tangana, Niño de Elche, La Húngara;Tú Me Dejaste De Querer;Reggaeton;España
ene-21;Spotify;#¿NOMBRE?;Yan Block, Jay Wheeler, DJ Nelson;Vete Pal Carajo;Reggaeton;Puerto Rico
ene-21;Spotify;#¿NOMBRE?;Bad Bunny;HACIENDO QUE ME AMAS;Reggaeton;Puerto Rico
ene-21;Spotify;#¿NOMBRE?;Ozuna;Caramelo;Pop;España
ene-21;Spotify;#¿NOMBRE?;Bizarrap, NATHY PELUSO;Nathy Peluso: Bzrp Music Sessions, Vol. 36;Pop;Argentina
ene-21;Spotify;#¿NOMBRE?;Ak4:20;Rata Tan Tan;Hip-Hop;Chile
ene-21;Spotify;#¿NOMBRE?;J Balvin;Azul;Pop Latino;Puerto Rico
ene-21;Spotify;#¿NOMBRE?;The Weeknd;Blinding Lights;Reggaeton;Canadá
ene-21;Spotify;#¿NOMBRE?;Daddy Yankee, Anuel AA, Kendo Kaponi;Don Don;Reggaeton;Puerto Rico
ene-21;Spotify;#¿NOMBRE?;Rauw Alejandro, Arcángel, Randy;Soy Una Gargola;R&B/Hip-Hop;Puerto Rico
ene-21;Spotify;#¿NOMBRE?;Manuel Turizo, Wisin & Yandel;Mala Costumbre;Cumbia;Puerto Rico
ene-21;Spotify;#¿NOMBRE?;Sech, J Balvin;La Luz;Rock;Panamá
ene-21;Spotify;#¿NOMBRE?;Lunay, Brytiago, Revol, Myke Towers, Rauw Alejandro;Fantasia Sexual;Reggaeton;Puerto Rico
ene-21;Spotify;#¿NOMBRE?;Myke Towers;Explícito;Reggaeton;Puerto Rico
ene-21;Spotify;#¿NOMBRE?;Anuel AA, Ozuna;Nena Buena;Reggaeton;Puerto Rico
ene-21;Spotify;#¿NOMBRE?;Anuel AA, Ozuna;100;Reggaeton;Puerto Rico
ene-21;Spotify;#¿NOMBRE?;Bad Bunny;BOOKER T;Reggaeton;Puerto Rico
ene-21;Spotify;#¿NOMBRE?;KAROL G, Nicki Minaj;Tusa;Reggaeton;Puerto Rico
ene-21;Spotify;#¿NOMBRE?;Anuel AA, Ozuna;Municiones;Reggaeton;Puerto Rico
ene-21;Spotify;#¿NOMBRE?;Anuel AA, Bad Bunny;Hasta Que Dios Diga;Reggaeton;Colombia
ene-21;Spotify;#¿NOMBRE?;Kiddtetoon, Diego Smith, Ozuna;Illuminati - Remix;Reggaeton;Chile
ene-21;Spotify;#¿NOMBRE?;Brytiago, Jay Wheeler;Desnudarte;R&B/Alternative;Puerto Rico
ene-21;Spotify;#¿NOMBRE?;Bad Bunny, Daddy Yankee;La Santa;Reggaeton;Puerto Rico
ene-21;Spotify;#¿NOMBRE?;Anuel AA, Ozuna;Nunca;Pop;Puerto Rico
ene-21;Spotify;#¿NOMBRE?;Anuel AA, Ozuna;RD;Reggaeton;Puerto Rico
ene-21;Spotify;#¿NOMBRE?;Arcángel, Justin Quiles, Eladio Carrion, De La Ghetto;Tussi;Reggaeton;Puerto Rico
ene-21;Spotify;#¿NOMBRE?;Ozuna, KAROL G, Myke Towers;Caramelo - Remix;Reggaeton;Puerto Rico
ene-21;Spotify;#¿NOMBRE?;Anuel AA, Ozuna;Dime Tú;Reggaeton;Puerto Rico
ene-21;Spotify;#¿NOMBRE?;Harry Nach;Tak Tiki Tak;Reggaeton;Chile
ene-21;Spotify;#¿NOMBRE?;Piso 21, Maluma;Más De La Una;Pop/R&B;Puerto Rico
ene-21;Spotify;#¿NOMBRE?;Bad Bunny, Jowell & Randy, Ñengo Flow;Safaera;Reggaeton;Puerto Rico
ene-21;Spotify;#¿NOMBRE?;Camilo;Favorito;Reggaeton;Colombia
ene-21;Spotify;#¿NOMBRE?;Bad Bunny;A Tu Merced;Pop Latino;Puerto Rico
ene-21;Spotify;#¿NOMBRE?;Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow;Hola - Remix;Reggaeton;Puerto Rico
ene-21;Spotify;#¿NOMBRE?;Black Eyed Peas, Shakira;GIRL LIKE ME;Reggaeton;Estados Unidos
ene-21;Spotify;#¿NOMBRE?;Bad Bunny;La Difícil;Reggaeton;Puerto Rico
ene-21;Spotify;#¿NOMBRE?;Tainy, J Balvin;Agua (with J Balvin);Reggaeton;Puerto Rico
ene-21;Spotify;#¿NOMBRE?;Super Yei, Sammy Baby, Jone Quest, Myke Towers, Lenny Tavárez, Rafa Pabön;La Forma en Que Me Miras;Pop Latino;Puerto Rico
ene-21;Spotify;#¿NOMBRE?;Harry Styles;Watermelon Sugar;Cumbia;Reino Unido
ene-21;Spotify;#¿NOMBRE?;Bad Bunny, Sech;Ignorantes;Reggaeton;Puerto Rico
ene-21;Spotify;#¿NOMBRE?;Rauw Alejandro;Enchule;R&B/Pop;Puerto Rico
ene-21;Spotify;#¿NOMBRE?;JHAYCO, J Balvin, Bad Bunny;No Me Conoce - Remix;Reggaeton;Puerto Rico
ene-21;Spotify;#¿NOMBRE?;Anuel AA, Ozuna;Perreo;Reggaeton;Puerto Rico
ene-21;Spotify;#¿NOMBRE?;Dua Lipa;Don't Start Now;Reggaeton;Reino Unido
ene-21;Spotify;#¿NOMBRE?;Lyanno, Rauw Alejandro, Lenny Tavárez, Maria Becerra;En Tu Cuerpo - Remix;Reggaeton;Puerto Rico
ene-21;Spotify;#¿NOMBRE?;Rauw Alejandro, Dalex, Lenny Tavárez, Dímelo Flow;Elegí (feat. Dímelo Flow);Pop/Urbano;Puerto Rico
ene-21;Spotify;#¿NOMBRE?;Bad Bunny;Vete;Reggaeton;Puerto Rico
ene-21;Spotify;#¿NOMBRE?;Bad Bunny;Si Veo a Tu Mamá;Pop;Puerto Rico
ene-21;Spotify;#¿NOMBRE?;Bad Bunny, Mora;Una Vez;Electrónica;Puerto Rico
ene-21;Spotify;#¿NOMBRE?;Anuel AA;Reggaetonera;Pop;Puerto Rico
ene-21;Spotify;#¿NOMBRE?;Bad Bunny;Yo Perreo Sola;Reggaeton;Puerto Rico
ene-21;Spotify;#¿NOMBRE?;Rauw Alejandro, Chencho Corleone, KEVVO, Bryant Myers, Lyanno, Dalex;El Efecto - Remix;Pop;Puerto Rico
ene-21;Spotify;#¿NOMBRE?;Camilo, Pablo Alborán;El Mismo Aire - con Pablo Alborán;Pop;Colombia
ene-21;Spotify;#¿NOMBRE?;Rauw Alejandro;Dile a El;Reggaeton;Puerto Rico
ene-21;Spotify;#¿NOMBRE?;Billie Eilish, ROSALÍA;Lo Vas A Olvidar (with ROSALÍA);Pop Latino;Estados Unidos
ene-21;Spotify;#¿NOMBRE?;Manuel Turizo;Quiéreme Mientras Se Pueda;Reggaeton;Puerto Rico
ene-21;Spotify;#¿NOMBRE?;Ovy On The Drums, Danny Ocean, KAROL G;Miedito o Qué? (feat. KAROL G);Reggaeton;Colombia
ene-21;Spotify;#¿NOMBRE?;Jowell & Randy, J Balvin;Anaranjado;Reggaeton;Puerto Rico
ene-21;Spotify;#¿NOMBRE?;Maluma, Myke Towers;Madrid (feat. Myke Towers);Pop;Colombia
ene-21;Spotify;#¿NOMBRE?;Reik, Farruko, Camilo;Si Me Dices Que Sí;Reggaeton;México
feb-21;Spotify;#¿NOMBRE?;Myke Towers, Juhn;Bandido;Reggaeton;Puerto Rico
feb-21;Spotify;#¿NOMBRE?;Bad Bunny, JHAYCO;DÁKITI;Reggaeton;Puerto Rico
feb-21;Spotify;#¿NOMBRE?;Los Legendarios, Wisin, JHAYCO;Fiel;Reggaeton;Puerto Rico
feb-21;Spotify;#¿NOMBRE?;Bad Bunny, ROSALÍA;LA NOCHE DE ANOCHE;Reggaeton;Puerto Rico
feb-21;Spotify;#¿NOMBRE?;Boza;Hecha Pa' Mi;R&B;Panamá
feb-21;Spotify;#¿NOMBRE?;KAROL G;BICHOTA;Reggaeton;Colombia
feb-21;Spotify;#¿NOMBRE?;Rauw Alejandro, Anuel AA;Reloj;R&B/Hip-Hop;Puerto Rico
feb-21;Spotify;#¿NOMBRE?;Milly, Farruko, Nio Garcia, Jay Wheeler, Amenazzy;No Te Enamores - Remix;Reggaeton;Puerto Rico
feb-21;Spotify;#¿NOMBRE?;Rochy RD, Myke Towers, Nicki Nicole;Ella No Es Tuya - Remix;Reggaeton;República Dominicana
feb-21;Spotify;#¿NOMBRE?;Nicky Jam, Myke Towers;Polvo;Reggaeton;Estados Unidos
feb-21;Spotify;#¿NOMBRE?;Bad Bunny;TE MUDASTE;Reggaeton;Puerto Rico
feb-21;Spotify;#¿NOMBRE?;Ozuna, J Balvin, Chencho Corleone;Una Locura;Pop Latino;Puerto Rico
feb-21;Spotify;#¿NOMBRE?;Justin Quiles;Ponte Pa' Mi;Reggaeton;Colombia
feb-21;Spotify;#¿NOMBRE?;Manuel Turizo, Rauw Alejandro, Myke Towers;La Nota;Reggaeton;Puerto Rico
feb-21;Spotify;#¿NOMBRE?;Selena Gomez, Rauw Alejandro;Baila Conmigo (with Rauw Alejandro);Reggaeton;Puerto Rico
feb-21;Spotify;#¿NOMBRE?;El Futuro Fuera De Orbita, Harry Nach, La Nevula23 Productor;Juju Juju;Reggaeton;Republica
feb-21;Spotify;#¿NOMBRE?;Wisin, Myke Towers, Los Legendarios;Mi Niña;Reggaeton;Puerto Rico
feb-21;Spotify;#¿NOMBRE?;KEVIN ROLDAN, Bryant Myers, Lyanno;HASTA ABAJO;Reggaeton;Colombia
feb-21;Spotify;#¿NOMBRE?;Sech;911;Reggaeton;Panamá
feb-21;Spotify;#¿NOMBRE?;Farruko;La Tóxica;Reggaeton;Puerto Rico
feb-21;Spotify;#¿NOMBRE?;Sech, Daddy Yankee, J Balvin, ROSALÍA, Farruko;Relación - Remix;Pop;Puerto Rico
feb-21;Spotify;#¿NOMBRE?;Migrantes, Alico;Si Me Tomo Una Cerveza;Reggaeton;Argentina
feb-21;Spotify;#¿NOMBRE?;Nicky Jam, Romeo Santos;Fan de Tus Fotos;Reggaeton;Puerto Rico
feb-21;Spotify;#¿NOMBRE?;Myke Towers;Explícito;Reggaeton;Puerto Rico
feb-21;Spotify;#¿NOMBRE?;Justin Quiles;Jeans;Pop;Puerto Rico
feb-21;Spotify;#¿NOMBRE?;Maluma;Hawái;Reggaeton;Colombia
feb-21;Spotify;#¿NOMBRE?;Mora, Lunay;Cuando Sera;Reggaeton;Puerto Rico
feb-21;Spotify;#¿NOMBRE?;Sebastian Yatra, Guaynaa;Chica Ideal;R&B/Alternative;Puerto Rico
feb-21;Spotify;#¿NOMBRE?;Ak4:20;Skyline;Reggaeton;Chile
feb-21;Spotify;#¿NOMBRE?;Manuel Turizo, Wisin & Yandel;Mala Costumbre;Reggaeton;Puerto Rico
feb-21;Spotify;#¿NOMBRE?;Camilo, El Alfa;BEBÉ;Rap;Colombia
feb-21;Spotify;#¿NOMBRE?;Camilo;Vida de Rico;Reggaeton;Colombia
feb-21;Spotify;#¿NOMBRE?;Maluma, Lenny Tavárez, Justin Quiles;Parce (feat. Justin Quiles);Reggaeton;Puerto Rico
feb-21;Spotify;#¿NOMBRE?;The Weeknd;Blinding Lights;R&B;Canada
feb-21;Spotify;#¿NOMBRE?;Camilo;Ropa Cara;Pop Latino;Colombia
feb-21;Spotify;#¿NOMBRE?;Kali Uchis;telepatía;Reggaeton;Estados Unidos
feb-21;Spotify;#¿NOMBRE?;Jay Wheeler, Myke Towers, Rauw Alejandro, DJ Nelson, JHAYCO, Lunay, Kendo Kaponi;La Curiosidad (feat. Dj Nelson, JHAYCO, Lunay & Kendo Kaponi) - Blue Grand Prix Remix;Reggaeton;Puerto Rico
feb-21;Spotify;#¿NOMBRE?;Jay Wheeler, DJ Nelson, Myke Towers;La Curiosidad;Reggaeton;Reino Unido
feb-21;Spotify;#¿NOMBRE?;Lele Pons, Guaynaa;Se Te Nota (with Guaynaa);Electrónica;Venezuela
feb-21;Spotify;#¿NOMBRE?;J Balvin, Dua Lipa, Bad Bunny, Tainy;UN DIA (ONE DAY) (Feat. Tainy);Reggaeton;Puerto Rico
feb-21;Spotify;#¿NOMBRE?;KAROL G, Anuel AA, J Balvin;LOCATION;Hip-Hop;Colombia
feb-21;Spotify;#¿NOMBRE?;Rauw Alejandro, J Balvin;De Cora <3;R&B/Pop;Puerto Rico
feb-21;Spotify;#¿NOMBRE?;Jerry Di;Mi Cuarto;Reggaeton;Panamá
feb-21;Spotify;#¿NOMBRE?;Bad Bunny;BOOKER T;Cumbia;Puerto Rico
feb-21;Spotify;#¿NOMBRE?;Flow La Movie, Nio Garcia, Casper Magico;Travesuras;Reggaeton;Panamá
feb-21;Spotify;#¿NOMBRE?;C. Tangana, Niño de Elche, La Húngara;Tú Me Dejaste De Querer;Pop/R&B;España
feb-21;Spotify;#¿NOMBRE?;Anuel AA, Ozuna;Antes;Pop;Puerto Rico
feb-21;Spotify;#¿NOMBRE?;Ak4:20;Rata Tan Tan;Reggaeton;Chile
feb-21;Spotify;#¿NOMBRE?;Bad Bunny;HACIENDO QUE ME AMAS;Reggaeton;Puerto Rico
feb-21;Spotify;#¿NOMBRE?;Rauw Alejandro, Camilo;Tattoo - Remix with Camilo;Pop Alternativo;Colombia
feb-21;Spotify;#¿NOMBRE?;KAROL G;Ay, DiOs Mío!;Reggaeton;Colombia
feb-21;Spotify;#¿NOMBRE?;Olivia Rodrigo;drivers license;Pop/Urbano;Estados Unidos
feb-21;Spotify;#¿NOMBRE?;Ozuna, Camilo;Despeinada;Trap;Puerto Rico
feb-21;Spotify;#¿NOMBRE?;JHAYCO, Bad Bunny;CÓMO SE SIENTE - Remix;Reggaeton;Colombia
feb-21;Spotify;#¿NOMBRE?;Yan Block, Jay Wheeler, DJ Nelson;Vete Pal Carajo;Reggaeton;Puerto Rico
feb-21;Spotify;#¿NOMBRE?;Lyanno, Rauw Alejandro, Lenny Tavárez, Maria Becerra;En Tu Cuerpo - Remix;Reggaeton;Puerto Rico
feb-21;Spotify;#¿NOMBRE?;Paloma Mami;Religiosa;Reggaeton;Puerto Rico
feb-21;Spotify;#¿NOMBRE?;Bizarrap, NATHY PELUSO;Nathy Peluso: Bzrp Music Sessions, Vol. 36;Reggaeton;Argentina
feb-21;Spotify;#¿NOMBRE?;Nio Garcia, Anuel AA, Myke Towers, Brray, Juanka;La Jeepeta - Remix;Pop;Puerto Rico
feb-21;Spotify;#¿NOMBRE?;Sech, J Balvin;La Luz;Reggaeton;Panamá
feb-21;Spotify;#¿NOMBRE?;Piso 21, Maluma;Más De La Una;R&B/Pop;Puerto Rico
feb-21;Spotify;#¿NOMBRE?;Bad Bunny, Daddy Yankee;La Santa;Reggaeton;Puerto Rico
feb-21;Spotify;#¿NOMBRE?;Ozuna;Caramelo;Reggaeton;Puerto Rico
feb-21;Spotify;#¿NOMBRE?;Maluma;Agua de Jamaica;Pop Latino;Colombia
feb-21;Spotify;#¿NOMBRE?;KAROL G, Nicki Minaj;Tusa;Reggaeton;Colombia
feb-21;Spotify;#¿NOMBRE?;The Weeknd;Save Your Tears;Reggaeton;Canadá
feb-21;Spotify;#¿NOMBRE?;Wisin, Yandel, Farruko, Jon Z, Don Chezina, Chencho Corleone, Myke Towers;3G (feat. Jon Z, Don Chezina, Chencho Corleone & Myke Towers) - Remix;Pop;Republica Dominicana
feb-21;Spotify;#¿NOMBRE?;Rauw Alejandro, Arcángel, Randy;Soy Una Gargola;Reggaeton;Puerto Rico
feb-21;Spotify;#¿NOMBRE?;Super Yei, Sammy Baby, Jone Quest, Myke Towers, Lenny Tavárez, Rafa Pabön;La Forma en Que Me Miras;Pop Latino;Colombia
feb-21;Spotify;#¿NOMBRE?;Brytiago, Jay Wheeler;Desnudarte;Reggaeton;Puerto Rico
feb-21;Spotify;#¿NOMBRE?;Kiddtetoon, Diego Smith, Ozuna;Illuminati - Remix;Reggaeton;Chile
feb-21;Spotify;#¿NOMBRE?;Jeeiph;Bonita;Reggaeton;España
feb-21;Spotify;#¿NOMBRE?;Bad Bunny;A Tu Merced;Reggaeton;Puerto Rico
feb-21;Spotify;#¿NOMBRE?;Bad Bunny, Jowell & Randy, Ñengo Flow;Safaera;Reggaeton;Puerto Rico
feb-21;Spotify;#¿NOMBRE?;Arcángel, Justin Quiles, Eladio Carrion, De La Ghetto;Tussi;Rap;Puerto Rico
feb-21;Spotify;#¿NOMBRE?;Anuel AA, Bad Bunny;Hasta Que Dios Diga;Reggaeton;Puerto Rico
feb-21;Spotify;#¿NOMBRE?;Bad Bunny;La Difícil;Reggaeton;Puerto Rico
feb-21;Spotify;#¿NOMBRE?;Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow;Hola - Remix;K-Pop;Puerto Rico
feb-21;Spotify;#¿NOMBRE?;Ozuna, KAROL G, Myke Towers;Caramelo - Remix;Reggaeton;Puerto Rico
feb-21;Spotify;#¿NOMBRE?;Daddy Yankee, Anuel AA, Kendo Kaponi;Don Don;Pop;Puerto Rico
feb-21;Spotify;#¿NOMBRE?;Rauw Alejandro;Dile a El;Pop;Puerto Rico
feb-21;Spotify;#¿NOMBRE?;Harry Styles;Watermelon Sugar;Dembow;Reino Unido
feb-21;Spotify;#¿NOMBRE?;Mora, JHAYCO;512;Reggaeton;Puerto Rico
feb-21;Spotify;#¿NOMBRE?;Bad Bunny, Sech;Ignorantes;Reggaeton;Puerto Rico
feb-21;Spotify;#¿NOMBRE?;JHAYCO, J Balvin, Bad Bunny;No Me Conoce - Remix;Reggaeton;Venezuela
feb-21;Spotify;#¿NOMBRE?;Dua Lipa;Don't Start Now;Reggaeton;Reino Unido
feb-21;Spotify;#¿NOMBRE?;Camilo;Favorito;Reggaeton;Colombia
feb-21;Spotify;#¿NOMBRE?;Black Eyed Peas, Shakira;GIRL LIKE ME;Reggaeton;Estados Unidos
feb-21;Spotify;#¿NOMBRE?;Luis Fonsi, Rauw Alejandro;Vacío;Reggaeton;Puerto Rico
feb-21;Spotify;#¿NOMBRE?;Bad Bunny;Vete;Reggaeton;Puerto Rico
feb-21;Spotify;#¿NOMBRE?;Bad Bunny, Mora;Una Vez;Reggaeton;Estados Unidos
feb-21;Spotify;#¿NOMBRE?;J Balvin, Bad Bunny;LA CANCIÓN;Reggaeton;Puerto Rico
feb-21;Spotify;#¿NOMBRE?;Bad Bunny;Si Veo a Tu Mamá;Reggaeton;Puerto Rico
feb-21;Spotify;#¿NOMBRE?;Ovy On The Drums, Danny Ocean, KAROL G;Miedito o Qué? (feat. KAROL G);Reggaeton;Colombia
feb-21;Spotify;#¿NOMBRE?;Rauw Alejandro, Chencho Corleone, KEVVO, Bryant Myers, Lyanno, Dalex;El Efecto - Remix;Reggaeton;Puerto Rico
feb-21;Spotify;#¿NOMBRE?;Tainy, J Balvin;Agua (with J Balvin);R&B;Puerto Rico
feb-21;Spotify;#¿NOMBRE?;Doja Cat;Streets;Electrónica;Estados Unidos
feb-21;Spotify;#¿NOMBRE?;Santaferia;Algún Día Volverás;Pop;Chile
feb-21;Spotify;#¿NOMBRE?;Rauw Alejandro, Dalex, Lenny Tavárez, Dímelo Flow;Elegí (feat. Dímelo Flow);Reggaeton;Puerto Rico
feb-21;Spotify;#¿NOMBRE?;The Police;Every Breath You Take;R&B/Alternative;Estados Unidos
mar-21;Spotify;#¿NOMBRE?;Los Legendarios, Wisin, JHAYCO;Fiel;Hip-Hop;Puerto Rico
mar-21;Spotify;#¿NOMBRE?;Myke Towers, Juhn;Bandido;Reggaeton;Puerto Rico
mar-21;Spotify;#¿NOMBRE?;Bad Bunny, JHAYCO;DÁKITI;Pop Latino;Puerto Rico
mar-21;Spotify;#¿NOMBRE?;Rochy RD, Myke Towers, Nicki Nicole;Ella No Es Tuya - Remix;Reggaeton;República Dominicana
mar-21;Spotify;#¿NOMBRE?;Sech;911;Pop;Panama
mar-21;Spotify;#¿NOMBRE?;Bad Bunny, ROSALÍA;LA NOCHE DE ANOCHE;Pop;Puerto Rico
mar-21;Spotify;#¿NOMBRE?;El Futuro Fuera De Orbita, Harry Nach, La Nevula23 Productor;Juju Juju;Reggaeton;Puerto Rico
mar-21;Spotify;#¿NOMBRE?;Myke Towers;Explícito;Reggaeton;Puerto Rico
mar-21;Spotify;#¿NOMBRE?;Boza;Hecha Pa' Mi;R&B/Hip-Hop;Puerto Rico
mar-21;Spotify;#¿NOMBRE?;KAROL G;BICHOTA;Reggaeton;Colombia
mar-21;Spotify;#¿NOMBRE?;Milly, Farruko, Nio Garcia, Jay Wheeler, Amenazzy;No Te Enamores - Remix;R&B/Pop;Puerto Rico
mar-21;Spotify;#¿NOMBRE?;Kali Uchis;telepatía;Reggaeton;Estados Unidos
mar-21;Spotify;#¿NOMBRE?;Rauw Alejandro, Anuel AA;Reloj;Reggaeton;Colombia
mar-21;Spotify;#¿NOMBRE?;Selena Gomez, Rauw Alejandro;Baila Conmigo (with Rauw Alejandro);Reggaeton;Estados Unidos
mar-21;Spotify;#¿NOMBRE?;Daddy Yankee;PROBLEMA;Reggaeton;Puerto Rico
mar-21;Spotify;#¿NOMBRE?;Nicky Jam, Myke Towers;Polvo;Reggaeton;Puerto Rico
mar-21;Spotify;#¿NOMBRE?;Bad Bunny;TE MUDASTE;Reggaeton;Puerto Rico
mar-21;Spotify;#¿NOMBRE?;Ak4:20;Skyline;Reggaeton;Chile
mar-21;Spotify;#¿NOMBRE?;Ak4:20;Siempre Fine;Reggaeton;Chile
mar-21;Spotify;#¿NOMBRE?;Manuel Turizo, Rauw Alejandro, Myke Towers;La Nota;Vallenato;Puerto Rico
mar-21;Spotify;#¿NOMBRE?;Justin Quiles;Ponte Pa' Mi;Pop;Colombia
mar-21;Spotify;#¿NOMBRE?;Paloma Mami;Religiosa;Pop/Urbano;Chile
mar-21;Spotify;#¿NOMBRE?;Nio Garcia, Casper Magico, Ozuna, Wisin & Yandel, Myke Towers, Flow La Movie;Travesuras - Remix;Reggaeton;Colombia
mar-21;Spotify;#¿NOMBRE?;Nicky Jam, Romeo Santos;Fan de Tus Fotos;Reggaeton;Colombia
mar-21;Spotify;#¿NOMBRE?;Ozuna, J Balvin, Chencho Corleone;Una Locura;Cumbia;Puerto Rico
mar-21;Spotify;#¿NOMBRE?;Camilo, Evaluna Montaner;Machu Picchu;Reggaeton;Colombia
mar-21;Spotify;#¿NOMBRE?;Wisin, Myke Towers, Los Legendarios;Mi Niña;Reggaeton;Puerto Rico
mar-21;Spotify;#¿NOMBRE?;JHAYCO;Christian Dior;Reggaeton;Puerto Rico
mar-21;Spotify;#¿NOMBRE?;KEVIN ROLDAN, Bryant Myers, Lyanno;HASTA ABAJO;Reggaeton;Puerto Rico
mar-21;Spotify;#¿NOMBRE?;Rusherking, KHEA, Duki, Maria Becerra, LIT killah, Tiago PZK;Además de Mí - Remix;Reggaeton;Argentina
mar-21;Spotify;#¿NOMBRE?;Ak4:20;Rata Tan Tan;Pop Latino;Chile
