Fecha;Medio;Posición;Artista;Canción;Género;Nacionalidad
ene-24;Spotify;#¿NOMBRE?;Santaferia, Grupo Zúmbale Primo;Que Te Vaya Bien;;
ene-24;Spotify;#¿NOMBRE?;Emilia, TINI;La_Original.mp3;;
ene-24;Spotify;#¿NOMBRE?;Milo j;M.A.I;;
ene-24;Spotify;#¿NOMBRE?;Bad Gyal, Tokischa, Young Miko;Chulo pt.2;;
ene-24;Spotify;#¿NOMBRE?;Bad Bunny, Chencho Corleone;Me Porto Bonito;;
ene-24;Spotify;#¿NOMBRE?;Lucky Brown, Fran C;Toda Guapa;;
ene-24;Spotify;#¿NOMBRE?;KAROL G, Romeo Santos;X SI VOLVEMOS;;
ene-24;Spotify;#¿NOMBRE?;Yng Lvcas, Peso Pluma;La Bebe - Remix;;
ene-24;Spotify;#¿NOMBRE?;Ozuna, Anuel AA, Chris Jedi;Pa Ti Estoy;;
ene-24;Spotify;#¿NOMBRE?;iñigo quintero;Si No Estás;;
ene-24;Spotify;#¿NOMBRE?;Emilia;Exclusive.mp3;;
ene-24;Spotify;#¿NOMBRE?;Mora, Feid;LA INOCENTE;;
ene-24;Spotify;#¿NOMBRE?;Ozuna, Feid;Hey Mor;;
ene-24;Spotify;#¿NOMBRE?;Los Bunkers;Nada Nuevo Bajo El Sol;;
ene-24;Spotify;#¿NOMBRE?;Wolfine, Ñejo;Escápate Conmigo - Remix;;
ene-24;Spotify;#¿NOMBRE?;Ke Personajes, Onda Sabanera;Pobre Corazón - En Vivo;;
ene-24;Spotify;#¿NOMBRE?;FloyyMenor;pa la europa;;
ene-24;Spotify;#¿NOMBRE?;Bacilos;Caraluna;;
ene-24;Spotify;#¿NOMBRE?;Kidd Voodoo, Young Cister;Fashion Girl - Remix;;
ene-24;Spotify;#¿NOMBRE?;Eslabon Armado, Peso Pluma;Ella Baila Sola;;
ene-24;Spotify;#¿NOMBRE?;Los Ángeles Azules, Maria Becerra;El Amor de Mi Vida;;
ene-24;Spotify;#¿NOMBRE?;Don Omar;Dile;;
ene-24;Spotify;#¿NOMBRE?;Bizarrap, Milo j;Fruto;;
ene-24;Spotify;#¿NOMBRE?;Harry Styles;As It Was;;
ene-24;Spotify;#¿NOMBRE?;Jere Klein;Ram;;
ene-24;Spotify;#¿NOMBRE?;KAROL G;MIENTRAS ME CURO DEL CORA;;
ene-24;Spotify;#¿NOMBRE?;The Police;Every Breath You Take;;
ene-24;Spotify;#¿NOMBRE?;Ryan Castro, Peso Pluma, SOG;QUEMA;;
ene-24;Spotify;#¿NOMBRE?;Quevedo;PUNTO G;;
feb-24;Spotify;#¿NOMBRE?;FloyyMenor, Cris Mj;Gata Only;;
feb-24;Spotify;#¿NOMBRE?;Cris Mj;Daytona;;
feb-24;Spotify;#¿NOMBRE?;Jere Klein, Nickoog Clk, Lucky Brown, El BAI;PRINCESITA DE ...;;
feb-24;Spotify;#¿NOMBRE?;Feid, ATL Jacob;LUNA;;
feb-24;Spotify;#¿NOMBRE?;Jere Klein, Cris Mj;LOCA FARANDULERA;;
feb-24;Spotify;#¿NOMBRE?;Myke Towers;LA FALDA;;
feb-24;Spotify;#¿NOMBRE?;Kidd Voodoo, Pablo Chill-E, Swift 047;Ese Guille;;
feb-24;Spotify;#¿NOMBRE?;Gino Mella, Jairo Vera, Yandel, Lenny Tavárez, Best;El Amor de tu Vida (feat. Lenny Tavárez & Best) - Remix;;
feb-24;Spotify;#¿NOMBRE?;Pailita;Bendito (Soundtrack Baby Bandito: La Serie);;
feb-24;Spotify;#¿NOMBRE?;Kidd Voodoo, Daiko 02;Minnie <3;;
feb-24;Spotify;#¿NOMBRE?;Jere Klein, Gittobeatz;ANDO;;
feb-24;Spotify;#¿NOMBRE?;Lucky Brown, Jere Klein, Mateo on the Beatz;¿Cuál Es Su Nombre?;;
feb-24;Spotify;#¿NOMBRE?;Xavi;La Diabla;;
feb-24;Spotify;#¿NOMBRE?;Standly;Vida Peligrosa;;
feb-24;Spotify;#¿NOMBRE?;Trueno, Nicki Nicole, Bizarrap, Taiu, TATOOL;Mamichula - con Nicki Nicole;;
feb-24;Spotify;#¿NOMBRE?;Jere Klein, Nicki Nicole;X ESO BB;;
feb-24;Spotify;#¿NOMBRE?;Mesita, Nicki Nicole, Tiago PZK, Emilia;Una Foto Remix (feat. Emilia);;
feb-24;Spotify;#¿NOMBRE?;Jere Klein, Mateo on the Beatz, EL MURCIELAGO;KE MAL;;
feb-24;Spotify;#¿NOMBRE?;Lucky Brown, Nickoog Clk, Mateo on the Beatz;Ay Parcera;;
feb-24;Spotify;#¿NOMBRE?;Cris Mj;No Ando Weando;;
feb-24;Spotify;#¿NOMBRE?;Katteyes, Kidd Voodoo;Tas Texteandome;;
feb-24;Spotify;#¿NOMBRE?;Kidd Voodoo, LACUEVA;Recuérdame </3;;
feb-24;Spotify;#¿NOMBRE?;Bad Bunny, Feid;PERRO NEGRO;;
feb-24;Spotify;#¿NOMBRE?;KAROL G, Peso Pluma;QLONA;;
feb-24;Spotify;#¿NOMBRE?;Cris Mj;Partyson;;
feb-24;Spotify;#¿NOMBRE?;Jere Klein;NO HAY 14F;;
feb-24;Spotify;#¿NOMBRE?;Milo j;M.A.I;;
feb-24;Spotify;#¿NOMBRE?;YSY A, Jere Klein, ONIRIA;24/7 6.5;;
feb-24;Spotify;#¿NOMBRE?;Gaby Music, Lunay, Luar La L;No Te Quieren Conmigo;;
feb-24;Spotify;#¿NOMBRE?;Cris Mj;La Noche Está;;
feb-24;Spotify;#¿NOMBRE?;Anuel AA;Tacos Gucci;;
feb-24;Spotify;#¿NOMBRE?;KAROL G, Tiësto;CONTIGO (with Tiësto);;
feb-24;Spotify;#¿NOMBRE?;Bizarrap, Young Miko;Young Miko: Bzrp Music Sessions, Vol. 58;;
feb-24;Spotify;#¿NOMBRE?;Nickoog Clk, Jere Klein;XQ TAN SOLA?;;
feb-24;Spotify;#¿NOMBRE?;Peso Pluma, Anitta;BELLAKEO;;
feb-24;Spotify;#¿NOMBRE?;Big One, FMK, Ke Personajes;Un Finde | CROSSOVER #2;;
feb-24;Spotify;#¿NOMBRE?;Sayian Jimmy, Nysix Music, CamiMusic;Bad Boy;;
feb-24;Spotify;#¿NOMBRE?;Cris Mj, Yan Block;333;;
feb-24;Spotify;#¿NOMBRE?;Maluma, Carin Leon;Según Quién;;
feb-24;Spotify;#¿NOMBRE?;Tiago PZK, Ke Personajes;Piel;;
feb-24;Spotify;#¿NOMBRE?;El Jordan 23, los patos feos inc, Nes;Cabaña;;
feb-24;Spotify;#¿NOMBRE?;Quevedo;Columbia;;
feb-24;Spotify;#¿NOMBRE?;KAROL G;AMARGURA;;
feb-24;Spotify;#¿NOMBRE?;Rauw Alejandro;DILUVIO;;
feb-24;Spotify;#¿NOMBRE?;Jere Klein, Taiko, EL MURCIELAGO;NO SÉ AMAR;;
feb-24;Spotify;#¿NOMBRE?;Manuel Turizo;La Bachata;;
feb-24;Spotify;#¿NOMBRE?;Lucky Brown, Adan La Amenaza;Privado;;
feb-24;Spotify;#¿NOMBRE?;Plan B;Es un Secreto;;
feb-24;Spotify;#¿NOMBRE?;KAROL G;MI EX TENÍA RAZÓN;;
feb-24;Spotify;#¿NOMBRE?;Myke Towers;LALA;;
feb-24;Spotify;#¿NOMBRE?;Grupo Frontera, Ke Personajes;OJITOS ROJOS;;
feb-24;Spotify;#¿NOMBRE?;FloyyMenor;pa la europa;;
feb-24;Spotify;#¿NOMBRE?;Pablo Chill-E, Pailita;Cora Roto;;
feb-24;Spotify;#¿NOMBRE?;Anuel AA, Quevedo, Maluma, Mambo Kingz, DJ Luian;OA;;
feb-24;Spotify;#¿NOMBRE?;Lenny Tavárez, Feid;EMPELOTICA;;
feb-24;Spotify;#¿NOMBRE?;Giuliano Yankees, Cris Mj, Valdi;Me Pide Más;;
feb-24;Spotify;#¿NOMBRE?;Cris Mj, Dei V;Diabólica;;
feb-24;Spotify;#¿NOMBRE?;Gino Mella, Jairo Vera, Best;EL AMOR DE TU VIDA;;
feb-24;Spotify;#¿NOMBRE?;Nickoog Clk, Gittobeatz;Somos Diferentes;;
feb-24;Spotify;#¿NOMBRE?;Kidd Voodoo, Easykid;Mal Mal Mal;;
feb-24;Spotify;#¿NOMBRE?;Jere Klein, Mateo on the Beatz;UNA EN UN MILLÓN;;
feb-24;Spotify;#¿NOMBRE?;Blessd, Feid;SI SABE FERXXO;;
feb-24;Spotify;#¿NOMBRE?;Gino Mella, Jairo Vera;DE LA PXTA;;
feb-24;Spotify;#¿NOMBRE?;Feid, Young Miko;CLASSY 101;;
feb-24;Spotify;#¿NOMBRE?;Kidd Voodoo, Young Cister;Fashion Girl - Remix;;
feb-24;Spotify;#¿NOMBRE?;KAROL G, Cris Mj, Ryan Castro;UNA NOCHE EN MEDELLÍN - REMIX;;
feb-24;Spotify;#¿NOMBRE?;KAROL G, Shakira;TQG;;
feb-24;Spotify;#¿NOMBRE?;Mora, Feid;LA INOCENTE;;
feb-24;Spotify;#¿NOMBRE?;Tony Dize, Plan B;Solos (feat. Plan B);;
feb-24;Spotify;#¿NOMBRE?;Giuliano Yankees, Gio Valentinno, Valdi;Salgo En El Meche;;
feb-24;Spotify;#¿NOMBRE?;Carin Leon;Primera Cita;;
feb-24;Spotify;#¿NOMBRE?;Engel Montaz, Sacra Mr Melody;Vamono Lejos;;
feb-24;Spotify;#¿NOMBRE?;Grupo Frontera, Bad Bunny;un x100to;;
feb-24;Spotify;#¿NOMBRE?;Jere Klein;Ram;;
feb-24;Spotify;#¿NOMBRE?;Darell;Lollipop;;
feb-24;Spotify;#¿NOMBRE?;Jere Klein, Lucky Brown;Mandame Tu Ubi;;
feb-24;Spotify;#¿NOMBRE?;TWENTY SIX, Tayson Kryss;Buscando Money;;
feb-24;Spotify;#¿NOMBRE?;Darell, Ozuna, Maluma;Lollipop - Remix;;
feb-24;Spotify;#¿NOMBRE?;Ak4:20, Kidd Voodoo;BEBÉ;;
feb-24;Spotify;#¿NOMBRE?;Jere Klein, El BAI, Mateo on the Beatz;FINA;;
feb-24;Spotify;#¿NOMBRE?;Milo j, Taiu;Rara Vez;;
feb-24;Spotify;#¿NOMBRE?;NEMJ, Martinwhite;ESA NENA REMIX;;
feb-24;Spotify;#¿NOMBRE?;El Joan, Celso El Potente;Le Gustan Lo' Flaites;;
feb-24;Spotify;#¿NOMBRE?;Jairo Vera, Gino Mella, King Savagge, Chiko Alfa, Bayriton, Malito Malozo, Paolo Pimp;JARABE (feat. Chiko Alfa, Bayriton, Malito Malozo & Paolo Pimp);;
feb-24;Spotify;#¿NOMBRE?;Julianno Sosa, Guelo Star;TRANQUILA;;
feb-24;Spotify;#¿NOMBRE?;The Weeknd, JENNIE, Lily-Rose Depp;One Of The Girls (with JENNIE, Lily Rose Depp);;
feb-24;Spotify;#¿NOMBRE?;YG Marley;Praise Jah In The Moonlight;;
feb-24;Spotify;#¿NOMBRE?;Santaferia, Grupo Zúmbale Primo;Que Te Vaya Bien;;
feb-24;Spotify;#¿NOMBRE?;KAROL G, Romeo Santos;X SI VOLVEMOS;;
feb-24;Spotify;#¿NOMBRE?;Xavi;La Víctima;;
feb-24;Spotify;#¿NOMBRE?;Los Ángeles Azules, Maria Becerra;El Amor de Mi Vida;;
feb-24;Spotify;#¿NOMBRE?;Bad Bunny, Chencho Corleone;Me Porto Bonito;;
feb-24;Spotify;#¿NOMBRE?;Chris Jedi, Gaby Music, Dei V, Anuel AA, Ozuna;BAD BOY;;
feb-24;Spotify;#¿NOMBRE?;Kidd Voodoo, Resonancia Etérea;Confortas Pero Dañas;;
feb-24;Spotify;#¿NOMBRE?;KAROL G;PROVENZA;;
feb-24;Spotify;#¿NOMBRE?;Marshmello, Manuel Turizo;El Merengue;;
feb-24;Spotify;#¿NOMBRE?;Kali Uchis, Peso Pluma;Igual Que Un Ángel (with Peso Pluma);;
feb-24;Spotify;#¿NOMBRE?;Los Bunkers;Llueve Sobre La Ciudad;;
feb-24;Spotify;#¿NOMBRE?;Soda Stereo;Trátame Suavemente - Remasterizado 2007;;
feb-24;Spotify;#¿NOMBRE?;Luck Ra, KHEA;HOLA PERDIDA;;
mar-24;Spotify;#¿NOMBRE?;FloyyMenor, Cris Mj;Gata Only;;
mar-24;Spotify;#¿NOMBRE?;Lucky Brown, Big Cvyu;Coa Xorete;;
mar-24;Spotify;#¿NOMBRE?;Cris Mj;Daytona;;
mar-24;Spotify;#¿NOMBRE?;Kidd Voodoo, DrefQuila, Swift 047;Enrolar;;
mar-24;Spotify;#¿NOMBRE?;Kidd Voodoo, Pablo Chill-E, Swift 047;Ese Guille;;
mar-24;Spotify;#¿NOMBRE?;Jere Klein, Nickoog Clk, Lucky Brown, El BAI;PRINCESITA DE ...;;
mar-24;Spotify;#¿NOMBRE?;Feid, ATL Jacob;LUNA;;
mar-24;Spotify;#¿NOMBRE?;Kidd Voodoo, Daiko 02;Minnie <3;;
mar-24;Spotify;#¿NOMBRE?;ITHAN NY, Ak4:20;MA DIAMANTE;;
mar-24;Spotify;#¿NOMBRE?;Myke Towers;LA FALDA;;
mar-24;Spotify;#¿NOMBRE?;Jere Klein, Cris Mj;LOCA FARANDULERA;;
mar-24;Spotify;#¿NOMBRE?;Standly;Vida Peligrosa;;
mar-24;Spotify;#¿NOMBRE?;Cris Mj, Dei V;Diabólica;;
mar-24;Spotify;#¿NOMBRE?;Lucky Brown, Jere Klein, Mateo on the Beatz;¿Cuál Es Su Nombre?;;
mar-24;Spotify;#¿NOMBRE?;Kidd Voodoo, LACUEVA;Recuérdame </3;;
mar-24;Spotify;#¿NOMBRE?;Jere Klein;NO HAY 14F;;
mar-24;Spotify;#¿NOMBRE?;Jere Klein, Gittobeatz;ANDO;;
mar-24;Spotify;#¿NOMBRE?;Gino Mella, Jairo Vera, Yandel, Lenny Tavárez, Best;El Amor de tu Vida (feat. Lenny Tavárez & Best) - Remix;;
mar-24;Spotify;#¿NOMBRE?;Kidd Voodoo, Young Cister;Fashion Girl - Remix;;
mar-24;Spotify;#¿NOMBRE?;Katteyes, Kidd Voodoo;Tas Texteandome;;
mar-24;Spotify;#¿NOMBRE?;Tiago PZK, Ke Personajes;Piel;;
mar-24;Spotify;#¿NOMBRE?;Pailita;Bendito (Soundtrack Baby Bandito: La Serie);;
mar-24;Spotify;#¿NOMBRE?;Lucky Brown, Nickoog Clk, Mateo on the Beatz;Ay Parcera;;
mar-24;Spotify;#¿NOMBRE?;Cris Mj;Partyson;;
mar-24;Spotify;#¿NOMBRE?;Milo j;M.A.I;;
mar-24;Spotify;#¿NOMBRE?;Sayian Jimmy, Nysix Music, CamiMusic;Bad Boy;;
mar-24;Spotify;#¿NOMBRE?;Mesita, Nicki Nicole, Tiago PZK, Emilia;Una Foto Remix (feat. Emilia);;
mar-24;Spotify;#¿NOMBRE?;Kidd Voodoo, Swift 047;Grabándote:);;
mar-24;Spotify;#¿NOMBRE?;Jere Klein, Nicki Nicole;X ESO BB;;
mar-24;Spotify;#¿NOMBRE?;Jere Klein, Mateo on the Beatz, EL MURCIELAGO;KE MAL;;
mar-24;Spotify;#¿NOMBRE?;Bad Bunny, Feid;PERRO NEGRO;;
mar-24;Spotify;#¿NOMBRE?;Xavi;La Diabla;;
mar-24;Spotify;#¿NOMBRE?;Cris Mj;No Ando Weando;;
mar-24;Spotify;#¿NOMBRE?;KAROL G, Peso Pluma;QLONA;;
mar-24;Spotify;#¿NOMBRE?;YSY A, Jere Klein, ONIRIA;24/7 6.5;;
mar-24;Spotify;#¿NOMBRE?;Cris Mj;La Noche Está;;
mar-24;Spotify;#¿NOMBRE?;Maluma, Carin Leon;Según Quién;;
mar-24;Spotify;#¿NOMBRE?;Trueno, Nicki Nicole, Bizarrap, Taiu, TATOOL;Mamichula - con Nicki Nicole;;
mar-24;Spotify;#¿NOMBRE?;Jairo Vera, Gino Mella, Ak4:20, Bayriton, Abraham Wayne;Tarima (feat. Bayriton & Abraham Wayne) - Remix;;
mar-24;Spotify;#¿NOMBRE?;Lucky Brown, Adan La Amenaza;Privado;;
mar-24;Spotify;#¿NOMBRE?;Nickoog Clk, Jere Klein;XQ TAN SOLA?;;
mar-24;Spotify;#¿NOMBRE?;Renn, Yexel;Maquillaje;;
mar-24;Spotify;#¿NOMBRE?;Manuel Turizo;La Bachata;;
mar-24;Spotify;#¿NOMBRE?;FloyyMenor;pa la europa;;
mar-24;Spotify;#¿NOMBRE?;Gaby Music, Lunay, Luar La L;No Te Quieren Conmigo;;
mar-24;Spotify;#¿NOMBRE?;KAROL G;AMARGURA;;
mar-24;Spotify;#¿NOMBRE?;Kidd Voodoo, Swift 047;Guaya Guaya...;;
mar-24;Spotify;#¿NOMBRE?;El Jordan 23, los patos feos inc, Nes;Cabaña;;
mar-24;Spotify;#¿NOMBRE?;KAROL G, Tiësto;CONTIGO (with Tiësto);;
mar-24;Spotify;#¿NOMBRE?;eleven1.1, DrefQuila, Kidd Voodoo, Harry Nach, SOULFIA;Escarlata - Remix;;
mar-24;Spotify;#¿NOMBRE?;Baby J & Young Weapon;Confundido;;
mar-24;Spotify;#¿NOMBRE?;Big One, FMK, Ke Personajes;Un Finde | CROSSOVER #2;;
mar-24;Spotify;#¿NOMBRE?;Ariana Grande;we can't be friends (wait for your love);;
mar-24;Spotify;#¿NOMBRE?;Cris Mj, Yan Block;333;;
mar-24;Spotify;#¿NOMBRE?;Plan B;Es un Secreto;;
mar-24;Spotify;#¿NOMBRE?;FloyyMenor, Lucky Brown;ME GUSTA;;
mar-24;Spotify;#¿NOMBRE?;Kidd Voodoo, Easykid;Mal Mal Mal;;
mar-24;Spotify;#¿NOMBRE?;KAROL G;MI EX TENÍA RAZÓN;;
mar-24;Spotify;#¿NOMBRE?;Benson Boone;Beautiful Things;;
mar-24;Spotify;#¿NOMBRE?;Pablo Chill-E, Pailita;Cora Roto;;
mar-24;Spotify;#¿NOMBRE?;Rauw Alejandro;DILUVIO;;
mar-24;Spotify;#¿NOMBRE?;Peso Pluma, Anitta;BELLAKEO;;
mar-24;Spotify;#¿NOMBRE?;Gino Mella, Jairo Vera;DE LA PXTA;;
mar-24;Spotify;#¿NOMBRE?;Los Bunkers;Llueve Sobre La Ciudad;;
mar-24;Spotify;#¿NOMBRE?;Anuel AA, Quevedo, Maluma, Mambo Kingz, DJ Luian;OA;;
mar-24;Spotify;#¿NOMBRE?;NEMJ, Martinwhite;ESA NENA REMIX;;
mar-24;Spotify;#¿NOMBRE?;KAROL G, Shakira;TQG;;
mar-24;Spotify;#¿NOMBRE?;Los Bunkers;Bailando Solo;;
mar-24;Spotify;#¿NOMBRE?;Los Bunkers;Nada Nuevo Bajo El Sol;;
mar-24;Spotify;#¿NOMBRE?;Pressure 9X19, Anuel AA, YOVNGCHIMI, CDobleta, Luar La L;VVS Switch (feat. Luar La L & CDobleta) - Remix;;
mar-24;Spotify;#¿NOMBRE?;Kidd Voodoo, Nickzzy, Dysbit;Prendía;;
mar-24;Spotify;#¿NOMBRE?;Grupo Frontera, Ke Personajes;OJITOS ROJOS;;
mar-24;Spotify;#¿NOMBRE?;Djo;End of Beginning;;
mar-24;Spotify;#¿NOMBRE?;Blessd, Feid;SI SABE FERXXO;;
mar-24;Spotify;#¿NOMBRE?;Feid, Young Miko;CLASSY 101;;
mar-24;Spotify;#¿NOMBRE?;Los Bunkers;Ven Aquí;;
mar-24;Spotify;#¿NOMBRE?;Quevedo;Columbia;;
mar-24;Spotify;#¿NOMBRE?;Jere Klein, Mateo on the Beatz;UNA EN UN MILLÓN;;
mar-24;Spotify;#¿NOMBRE?;Lenny Tavárez, Feid;EMPELOTICA;;
mar-24;Spotify;#¿NOMBRE?;Tony Dize, Plan B;Solos (feat. Plan B);;
mar-24;Spotify;#¿NOMBRE?;Milo j, Taiu;Rara Vez;;
mar-24;Spotify;#¿NOMBRE?;Myke Towers;LALA;;
mar-24;Spotify;#¿NOMBRE?;Jairo Vera, Gino Mella, King Savagge, Chiko Alfa, Bayriton, Malito Malozo, Paolo Pimp;JARABE (feat. Chiko Alfa, Bayriton, Malito Malozo & Paolo Pimp);;
mar-24;Spotify;#¿NOMBRE?;KAROL G, Cris Mj, Ryan Castro;UNA NOCHE EN MEDELLÍN - REMIX;;
mar-24;Spotify;#¿NOMBRE?;Kidd Voodoo, Alex Rose, Swift 047;Diablita;;
mar-24;Spotify;#¿NOMBRE?;Julianno Sosa, Guelo Star;TRANQUILA;;
mar-24;Spotify;#¿NOMBRE?;Lamelodiadelhampa, Renaglock, YoungGlizzy;Peñalolen Cuna de Ladrones;;
mar-24;Spotify;#¿NOMBRE?;KAROL G, Romeo Santos;X SI VOLVEMOS;;
mar-24;Spotify;#¿NOMBRE?;Feid;Feliz Cumpleaños Ferxxo;;
