rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:6pD0ufEQq0xdHSsRbg9LBK","Grupo Frontera, Bad Bunny","un x100to","Rimas Entertainment LLC.",1,1,3,"3197631"
2,"spotify:track:3qQbCzHBycnDpGskqOWY0E","Eslabon Armado, Peso Pluma","Ella Baila Sola","DEL Records",2,4,5,"2675665"
3,"spotify:track:6aiFYVWZZVVckJEfvdmiu8","Pailita, Fran C","Venga Pa' Acá","2023 Rimas Entertainment México S.A. de C.V",3,15,3,"2331072"
4,"spotify:track:6XSqqQIy7Lm7SnwxS4NrGx","Feid, Young Miko","CLASSY 101","UMLE - Latino",2,2,5,"2151327"
5,"spotify:track:5DoGJMtInwrPZrzyKnuqMi","Nickoog Clk, Jere Klein","XQ TAN SOLA?","Nickoog CLK under exclusive license to UnitedMasters LLC",1,3,4,"2091472"
6,"spotify:track:2UW7JaomAMuX9pZrjVpHAU","Yng Lvcas, Peso Pluma","La Bebe - Remix","WM Mexico",6,7,6,"1817157"
7,"spotify:track:0DWdj2oZMBFSzRsi2Cvfzf","KAROL G, Shakira","TQG","BICHOTA RECORDS / INTERSCOPE RECORDS / UNIVERSAL MUSIC LATINO",1,5,10,"1766363"
8,"spotify:track:5iaGRmDzm4aPhttaOEK8OD","Jere Klein, Fran C","Donde?","Jere Klein",3,6,9,"1696426"
9,"spotify:track:3tiJUOfAEqIrLFRQgGgdoY","Big One, FMK, Ke Personajes","Un Finde | CROSSOVER #2","Fifty One",9,10,4,"1504596"
10,"spotify:track:4FAKtPVycI4DxoOHC01YqD","Yandel, Feid","Yandel 150","La Leyenda LLC",1,8,19,"1463434"
12,"spotify:track:2l58pc9aJRjkoj5RcesCJF","El Jordan 23, Big Cvyu","BELLAKITA","Rimas Entertainment México S.A. de C.V",12,67,2,"1341943"
13,"spotify:track:3bclq6OXFKMmFaUoFLbO8E","Cris Mj","Su Altura","Sonar LLC.",10,11,4,"1287812"
14,"spotify:track:6sOSd3PYqy3UnSXF5r0MvN","El Jordan 23, Big Cvyu","SHERATON","Rimas Entertainment México S.A. de C.V",2,12,10,"1224971"
15,"spotify:track:609E1JCInJncactoMmkDon","ROSALÍA, Rauw Alejandro","BESO","Columbia Records/Duars Entertainment/Sony Music Latin",2,13,6,"1223463"
16,"spotify:track:0zvrARWIZQD5M4WWH8mhsX","Nickoog Clk, ITHAN NY, Lucky Brown, Izahn","Glocko","Nickoog CLK under exclusive license of UnitedMasters LLC",15,17,11,"1183694"
17,"spotify:track:4NoOME4Dhf4xgxbHDT7VGe","KAROL G, Romeo Santos","X SI VOLVEMOS","BICHOTA RECORDS / INTERSCOPE RECORDS / UNIVERSAL MUSIC LATINO",2,18,13,"1167523"
18,"spotify:track:447CO62bX92cmh13R0DAnk","Jere Klein","Ya No Pienso en Ti","Jere Klein",10,16,13,"1147423"
19,"spotify:track:6YNzvCsLwAJ4xZjdK9qk3r","Jairo Vera, Nickoog Clk, Gino Mella, Balbi El Chamako, Bayron Fire, Bayriton, Tommy Boysen, Gringuitos Records, El Rey","Te Extraño a Lo Vio (feat. Balbi El Chamako, Bayron Fire, Bayriton, Tommy Boysen, Gringuitos Records, El Rey) - Remix","WM Chile",7,19,12,"1147378"
20,"spotify:track:3th0luN7pe8n10lHJDIDkg","Jere Klein","Ram","Jere Klein",16,21,9,"1135905"
21,"spotify:track:54JDCisyVD6GxD21XR1xg7","Jere Klein, Balbi El Chamako, El BAI","Ibiza","Jere Klein",21,33,2,"1114212"
22,"spotify:track:6XLOKUNpCZRkWAKfEDeArF","Lucky Brown, Fran C","Toda Guapa","Lucky Brown",22,57,2,"1083916"
23,"spotify:track:1zsPaEkglFvxjAhrM8yhpr","Ozuna, Feid","Hey Mor","Aura Music Corp.",1,20,30,"1076597"
24,"spotify:track:6P3e7ieiYq8ZITkkmW2Uim","Gino Mella, Best","Viviendo El Proceso <3","WM Chile",8,14,5,"1067091"
25,"spotify:track:79Ias0x3ygL9ZQcQ7rAvbG","FloyyMenor","pa la europa","FloyyMenor under exclusive license to UnitedMasters LLC",25,25,8,"1048297"
26,"spotify:track:5MxnvIBS4UMUpbZUKQsuNA","Marcianeke, Jere Klein, Gold Music","Muñeca","El Valle de los Reyes",11,22,21,"998700"
27,"spotify:track:7MVIfkyzuUmQ716j8U7yGR","Milo j, Taiu","Rara Vez","Universal Music Argentina S.A.",18,23,11,"963148"
28,"spotify:track:2fXKhkTskJr2zi7iZJmDOq","Jairo Vera, Juanka","MADRID","WM Chile",28,-1,1,"927215"
29,"spotify:track:2CeKVsFFXG4QzA415QygGb","Feid","Feliz Cumpleaños Ferxxo","UMLE - Latino",7,29,37,"915666"
30,"spotify:track:72d8QGh77awoqnxiAOFRMI","Gino Mella, Best","TE EXO DE MENOS :(","WM Chile",11,26,10,"897839"
31,"spotify:track:6otePxalBK8AVa20xhZYVQ","KAROL G","MIENTRAS ME CURO DEL CORA","BICHOTA RECORDS / INTERSCOPE RECORDS / UNIVERSAL MUSIC LATINO",7,27,10,"886504"
32,"spotify:track:0PB0O24JqAuNdOAFVJljMS","Eladio Carrion, Bad Bunny","Coco Chanel","Rimas Entertainment LLC",4,24,7,"876413"
33,"spotify:track:7wGy7XfvDC7PRNtMQkHVuN","Jere Klein, Lucky Brown","Mandame Tu Ubi","Jere Klein",6,28,22,"869227"
34,"spotify:track:7Am9Us7Lub64dgaJ3jCeL7","Jairo Vera, Best","Con Puras de 25","WM Chile",12,35,14,"867321"
35,"spotify:track:04ndZkbKGthTgYSv3xS7en","TINI","Cupido","5020 Records",14,30,11,"846777"
36,"spotify:track:5zRPfjD3qUsog7tAcAMpWr","Yong Bryel, Jere Klein, El BAI","Los Rockstars","Yong Bryel",31,31,13,"844995"
37,"spotify:track:3Gs7mVfWKl567mjozgxmXv","Feid, Sean Paul","Niña Bonita","UMLE - Latino",37,61,2,"828759"
38,"spotify:track:3tt9i3Hhzq84dPS8H7iSiJ","Manuel Turizo","La Bachata","Sony Music Latin/La Industria",1,34,45,"804181"
39,"spotify:track:0T2pB7P1VdXPhLdQZ488uH","Feid","Normal","UMLE - Latino",21,37,43,"785096"
40,"spotify:track:24Jam2dilbARAWyR6K1L8v","Jere Klein","6.5","Jere Klein",27,36,9,"783252"
41,"spotify:track:3XjvMZqm2AQ8thMCD6w9w2","Anuel AA, Mambo Kingz, DJ Luian","Mas Rica Que Ayer","Real Hasta La Muerte, LLC & Hear This Music, LLC",10,40,9,"773414"
42,"spotify:track:0CYTGMBYkwUxrj1MWDLrC5","Feid","CHORRITO PA LAS ANIMAS","UMLE - Latino",16,39,22,"769841"
43,"spotify:track:1DxEbt6OSbrkRthk6pjZue","LiL CaKe, Migrantes, Nico Valdi","MERCHO","Sony Music Argentina",24,32,14,"762648"
44,"spotify:track:6ECKufSE72CsQUb3PRNYmq","Lucky Brown, Jere Klein, Valdi","Vengo De La Brea","Lucky Brown",38,41,10,"736412"
45,"spotify:track:1AX4aybSRyXHWrjg27wTFE","Ke Personajes, Onda Sabanera","Pobre Corazón - En Vivo","Ke Personajes",45,56,4,"730993"
46,"spotify:track:3Ua0m0YmEjrMi9XErKcNiR","Jimin","Like Crazy","BIGHIT MUSIC",46,46,6,"726188"
47,"spotify:track:36ys9pBrC5SLAADHsbsDVF","Jere Klein, ITHAN NY","Los Diablotes","Jere Klein",8,38,17,"725552"
48,"spotify:track:2mpoNBkngUEwnaKoBhZ0vl","Peso Pluma, Natanael Cano","PRC","Prajin Parlay Inc dba Prajin Records / Rancho Humilde / Los CT",48,58,4,"706049"
49,"spotify:track:1DmPVoJJgSAMHEMamRV4DH","Jairo Vera","PA K TE ENAMORE","WM Chile",25,42,20,"692881"
50,"spotify:track:4nrPB8O7Y7wsOCJdgXkthe","Bizarrap, Shakira","Shakira: Bzrp Music Sessions, Vol. 53","DALE PLAY Records",1,44,17,"679458"
51,"spotify:track:7iBFkn9NTeNW9jfwiCzF39","Balbi El Chamako, Jere Klein","Ese Corte","Balbi El Chamako",10,48,22,"656736"
52,"spotify:track:5r7eJOBw5Yqik0efMbC3Eq","Gino Mella, Jairo Vera","Mujeriego","WM Chile",34,43,21,"633309"
53,"spotify:track:6Sq7ltF9Qa7SNFBsV5Cogx","Bad Bunny, Chencho Corleone","Me Porto Bonito","Rimas Entertainment LLC",1,52,52,"628899"
54,"spotify:track:2tTmW7RDtMQtBk7m2rYeSw","Bizarrap, Quevedo","Quevedo: Bzrp Music Sessions, Vol. 52","DALE PLAY Records",1,50,44,"624133"
55,"spotify:track:3HqcNJdZ2seoGxhn0wVNDK","KAROL G","PROVENZA","BICHOTA RECORDS / INTERSCOPE RECORDS / UNIVERSAL MUSIC LATINO",8,53,54,"614713"
56,"spotify:track:2mnXxnrX5vCGolNkaFvVeM","Arcángel, Bad Bunny","La Jumpa","Rimas Entertainment LLC.",3,45,23,"613797"
57,"spotify:track:6OsU20ogLqpSbNGAbMY9se","Jairo Vera","Lealtad","WM Chile",28,55,16,"608280"
58,"spotify:track:5hHzqkPU6TQxWtV2cJqsMp","Wisin, Anuel AA","MI EXXX","La Base Music Group/ WK Records",58,78,2,"600507"
59,"spotify:track:1lRtH4FszTrwwlK5gTSbXO","Natanael Cano, Peso Pluma, Gabito Ballesteros","AMG","WEA Latina",59,64,4,"585284"
60,"spotify:track:0eD8HwEktgTG5ZOeUxyCUx","Jairo Vera, Darkiel, Gino Mella","HABLA","WM Chile",39,49,5,"574990"
61,"spotify:track:16dUQ4quIHDe4ZZ0wF1EMN","KAROL G, Ovy On The Drums","CAIRO","BICHOTA RECORDS / INTERSCOPE RECORDS / UNIVERSAL MUSIC LATINO",11,54,25,"573905"
62,"spotify:track:3k3NWokhRRkEPhCzPmV8TW","Bad Bunny, Bomba Estéreo","Ojitos Lindos","Rimas Entertainment LLC",1,63,52,"568452"
63,"spotify:track:4aJzxp3gimtAdgJn3DL776","JHAYCO, Quevedo","Mami Chula","N&E Entertainment LLC",63,-1,1,"566349"
64,"spotify:track:4WiQA1AGWHFvaxBU6bHghs","Quevedo","PUNTO G","Quevedo",13,62,26,"559946"
65,"spotify:track:5jt25aFjW2kNoBqaEVaz5W","Mora, Feid","LA INOCENTE","Rimas Entertainment LLC",28,59,57,"555807"
66,"spotify:track:0NO2zL0kw8sGGnaMvHKAZF","Cris Mj, Duki, Nicki Nicole, Standly, Stars Music Chile","Marisola - Remix","Virgin Music Chile",2,60,20,"542397"
67,"spotify:track:6peVAUzSxDlTigQw5T99O5","Mora","RÁPIDO","Rimas Entertainment LLC",67,-1,1,"535483"
68,"spotify:track:0Iozrbed8spxoBnmtBMshO","Quevedo","WANDA","Quevedo",35,51,15,"522037"
