rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:3E8xyYdIPpiH2wNEozE68I","Standly","Pégate","Standly",1,4,3,"2366170"
2,"spotify:track:6mmPpaltUZK7xjNlBPQQ0p","Rauw Alejandro, Chencho Corleone","Desesperados","Sony Music Latin/Duars Entertainment",2,3,6,"2145542"
3,"spotify:track:6J8lLpZoRCmB5pTrnB5jpV","Standly, El Barto","Mi Gata","Standly",1,1,8,"1896047"
4,"spotify:track:1AnJQd8TfkhK6M3VgZDVv1","Cris Mj, Marcianeke, Simon la Letra, Stars Music Chile","Los Malvekes","Virgin Music Chile",1,2,12,"1841130"
5,"spotify:track:4gzsuuZypVbxs0Af1LSZyB","Tainy, Bad Bunny, Julieta Venegas","Lo Siento BB:/ (with Bad Bunny & Julieta Venegas)","Neon16",1,5,16,"1349911"
6,"spotify:track:6lX6l7OuA3qrnIRfdsr0dw","Blessd, Justin Quiles, Lenny Tavárez","Medallo","WEA Latina",3,6,12,"1233423"
7,"spotify:track:2JPLbjOn0wPCngEot2STUS","Bad Bunny","Yonaguni","Rimas Entertainment LLC",1,9,33,"1177510"
8,"spotify:track:7iHHlCbsFou5DZSW5HCPfs","Boza, Lunay, Lenny Tavárez, Juhn, Beéle","Ella - Remix","Sony Music Latin",8,10,12,"1165828"
9,"spotify:track:5u0EnFzLd5WmsncTG5uMSP","Marcianeke","Qué Pasa?","EL VALLE DE LOS REYES",3,7,12,"1131859"
10,"spotify:track:4TGwERXRlyQtBdggYTHo6j","Tiago PZK, LIT killah, Maria Becerra, Nicki Nicole","Entre Nosotros (Remix) [con Nicki Nicole]","WEA Latina",8,8,3,"1052219"
11,"spotify:track:40xJTwBKb5x3wjlLOeycaL","Polimá Westcoast, Pablo Chill-E, Harry Nach, Galee Galee, ITHAN NY","MONEYMAN (feat. Galee Galee & ITHAN NY)","Sony Music Entertainment Chile S.A",9,14,7,"992713"
12,"spotify:track:2vmfvSoZBFAt9hhRoEByLi","Aventura, Bad Bunny","Volví","Rimas Entertainment LLC",1,11,25,"992695"
13,"spotify:track:3HSVuIkPGY4rdtifvEU3xz","Young Cister","Casi Amor De Verano","Sony Music Entertainment Chile S.A",5,18,4,"977648"
14,"spotify:track:3xv8JksRyqHa1lwkM9xvJf","Anuel AA, Myke Towers, JHAYCO","Súbelo","Real Hasta La Muerte, LLC",6,12,9,"976428"
15,"spotify:track:1j1itFzuIbndSf6lW8L1Kx","Pailita, Marcianeke","Dimelo Ma","2024 Rimas Entertainment México S.A. de C.V",2,13,37,"931137"
16,"spotify:track:3JCaq3KDSROg3TXhdiDa9n","JHAYCO, Anuel AA","Ley Seca","N&E Entertainment LLC",1,15,20,"930903"
17,"spotify:track:2Gq636OOGgxCTqEuzCZhsa","Bizarrap, Tiago PZK","Tiago PZK: Bzrp Music Sessions, Vol. 48","DALE PLAY Records",11,19,4,"897861"
18,"spotify:track:7rglLriMNBPAyuJOMGwi39","Elton John, Dua Lipa, PNAU","Cold Heart - PNAU Remix","EMI",11,17,21,"881142"
19,"spotify:track:2BEcap3xJtmiPaHKyfQi4e","Rvssian, Rauw Alejandro, Chris Brown","Nostálgico","Sony Music Latin",4,16,19,"876875"
20,"spotify:track:124RKptoEHiglKOeXdcPAc","JOSEPE EL DEMENTE, Sayian Jimmy","Morena Cachetona","Josepe el demente",20,37,3,"830880"
21,"spotify:track:5TMLavqGRKNxgzMBrVpC9R","zzoilo, Aitana","Mon Amour - Remix","Universal Music Spain S.L.",17,20,17,"808314"
22,"spotify:track:0G2zPzWqVjR68iNPmx2TBe","Mora, Bad Bunny, Sech","Volando - Remix","Rimas Entertainment LLC",3,21,28,"779648"
23,"spotify:track:5vmYLoozbUNwcdVL2m3lHq","ITHAN NY, Marcianeke","Las Naik","ITHAN NY",12,23,21,"767779"
24,"spotify:track:2B4GHvToeLTOBB4QLzW3Ni","Farruko","Pepas","Sony Music Latin",1,22,29,"737813"
25,"spotify:track:3PNBBs7345WBTSAxhE0q3a","Adan La Amenaza, Yohancito, Marcianeke, El BAI, Pailita, Yordano El Menor, Balbi El Chamako, Jairo Vera, King Savagge","Dele Cotele 3","Adan La Amenaza | Eyey Networks",18,25,9,"694030"
26,"spotify:track:6P096SaOzrgGxs8NWOfX7M","Tiago PZK, Trueno","Salimo de Noche","WM Chile",17,26,13,"691364"
27,"spotify:track:2dG8CDU9UBem2ReYcLafDt","Cris Mj","Locura y Maldad","Sonar LLC.",20,28,14,"683969"
28,"spotify:track:6phCM48H3WCQfy7MCYwy0A","Nickoog Clk, Izahn, Standly","Mi Waxita","2328277 Records DK",28,33,7,"681214"
29,"spotify:track:6mLg5bAhcSrVnc0yPsS7Jy","Harry Nach, Marcianeke","¿Por Qué Te Enojái?","Only Perk",9,24,16,"677989"
30,"spotify:track:4vv8wcnT04GHHbUCFBAiHF","Randy, Ape Drums","23 (With Ape Drums)","Roses and Wine Music / One RPM",10,27,15,"673814"
31,"spotify:track:0lJE8f0lx8mUSfMyxeYpiC","TINI, L-Gante","Bar","Sony Music Latin",26,29,10,"673767"
32,"spotify:track:6wwejszmDZkyd00IMSJ1Ob","Arte Elegante, Marcianeke","En las Malas y Buenas","ARTE ELEGANTE",16,30,20,"661832"
33,"spotify:track:4MzXwWMhyBbmu6hOcLVD49","Bad Bunny, JHAYCO","DÁKITI","Rimas Entertainment LLC",1,31,64,"649232"
34,"spotify:track:68V31zQa7VOH4P99PMeBna","Polimá Westcoast, Pablo Chill-E, Arón Piper","Cu4tro","Sony Music Entertainment Chile S.A",4,32,20,"649162"
35,"spotify:track:2KcNrONbZ0hvBPjvrDO2tx","Myke Towers","ALMAS GEMELAS","WEA Latina",8,34,26,"619109"
36,"spotify:track:5W1qmxHrMlQGGAiFA3ZQqP","Dímelo Flow, Dalex, Sech, Justin Quiles, Arcángel, De La Ghetto, Lenny Tavárez","Se Le Ve","Rich Music",36,36,21,"615541"
37,"spotify:track:7iqOIHHEmu6Vhw25GgQ2eA","J Balvin, Sech","Una Nota","Sueños Globales, LLC",8,35,19,"614912"
38,"spotify:track:1mSviQV9iQnGSRyvTIuxAj","Alvaro Diaz, Rauw Alejandro","Problemón","UMG Recordings, Inc./Universal Music Latino",38,56,5,"609399"
39,"spotify:track:3rdAz1fbUfZxYgaCviYhRo","Rauw Alejandro","Todo De Ti","Sony Music Latin/Duars Entertainment",1,39,35,"575180"
40,"spotify:track:6YzLykAZTro3znbspER5Cd","Drago200, Ak4:20","TOTA","Nabru Records LLC",32,44,19,"560374"
41,"spotify:track:05bfbizlM5AX6Mf1RRyMho","Nio Garcia, J Balvin, Bad Bunny","AM Remix","Flow La Movie",2,42,30,"550795"
42,"spotify:track:4HzqWEdAbzcVFDv0pvxV4w","Maluma","Sobrio","Sony Music Latin",14,43,28,"550100"
43,"spotify:track:1kjs5eR4DMzyB0gm1Z8waV","Trueno","DANCE CRIP","©️ Ⓟ 2022 Sur Capital Records (por Tierra Agencia)",25,40,9,"536358"
44,"spotify:track:6w8yBI2vthyN9UnwO4UBWb","Tiago PZK, LIT killah","Entre Nosotros","WM Chile",7,38,28,"531409"
